gpu_usage,net_latency,comput_latency,ete_latency,successful,unsuccessful,energy,hmd_energy,services_on_hmds
5.272,0.942,3.217,4.159,2910,0,1871.077,463.685,778
5.269,0.978,3.2,4.178,229,0,1822.292,457.118,778
5.261,0.956,3.194,4.15,91,0,1780.062,448.992,778
5.32,0.953,3.181,4.134,85,0,1794.127,513.374,778
5.265,0.932,3.178,4.11,82,0,1869.854,481.238,778
5.237,0.895,3.188,4.083,69,0,1798.689,470.733,778
5.279,0.882,3.189,4.071,46,0,1859.975,494.635,778
5.238,0.88,3.193,4.072,57,0,1805.984,454.339,778
5.214,0.869,3.197,4.065,46,0,1853.418,457.549,778
5.303,0.9,3.208,4.108,53,0,1866.672,505.067,778
5.308,0.891,3.196,4.087,79,0,1765.685,432.192,778
5.343,0.863,3.191,4.054,73,0,1786.517,476.93,778
5.242,0.905,3.18,4.085,108,0,1808.145,457.944,778
5.316,0.893,3.18,4.073,40,0,1802.656,451.651,778
5.321,0.915,3.174,4.089,40,0,1800.897,467.015,778
5.324,0.932,3.173,4.105,55,0,1780.863,489.284,778
5.253,0.94,3.166,4.107,82,0,1863.23,456.125,778
5.376,0.927,3.166,4.093,98,0,1832.142,472.825,778
5.267,0.933,3.155,4.087,94,0,1818.697,484.599,778
5.256,0.912,3.157,4.069,79,0,1848.26,467.457,778
5.228,0.896,3.15,4.045,82,0,1892.967,490.183,777
5.242,0.9,3.143,4.043,63,0,1886.126,481.591,778
5.345,0.948,3.128,4.076,102,0,1858.892,481.468,778
5.312,0.96,3.135,4.094,83,0,1827.019,460.209,778
5.407,0.965,3.132,4.097,93,0,1795.873,455.439,778
5.321,0.98,3.135,4.115,66,0,1827.994,476.23,778
5.295,0.998,3.138,4.136,98,0,1747.191,445.194,778
5.319,1.016,3.134,4.15,62,0,1794.011,449.423,778
5.259,1.03,3.129,4.159,51,0,1789.717,462.344,778
5.284,1.041,3.123,4.164,65,0,1758.177,448.094,778
5.299,1.051,3.123,4.174,64,0,1774.641,475.601,778
5.333,1.068,3.11,4.177,70,0,1814.229,474.853,778
5.301,1.067,3.103,4.17,70,0,1763.617,462.437,778
5.398,1.064,3.102,4.166,80,0,1764.312,454.399,778
5.395,1.058,3.101,4.158,48,0,1849.916,533.44,778
5.287,1.047,3.1,4.148,85,0,1835.648,487.961,778
5.336,1.049,3.098,4.147,60,0,1817.687,491.99,778
5.246,1.046,3.091,4.137,69,0,1795.241,481.823,778
5.305,1.056,3.106,4.162,69,0,1793.862,441.568,778
5.269,1.074,3.1,4.174,63,0,1820.089,496.966,778
5.307,1.064,3.085,4.149,52,0,1850.154,492.588,778
5.291,1.049,3.08,4.128,105,0,1811.196,431.444,778
5.351,1.058,3.074,4.133,78,0,1786.78,460.464,778
5.196,1.049,3.068,4.117,65,0,1836.547,468.516,778
5.259,1.081,3.055,4.136,119,0,1773.521,497.108,778
5.29,1.066,3.049,4.116,65,0,1790.025,438.654,778
5.232,1.039,3.041,4.08,58,0,1806.988,487.027,778
5.201,1.024,3.039,4.062,79,0,1814.855,436.362,778
5.218,1.021,3.055,4.076,78,0,1797.594,448.5,778
5.242,1.015,3.051,4.065,79,0,1834.644,445.401,778
5.213,1.002,3.05,4.052,72,0,1774.146,448.138,778
5.229,0.997,3.048,4.045,46,0,1744.604,438.466,778
5.202,1.009,3.049,4.058,71,0,1809.91,470.899,778
5.233,0.993,3.058,4.051,75,0,1905.696,490.237,778
5.321,0.997,3.063,4.059,102,0,1813.604,465.289,778
5.298,0.991,3.073,4.064,109,0,1812.945,445.421,778
5.285,0.994,3.075,4.069,82,0,1813.515,443.774,778
5.265,0.982,3.084,4.065,65,0,1842.211,509.863,778
5.194,0.967,3.083,4.05,47,0,1783.306,465.795,778
5.129,0.976,3.077,4.053,54,0,1864.888,492.225,778
5.165,0.953,3.079,4.032,61,0,1754.067,463.944,778
5.147,0.953,3.06,4.013,52,0,1825.37,462.23,777
