gpu_usage,net_latency,comput_latency,ete_latency,successful,unsuccessful,energy,hmd_energy,services_on_hmds
5.168,0.893,3.292,4.185,2928,0,1875.585,648.626,972
5.286,0.864,3.282,4.145,192,0,1858.009,621.444,972
5.266,0.876,3.274,4.15,67,0,1827.217,585.317,972
5.217,0.876,3.262,4.138,68,0,1830.343,644.089,972
5.274,0.856,3.254,4.11,93,0,1849.117,576.961,972
5.205,0.869,3.238,4.107,69,0,1814.854,569.674,972
5.229,0.865,3.236,4.101,68,0,1825.767,578.333,972
5.221,0.849,3.224,4.073,68,0,1837.274,585.801,972
5.251,0.846,3.233,4.079,78,0,1839.75,548.062,972
5.253,0.86,3.233,4.093,54,0,1870.265,575.019,972
5.195,0.864,3.23,4.094,79,0,1842.643,592.71,972
5.268,0.879,3.244,4.123,83,0,1840.614,598.778,972
5.325,0.857,3.245,4.101,44,0,1817.268,561.152,972
5.276,0.866,3.26,4.126,69,0,1852.234,582.095,972
5.191,0.881,3.255,4.136,58,0,1852.118,575.174,972
5.115,0.873,3.253,4.126,59,0,1757.469,574.499,972
5.217,0.886,3.245,4.131,67,0,1876.764,594.127,972
5.137,0.878,3.255,4.133,86,0,1814.568,605.787,972
5.231,0.867,3.238,4.105,75,0,1815.029,619.687,972
5.165,0.852,3.244,4.096,74,0,1772.533,577.479,972
5.086,0.861,3.246,4.107,74,0,1837.871,633.879,972
5.146,0.884,3.248,4.132,34,0,1767.336,593.532,972
5.122,0.9,3.23,4.13,75,0,1898.949,595.759,972
5.126,0.909,3.226,4.135,52,0,1846.351,589.686,972
5.122,0.896,3.222,4.118,52,0,1790.146,581.516,972
5.159,0.882,3.211,4.093,51,0,1874.811,623.428,972
5.127,0.877,3.204,4.081,55,0,1821.599,595.306,972
5.241,0.887,3.192,4.079,72,0,1799.577,595.718,972
5.095,0.894,3.198,4.092,96,0,1775.943,567.198,972
5.212,0.852,3.191,4.043,74,0,1850.213,585.591,972
5.217,0.844,3.187,4.031,88,0,1803.35,585.361,972
5.162,0.82,3.179,3.999,67,0,1802.546,589.105,972
5.194,0.796,3.175,3.971,70,0,1818.902,582.659,972
5.295,0.804,3.175,3.978,63,0,1824.163,586.955,972
5.288,0.807,3.157,3.964,64,0,1867.122,593.841,972
5.221,0.79,3.164,3.953,80,0,1776.494,562.976,972
5.246,0.796,3.171,3.967,65,0,1781.538,562.848,972
5.321,0.781,3.174,3.956,33,0,1834.009,622.539,972
5.27,0.771,3.164,3.935,68,0,1762.867,568.928,972
5.265,0.77,3.171,3.941,48,0,1819.239,583.023,972
5.275,0.776,3.165,3.941,53,0,1827.849,562.987,972
5.241,0.799,3.16,3.959,68,0,1894.607,604.898,972
5.289,0.785,3.143,3.928,97,0,1785.229,591.733,972
5.345,0.777,3.159,3.937,89,0,1814.795,600.006,972
5.3,0.778,3.161,3.939,51,0,1800.772,564.589,972
5.271,0.784,3.162,3.947,59,0,1813.345,556.86,972
5.296,0.784,3.166,3.949,82,0,1762.072,580.34,972
5.297,0.762,3.167,3.929,67,0,1846.365,603.23,972
5.367,0.773,3.152,3.926,63,0,1792.243,616.091,972
5.386,0.749,3.151,3.9,52,0,1823.052,601.6,972
5.362,0.751,3.164,3.915,74,0,1752.357,564.225,972
5.359,0.739,3.155,3.894,64,0,1844.634,631.42,972
5.435,0.764,3.155,3.92,54,0,1871.158,607.644,972
5.419,0.75,3.14,3.89,66,0,1827.418,590.552,972
5.415,0.732,3.143,3.874,54,0,1790.983,594.314,972
5.277,0.719,3.135,3.854,102,0,1715.84,551.005,972
5.307,0.721,3.136,3.857,86,0,1811.927,593.015,972
5.195,0.742,3.146,3.888,60,0,1875.498,624.419,972
5.262,0.751,3.139,3.89,77,0,1793.471,569.231,972
5.254,0.753,3.138,3.891,84,0,1863.776,625.381,972
5.235,0.753,3.126,3.879,78,0,1849.57,599.806,972
5.188,0.74,3.127,3.867,52,0,1844.613,580.36,972
5.167,0.718,3.114,3.832,71,0,1858.572,608.322,972
5.165,0.713,3.11,3.823,57,0,1765.882,568.971,972
5.248,0.703,3.117,3.82,69,0,1844.939,602.389,972
5.188,0.694,3.117,3.812,59,0,1782.814,555.0,972
5.207,0.7,3.12,3.82,62,0,1885.025,637.598,972
5.156,0.692,3.112,3.804,57,0,1854.892,581.393,972
5.293,0.692,3.117,3.81,54,0,1849.38,593.401,972
5.234,0.7,3.126,3.827,45,0,1817.012,605.127,972
5.245,0.7,3.132,3.832,46,0,1853.31,603.369,972
5.186,0.702,3.13,3.832,58,0,1763.773,581.313,972
5.317,0.71,3.129,3.839,47,0,1841.348,597.996,972
5.248,0.704,3.134,3.838,69,0,1773.999,590.83,972
5.225,0.719,3.121,3.84,50,0,1847.4,626.94,972
5.257,0.714,3.121,3.836,56,0,1773.38,591.889,972
5.256,0.726,3.129,3.855,70,0,1871.927,636.993,972
5.293,0.721,3.14,3.861,66,0,1844.024,616.653,971
5.183,0.707,3.151,3.858,51,0,1797.012,574.691,972
5.197,0.715,3.145,3.86,65,0,1794.623,591.304,972
5.156,0.72,3.144,3.863,67,0,1849.102,625.185,972
5.161,0.713,3.154,3.867,72,0,1809.324,569.018,972
5.21,0.714,3.155,3.869,69,0,1854.684,604.417,972
5.246,0.711,3.148,3.859,45,0,1832.471,576.944,972
5.349,0.719,3.135,3.854,70,0,1899.456,647.977,972
5.177,0.716,3.129,3.845,67,0,1822.995,594.995,972
5.168,0.743,3.122,3.864,70,0,1828.589,596.403,972
5.174,0.743,3.125,3.868,56,0,1842.263,612.46,972
5.175,0.737,3.13,3.867,57,0,1869.275,598.664,972
5.18,0.743,3.117,3.859,73,0,1877.635,611.027,972
5.258,0.725,3.134,3.86,62,0,1824.134,610.224,972
5.306,0.735,3.143,3.878,59,0,1822.21,581.806,972
5.327,0.736,3.129,3.865,63,0,1787.556,575.295,972
5.203,0.731,3.134,3.865,66,0,1843.972,598.39,972
5.24,0.726,3.132,3.857,53,0,1771.798,576.732,972
5.211,0.711,3.134,3.845,51,0,1848.782,625.032,972
5.199,0.728,3.146,3.874,68,0,1801.778,566.576,972
5.163,0.739,3.144,3.883,55,0,1816.998,592.449,972
5.263,0.739,3.147,3.886,46,0,1821.964,601.384,972
5.242,0.746,3.147,3.893,48,0,1837.358,578.202,972
5.159,0.763,3.154,3.917,62,0,1767.083,562.847,972
5.217,0.769,3.147,3.917,73,0,1841.908,576.896,972
5.288,0.786,3.144,3.93,69,0,1801.174,582.478,972
5.284,0.795,3.142,3.936,49,0,1757.208,514.63,972
5.216,0.796,3.134,3.931,74,0,1867.908,591.881,972
5.219,0.798,3.123,3.921,38,0,1845.694,593.363,972
5.208,0.789,3.118,3.908,56,0,1748.488,560.284,969
5.256,0.778,3.126,3.904,63,0,1770.135,556.908,972
5.285,0.779,3.13,3.909,58,0,1821.634,571.474,972
5.187,0.79,3.124,3.915,62,0,1790.026,575.129,972
5.161,0.786,3.125,3.911,67,0,1777.036,587.422,972
5.227,0.798,3.136,3.934,51,0,1885.51,640.755,972
5.235,0.797,3.122,3.92,66,0,1798.591,583.255,972
5.248,0.787,3.128,3.915,81,0,1812.689,568.881,972
5.201,0.794,3.13,3.923,72,0,1848.669,589.314,972
5.195,0.8,3.134,3.934,59,0,1818.349,615.38,971
5.236,0.8,3.147,3.947,77,0,1820.48,594.764,971
5.192,0.79,3.145,3.935,69,0,1799.413,604.411,972
5.181,0.796,3.161,3.958,75,0,1857.217,587.336,972
5.192,0.797,3.162,3.959,71,0,1797.428,574.519,972
5.167,0.81,3.159,3.969,63,0,1768.043,556.908,972
5.171,0.78,3.153,3.933,83,0,1809.2,582.659,972
5.235,0.766,3.157,3.923,59,0,1819.584,581.196,972
5.231,0.772,3.154,3.926,64,0,1783.333,553.655,972
5.221,0.782,3.149,3.931,66,0,1757.672,527.179,972
5.194,0.791,3.154,3.945,58,0,1829.139,609.635,972
5.308,0.791,3.151,3.942,62,0,1841.451,601.86,972
5.207,0.773,3.145,3.918,71,0,1795.579,605.247,972
5.241,0.76,3.149,3.909,87,0,1878.083,610.406,972
5.286,0.749,3.15,3.899,68,0,1744.472,574.197,972
5.215,0.767,3.144,3.912,81,0,1752.199,569.109,972
5.223,0.754,3.132,3.886,58,0,1790.045,606.242,972
5.235,0.765,3.129,3.894,50,0,1758.662,581.589,972
5.236,0.768,3.138,3.905,41,0,1759.553,566.314,971
5.246,0.747,3.134,3.881,60,0,1777.066,560.767,972
5.17,0.748,3.128,3.875,61,0,1870.919,640.057,972
5.244,0.734,3.116,3.85,54,0,1784.683,566.846,972
5.209,0.715,3.116,3.831,56,0,1837.258,587.377,968
5.23,0.716,3.113,3.829,69,0,1804.517,571.375,972
5.244,0.711,3.125,3.836,64,0,1838.068,603.22,972
5.253,0.715,3.131,3.846,65,0,1862.625,635.631,972
5.205,0.704,3.154,3.859,85,0,1809.265,581.847,972
5.147,0.696,3.151,3.847,49,0,1816.244,595.549,972
5.236,0.709,3.153,3.861,65,0,1876.818,634.1,972
5.217,0.73,3.155,3.885,69,0,1811.829,592.084,972
5.221,0.703,3.155,3.858,84,0,1842.959,597.044,972
5.281,0.715,3.161,3.876,50,0,1819.33,565.503,971
5.311,0.699,3.156,3.854,64,0,1869.178,611.223,972
5.341,0.698,3.15,3.848,78,0,1827.772,577.952,972
