gpu_usage,net_latency,comput_latency,ete_latency,successful,unsuccessful,energy,hmd_energy,services_on_hmds
5.195,0.048,4.052,4.099,2966,0,2.65,2.47,2789
5.253,0.056,4.003,4.059,77,0,2.68,2.43,2728
5.288,0.058,3.987,4.044,39,0,2.69,2.42,2699
5.319,0.061,3.968,4.029,37,0,2.72,2.44,2674
5.278,0.063,3.956,4.018,32,0,2.76,2.44,2646
5.285,0.065,3.936,4.0,32,0,2.8,2.45,2622
5.336,0.067,3.923,3.99,28,0,2.76,2.41,2602
5.271,0.068,3.902,3.97,53,0,2.87,2.45,2565
5.326,0.065,3.893,3.958,21,0,2.86,2.43,2550
5.317,0.07,3.878,3.948,34,0,2.9,2.45,2522
5.32,0.069,3.858,3.927,72,0,2.98,2.46,2474
5.301,0.072,3.834,3.905,49,0,2.96,2.41,2435
5.297,0.079,3.79,3.869,63,0,3.03,2.4,2374
5.233,0.081,3.766,3.847,39,0,3.09,2.4,2343
5.302,0.087,3.747,3.834,40,0,3.16,2.45,2313
5.306,0.09,3.718,3.808,54,0,3.23,2.42,2265
5.264,0.087,3.706,3.793,46,0,3.27,2.44,2237
5.189,0.091,3.688,3.779,48,0,3.31,2.41,2201
5.265,0.096,3.661,3.756,66,0,3.37,2.43,2163
5.224,0.101,3.638,3.74,34,0,3.36,2.41,2133
5.302,0.102,3.635,3.737,40,0,3.4,2.4,2127
5.297,0.107,3.608,3.715,36,0,3.5,2.44,2094
5.264,0.112,3.591,3.703,36,0,3.54,2.42,2072
5.239,0.114,3.569,3.683,57,0,3.54,2.36,2035
5.255,0.114,3.563,3.677,38,0,3.62,2.46,2027
5.192,0.117,3.553,3.67,30,0,3.59,2.4,2015
5.133,0.121,3.544,3.665,45,0,3.63,2.43,1996
5.098,0.119,3.541,3.66,48,0,3.67,2.43,1976
5.111,0.126,3.525,3.651,41,0,3.77,2.46,1953
5.276,0.128,3.507,3.636,59,0,3.78,2.42,1922
5.228,0.127,3.501,3.629,36,0,3.79,2.42,1908
5.263,0.129,3.487,3.615,33,0,3.86,2.41,1887
5.317,0.125,3.475,3.6,75,0,3.97,2.47,1860
5.224,0.132,3.459,3.591,54,0,4.01,2.47,1834
5.168,0.134,3.448,3.581,41,0,4.05,2.45,1801
5.225,0.138,3.436,3.574,64,0,4.08,2.39,1771
5.228,0.139,3.427,3.566,43,0,4.11,2.39,1756
5.171,0.138,3.435,3.574,35,0,4.16,2.44,1757
5.233,0.138,3.444,3.583,60,0,4.16,2.44,1760
5.192,0.136,3.439,3.575,28,0,4.18,2.45,1749
5.267,0.136,3.437,3.573,44,0,4.25,2.45,1737
5.226,0.137,3.426,3.563,51,0,4.2,2.41,1724
5.21,0.13,3.443,3.574,61,0,4.18,2.42,1743
5.274,0.135,3.431,3.565,37,0,4.32,2.47,1728
5.239,0.138,3.419,3.557,46,0,4.27,2.43,1716
5.236,0.141,3.42,3.56,50,0,4.26,2.47,1716
5.228,0.141,3.423,3.564,69,0,4.29,2.46,1709
5.372,0.137,3.433,3.57,48,0,4.25,2.46,1724
5.271,0.141,3.428,3.569,54,0,4.21,2.37,1712
5.296,0.145,3.42,3.566,72,0,4.25,2.45,1717
5.307,0.141,3.441,3.582,64,0,4.22,2.4,1742
5.332,0.142,3.446,3.588,47,0,4.18,2.43,1748
5.354,0.141,3.451,3.592,39,0,4.16,2.44,1760
5.308,0.141,3.451,3.592,51,0,4.11,2.43,1767
5.369,0.136,3.469,3.605,52,0,4.06,2.41,1786
5.248,0.136,3.468,3.604,55,0,4.08,2.41,1783
5.272,0.132,3.48,3.612,65,0,4.01,2.43,1808
5.264,0.131,3.484,3.615,38,0,4.04,2.45,1819
5.156,0.128,3.482,3.61,51,0,3.93,2.43,1830
5.176,0.131,3.472,3.603,78,0,3.98,2.44,1830
5.251,0.131,3.473,3.604,57,0,3.98,2.45,1827
5.184,0.131,3.468,3.599,45,0,4.02,2.46,1838
5.172,0.134,3.475,3.609,54,0,3.94,2.46,1852
5.196,0.134,3.47,3.605,48,0,3.92,2.45,1852
5.207,0.134,3.477,3.611,69,0,3.89,2.43,1861
5.187,0.134,3.473,3.607,40,0,3.98,2.46,1853
5.204,0.136,3.466,3.602,26,0,3.99,2.46,1835
5.217,0.136,3.467,3.603,33,0,3.89,2.4,1846
5.237,0.138,3.461,3.599,39,0,3.96,2.39,1835
5.11,0.138,3.459,3.597,33,0,3.92,2.42,1842
5.199,0.138,3.465,3.604,41,0,3.94,2.44,1843
5.288,0.137,3.467,3.603,33,0,3.92,2.4,1848
5.315,0.137,3.465,3.602,36,0,3.91,2.41,1846
5.309,0.132,3.485,3.617,45,0,3.83,2.37,1877
5.321,0.131,3.5,3.63,45,0,3.82,2.44,1902
5.248,0.13,3.501,3.631,32,0,3.82,2.4,1906
5.293,0.128,3.497,3.624,52,0,3.83,2.41,1894
5.215,0.128,3.495,3.624,68,0,3.87,2.43,1896
5.268,0.13,3.497,3.627,51,0,3.75,2.36,1891
5.297,0.127,3.505,3.632,65,0,3.86,2.47,1904
5.281,0.125,3.502,3.628,48,0,3.85,2.43,1899
5.338,0.126,3.492,3.618,44,0,3.88,2.43,1889
5.261,0.126,3.495,3.621,40,0,3.87,2.41,1895
5.266,0.126,3.496,3.622,27,0,3.87,2.44,1896
5.298,0.123,3.496,3.619,57,0,3.86,2.41,1887
5.291,0.12,3.516,3.635,72,0,3.83,2.43,1895
5.324,0.121,3.521,3.642,61,0,3.81,2.4,1898
5.418,0.116,3.532,3.649,58,0,3.86,2.46,1907
5.425,0.12,3.516,3.636,74,0,3.81,2.42,1897
5.374,0.121,3.517,3.637,57,0,3.87,2.44,1888
5.432,0.121,3.511,3.632,51,0,3.89,2.44,1875
5.356,0.118,3.524,3.641,42,0,3.84,2.44,1897
5.268,0.121,3.518,3.639,57,0,3.83,2.42,1894
5.397,0.122,3.517,3.639,41,0,3.91,2.49,1885
5.334,0.124,3.507,3.631,60,0,3.97,2.47,1873
5.315,0.12,3.511,3.631,42,0,3.86,2.42,1887
5.244,0.124,3.5,3.624,49,0,3.92,2.44,1876
5.223,0.129,3.485,3.614,41,0,3.92,2.45,1860
5.3,0.131,3.485,3.616,51,0,3.9,2.44,1859
5.231,0.135,3.47,3.605,43,0,3.91,2.4,1848
5.274,0.134,3.467,3.601,24,0,4.01,2.44,1834
5.195,0.134,3.47,3.604,36,0,3.97,2.45,1836
5.238,0.134,3.478,3.611,46,0,3.93,2.39,1844
5.175,0.13,3.485,3.614,45,0,3.93,2.42,1849
5.154,0.13,3.487,3.617,45,0,3.92,2.45,1860
5.234,0.129,3.5,3.629,59,0,3.87,2.41,1871
5.122,0.126,3.507,3.633,61,0,3.92,2.45,1872
5.165,0.125,3.513,3.637,34,0,3.83,2.43,1888
5.213,0.125,3.504,3.63,69,0,3.88,2.43,1882
5.225,0.122,3.517,3.639,39,0,3.87,2.44,1895
5.279,0.123,3.5,3.623,45,0,3.85,2.39,1880
5.267,0.118,3.509,3.627,60,0,3.88,2.46,1884
5.305,0.117,3.515,3.631,41,0,3.88,2.45,1889
5.264,0.121,3.5,3.621,30,0,3.93,2.46,1872
5.221,0.118,3.51,3.628,44,0,3.89,2.46,1884
5.202,0.118,3.502,3.619,45,0,3.88,2.42,1875
5.319,0.12,3.51,3.63,51,0,3.88,2.42,1889
5.28,0.118,3.508,3.625,69,0,3.89,2.43,1877
5.23,0.116,3.509,3.625,64,0,3.84,2.39,1873
5.243,0.116,3.512,3.628,48,0,3.87,2.44,1873
5.311,0.122,3.506,3.628,42,0,3.95,2.48,1873
5.294,0.122,3.502,3.624,42,0,3.84,2.37,1867
5.241,0.123,3.488,3.611,42,0,3.9,2.4,1853
5.276,0.12,3.483,3.603,42,0,3.94,2.41,1847
5.281,0.123,3.471,3.594,35,0,4.01,2.49,1838
5.269,0.124,3.454,3.578,51,0,3.94,2.38,1823
5.231,0.126,3.442,3.568,42,0,4.04,2.4,1795
5.209,0.128,3.431,3.559,48,0,4.13,2.46,1775
5.218,0.131,3.431,3.562,45,0,4.11,2.43,1768
5.188,0.132,3.419,3.551,61,0,4.15,2.39,1737
5.197,0.13,3.442,3.572,63,0,4.16,2.45,1764
5.254,0.127,3.441,3.567,51,0,4.12,2.44,1771
5.265,0.126,3.442,3.567,81,0,4.11,2.45,1786
5.278,0.126,3.438,3.564,61,0,4.1,2.43,1777
5.307,0.126,3.436,3.562,42,0,4.11,2.44,1779
5.289,0.126,3.44,3.566,52,0,4.08,2.43,1787
5.346,0.127,3.437,3.564,51,0,4.07,2.45,1788
5.321,0.126,3.444,3.57,44,0,4.1,2.46,1802
5.345,0.123,3.459,3.582,52,0,3.95,2.39,1814
5.316,0.12,3.457,3.577,38,0,4.04,2.45,1808
5.248,0.125,3.444,3.569,42,0,4.05,2.45,1794
5.266,0.127,3.447,3.574,42,0,4.02,2.42,1794
5.286,0.131,3.437,3.567,36,0,4.08,2.45,1798
5.311,0.137,3.408,3.546,62,0,4.16,2.46,1766
5.284,0.132,3.444,3.576,61,0,4.08,2.43,1799
5.222,0.132,3.439,3.571,32,0,4.06,2.44,1797
5.292,0.13,3.445,3.575,60,0,4.05,2.43,1801
5.214,0.136,3.437,3.573,31,0,4.04,2.43,1796
5.195,0.134,3.435,3.569,42,0,4.07,2.45,1795
5.205,0.139,3.431,3.57,65,0,4.04,2.41,1802
5.179,0.141,3.429,3.57,52,0,4.01,2.43,1792
5.194,0.136,3.447,3.583,47,0,3.99,2.42,1823
5.146,0.133,3.441,3.574,36,0,4.04,2.46,1820
5.194,0.133,3.436,3.569,48,0,3.99,2.44,1818
5.259,0.14,3.423,3.563,39,0,4.05,2.44,1803
5.273,0.142,3.405,3.546,74,0,4.13,2.48,1783
5.305,0.142,3.402,3.543,45,0,4.07,2.41,1786
5.198,0.141,3.413,3.554,48,0,4.03,2.42,1800
5.25,0.143,3.421,3.564,43,0,4.07,2.47,1807
5.292,0.145,3.418,3.564,23,0,4.04,2.41,1812
5.257,0.147,3.407,3.554,67,0,4.01,2.39,1803
5.306,0.146,3.408,3.553,56,0,4.07,2.44,1803
5.259,0.148,3.417,3.565,56,0,4.02,2.41,1807
5.271,0.147,3.429,3.576,54,0,4.04,2.49,1825
5.299,0.148,3.43,3.579,51,0,3.93,2.37,1838
5.297,0.152,3.429,3.581,56,0,3.98,2.43,1846
5.291,0.148,3.44,3.589,45,0,3.88,2.41,1861
5.352,0.148,3.44,3.588,45,0,3.89,2.4,1862
5.273,0.148,3.438,3.586,54,0,3.92,2.42,1860
5.243,0.147,3.431,3.578,54,0,3.94,2.45,1843
5.249,0.145,3.433,3.578,54,0,3.95,2.42,1838
5.294,0.141,3.443,3.584,57,0,3.93,2.43,1851
5.257,0.141,3.453,3.594,44,0,3.97,2.43,1859
5.317,0.14,3.455,3.595,41,0,3.95,2.46,1868
5.242,0.138,3.457,3.595,36,0,3.82,2.41,1872
5.261,0.131,3.46,3.591,49,0,3.92,2.48,1879
5.221,0.129,3.458,3.587,32,0,3.89,2.43,1874
5.192,0.129,3.463,3.592,42,0,3.92,2.44,1880
5.242,0.128,3.464,3.592,59,0,3.9,2.44,1885
5.181,0.13,3.463,3.593,48,0,3.89,2.42,1883
5.214,0.133,3.465,3.598,71,0,3.83,2.41,1884
5.191,0.131,3.466,3.598,42,0,3.86,2.41,1880
5.151,0.135,3.472,3.607,57,0,3.87,2.42,1879
5.223,0.137,3.469,3.606,41,0,3.86,2.4,1870
5.209,0.135,3.47,3.605,63,0,3.92,2.43,1859
