gpu_usage,net_latency,comput_latency,ete_latency,successful,unsuccessful,energy,hmd_energy,services_on_hmds
5.245,2.281,2.96,5.241,2808,0,1801.997,112.941,195
5.314,2.23,2.935,5.165,256,0,1799.416,123.255,195
5.256,2.182,2.943,5.125,157,0,1783.406,107.626,195
5.202,2.148,2.929,5.077,133,0,1818.387,115.799,195
5.269,2.103,2.925,5.028,96,0,1816.904,135.838,195
5.254,2.054,2.931,4.985,128,0,1798.176,131.044,195
5.149,2.03,2.941,4.971,126,0,1786.143,110.225,195
5.242,2.041,2.933,4.973,79,0,1832.7,117.939,195
5.155,2.064,2.92,4.984,96,0,1800.183,125.999,195
5.188,2.048,2.936,4.984,133,0,1827.769,113.093,195
5.19,2.115,2.938,5.054,134,0,1764.709,109.735,195
5.182,2.134,2.936,5.069,146,0,1863.236,125.209,195
5.174,2.111,2.944,5.055,89,0,1864.23,131.852,195
5.21,2.09,2.951,5.041,123,0,1837.086,117.601,195
5.222,2.066,2.955,5.022,141,0,1793.978,110.861,195
5.227,2.082,2.958,5.04,96,0,1829.926,122.566,195
5.238,2.017,2.964,4.981,106,0,1783.569,137.335,195
5.237,1.991,2.965,4.956,143,0,1728.069,108.147,195
5.266,1.982,2.953,4.935,123,0,1828.535,124.903,195
5.218,1.912,2.95,4.861,102,0,1800.504,132.22,195
5.321,1.946,2.935,4.881,85,0,1792.517,120.503,195
5.26,1.887,2.928,4.815,108,0,1828.555,139.015,195
5.271,1.874,2.936,4.81,126,0,1827.889,108.955,195
5.25,1.878,2.941,4.819,114,0,1758.322,100.34,195
5.226,1.85,2.946,4.795,136,0,1850.135,107.458,195
5.235,1.83,2.94,4.77,107,0,1838.479,113.623,194
5.234,1.833,2.948,4.781,119,0,1823.092,126.094,195
5.187,1.838,2.946,4.784,99,0,1810.567,119.449,195
5.242,1.867,2.95,4.817,93,0,1816.662,119.311,195
5.238,1.842,2.966,4.808,127,0,1797.822,115.463,195
5.285,1.824,2.953,4.777,149,0,1737.128,115.169,195
5.168,1.818,2.94,4.758,147,0,1805.709,103.289,195
5.287,1.823,2.94,4.763,75,0,1842.224,117.265,195
5.252,1.823,2.95,4.773,120,0,1754.355,132.492,195
5.206,1.807,2.945,4.753,76,0,1770.868,119.449,195
5.229,1.776,2.929,4.705,115,0,1776.717,114.7,195
5.246,1.808,2.921,4.729,119,0,1798.528,103.426,195
5.299,1.808,2.925,4.733,103,0,1855.14,110.986,195
5.264,1.853,2.945,4.798,156,0,1844.171,127.223,195
5.258,1.983,2.931,4.914,153,0,1815.045,119.053,195
5.241,1.988,2.938,4.925,141,0,1777.559,105.487,195
5.236,1.97,2.947,4.917,134,0,1872.938,129.774,195
5.158,1.975,2.932,4.908,111,0,1717.616,108.221,195
5.198,1.917,2.936,4.854,179,0,1784.145,114.605,195
5.174,1.909,2.937,4.846,120,0,1790.513,113.843,195
5.194,1.942,2.938,4.88,97,0,1778.473,104.905,195
5.202,1.873,2.92,4.793,98,0,1819.707,89.19,195
5.267,1.887,2.919,4.806,106,0,1755.925,117.752,195
5.242,1.886,2.92,4.806,95,0,1804.974,122.442,195
5.258,1.891,2.907,4.798,103,0,1759.397,124.137,195
5.317,1.874,2.913,4.787,113,0,1836.131,116.669,195
5.239,1.899,2.918,4.817,128,0,1771.497,121.572,195
5.23,1.913,2.907,4.82,113,0,1799.995,116.838,195
5.257,1.889,2.905,4.794,93,0,1785.052,115.187,195
5.293,1.878,2.917,4.795,139,0,1832.207,122.838,195
5.294,1.878,2.912,4.789,116,0,1809.832,121.802,195
5.344,1.866,2.923,4.788,135,0,1765.978,122.898,195
5.296,1.81,2.916,4.727,135,0,1745.229,119.724,195
5.309,1.768,2.918,4.685,134,0,1820.604,123.222,195
5.323,1.744,2.912,4.655,116,0,1879.43,118.898,195
5.324,1.739,2.925,4.664,98,0,1896.134,122.291,195
5.367,1.73,2.932,4.662,107,0,1819.121,112.866,195
5.273,1.749,2.927,4.677,133,0,1852.556,103.225,195
5.311,1.734,2.91,4.644,126,0,1852.553,119.357,195
5.248,1.691,2.914,4.605,127,0,1822.97,135.924,194
5.33,1.673,2.902,4.575,132,0,1808.376,102.754,195
5.247,1.666,2.923,4.589,94,0,1832.605,130.521,195
5.208,1.698,2.928,4.626,140,0,1822.703,116.851,195
5.273,1.699,2.93,4.629,102,0,1761.225,106.176,195
5.28,1.714,2.92,4.634,114,0,1848.504,126.675,195
5.396,1.708,2.935,4.643,136,0,1836.289,125.237,195
5.278,1.738,2.933,4.67,108,0,1847.023,119.692,195
5.296,1.73,2.955,4.685,123,0,1857.741,124.351,195
5.301,1.74,2.951,4.691,79,0,1781.798,133.21,195
5.315,1.76,2.95,4.71,131,0,1822.476,121.42,195
5.3,1.784,2.94,4.725,154,0,1810.174,103.243,195
5.284,1.813,2.938,4.751,191,0,1812.507,100.202,195
5.298,1.776,2.943,4.719,180,0,1838.651,111.258,194
5.174,1.741,2.952,4.692,140,0,1812.933,110.193,195
5.231,1.735,2.944,4.679,94,0,1769.049,113.203,195
5.154,1.752,2.937,4.69,126,0,1781.222,117.216,195
5.275,1.756,2.936,4.692,104,0,1896.333,127.847,195
5.312,1.79,2.921,4.711,146,0,1775.751,118.06,195
5.277,1.767,2.926,4.693,111,0,1866.567,120.746,195
