gpu_usage,net_latency,comput_latency,ete_latency,successful,unsuccessful,energy,hmd_energy,services_on_hmds
5.261,1.245,2.957,4.201,76,0,1835.418,354.066,584
5.213,1.251,2.957,4.208,88,0,1872.14,370.776,584
5.201,1.217,2.95,4.166,87,0,1765.19,361.078,584
5.227,1.223,2.95,4.173,70,0,1816.438,364.392,584
5.209,1.228,2.937,4.165,54,0,1873.826,363.014,584
5.213,1.249,2.922,4.171,79,0,1778.337,366.192,584
5.182,1.269,2.929,4.197,93,0,1802.721,361.331,584
5.246,1.269,2.926,4.195,80,0,1747.272,349.026,584
5.166,1.28,2.932,4.212,80,0,1758.823,324.689,584
5.214,1.253,2.917,4.171,103,0,1785.739,340.391,584
5.205,1.249,2.925,4.174,92,0,1813.74,338.85,584
5.204,1.269,2.93,4.199,65,0,1773.124,336.543,584
5.237,1.275,2.934,4.209,86,0,1862.224,369.051,584
5.282,1.295,2.925,4.22,74,0,1809.751,354.082,584
5.286,1.3,2.935,4.236,94,0,1857.298,336.973,584
5.259,1.3,2.94,4.24,113,0,1842.535,365.472,584
5.241,1.298,2.946,4.244,103,0,1814.008,331.386,584
5.305,1.253,2.967,4.22,152,0,1847.223,374.44,584
5.328,1.211,2.963,4.173,87,0,1787.59,354.415,584
5.332,1.205,2.97,4.175,84,0,1830.674,348.128,584
5.277,1.204,2.978,4.182,101,0,1790.047,333.582,584
5.253,1.172,2.978,4.15,73,0,1828.987,353.394,584
5.282,1.206,2.969,4.175,80,0,1841.116,333.952,584
5.25,1.183,2.972,4.155,91,0,1772.473,361.977,584
5.235,1.163,2.981,4.143,83,0,1735.989,300.605,584
5.25,1.128,3.006,4.134,102,0,1811.121,353.896,584
5.306,1.154,2.994,4.148,118,0,1850.54,370.529,584
5.22,1.149,3.002,4.151,71,0,1787.027,368.287,584
5.209,1.154,3.004,4.159,57,0,1779.21,333.385,584
5.296,1.166,3.007,4.173,83,0,1839.852,353.5,584
5.227,1.156,3.009,4.166,67,0,1812.249,365.397,584
5.271,1.146,3.003,4.149,67,0,1862.864,362.452,584
5.286,1.158,3.001,4.159,49,0,1817.764,414.349,584
5.208,1.185,3.009,4.194,62,0,1773.855,353.039,584
5.137,1.212,2.997,4.209,48,0,1854.384,370.331,584
5.224,1.218,3.008,4.226,82,0,1773.279,329.855,584
5.196,1.224,3.007,4.23,68,0,1827.917,354.876,584
5.239,1.225,3.002,4.226,72,0,1760.826,350.492,584
5.211,1.237,3.007,4.244,54,0,1880.862,362.65,584
5.335,1.221,3.01,4.231,74,0,1864.712,361.962,584
5.277,1.238,3.003,4.241,77,0,1807.384,351.207,584
5.211,1.224,2.989,4.213,94,0,1776.803,345.894,584
5.27,1.21,2.997,4.208,77,0,1815.281,352.736,584
5.181,1.239,2.994,4.234,71,0,1827.512,358.555,584
5.233,1.262,2.991,4.253,46,0,1801.031,366.56,584
5.177,1.261,3.0,4.26,76,0,1803.645,348.034,581
5.162,1.246,2.998,4.243,109,0,1753.106,336.518,584
5.158,1.239,3.02,4.259,82,0,1812.095,370.606,584
5.232,1.267,3.015,4.282,64,0,1814.646,397.34,584
5.279,1.272,3.01,4.282,41,0,1897.184,350.491,584
5.274,1.296,2.999,4.296,77,0,1819.539,375.873,584
5.228,1.293,3.005,4.299,80,0,1820.107,359.611,584
5.248,1.307,3.013,4.32,59,0,1762.241,336.38,584
5.309,1.331,3.015,4.346,73,0,1889.246,350.537,584
5.241,1.35,3.011,4.361,59,0,1891.555,353.166,584
5.206,1.333,3.0,4.333,104,0,1758.751,339.339,584
5.22,1.345,2.999,4.344,97,0,1779.206,352.898,582
5.361,1.37,3.003,4.373,86,0,1790.557,358.172,584
5.303,1.461,3.009,4.47,98,0,1785.619,349.5,584
5.394,1.485,3.006,4.492,76,0,1832.458,353.884,584
5.379,1.432,3.021,4.453,102,0,1876.977,352.978,584
5.378,1.439,3.013,4.451,88,0,1799.335,376.762,584
5.338,1.411,3.016,4.426,63,0,1835.788,343.452,584
5.367,1.445,3.005,4.451,94,0,1777.936,351.914,584
5.347,1.469,3.012,4.48,65,0,1894.711,375.17,584
5.296,1.438,3.022,4.461,99,0,1837.283,361.229,584
5.309,1.432,3.022,4.454,74,0,1824.947,341.846,584
5.323,1.425,3.013,4.438,66,0,1801.822,344.1,584
5.396,1.415,3.025,4.439,81,0,1883.32,383.59,584
5.455,1.404,3.027,4.431,49,0,1841.542,358.831,584
5.318,1.362,3.024,4.386,86,0,1797.039,325.55,584
5.327,1.357,3.014,4.371,92,0,1765.079,336.762,584
5.31,1.341,3.019,4.36,83,0,1750.763,346.147,583
5.264,1.338,3.017,4.355,89,0,1844.109,356.174,584
5.358,1.299,3.02,4.32,79,0,1778.128,326.3,584
5.29,1.298,3.018,4.316,68,0,1847.536,361.052,584
5.276,1.305,3.014,4.319,121,0,1824.664,345.494,584
5.218,1.299,3.016,4.315,57,0,1823.593,353.653,584
5.233,1.267,3.024,4.291,103,0,1852.387,347.175,584
5.22,1.293,3.017,4.309,64,0,1880.489,350.916,584
5.221,1.285,3.017,4.302,56,0,1860.253,352.706,584
5.294,1.287,3.02,4.307,88,0,1780.355,343.101,584
5.26,1.299,3.008,4.307,70,0,1846.266,371.574,584
5.256,1.295,2.993,4.288,81,0,1834.611,388.462,584
5.33,1.302,2.995,4.297,45,0,1832.134,379.467,584
5.316,1.289,2.985,4.274,75,0,1854.848,368.102,584
5.325,1.259,2.983,4.242,82,0,1791.278,352.889,584
5.315,1.257,2.997,4.255,86,0,1795.049,340.813,584
5.37,1.269,3.004,4.273,78,0,1794.097,329.321,584
5.334,1.248,2.995,4.244,88,0,1731.151,346.226,584
5.262,1.279,2.991,4.271,71,0,1812.033,368.085,584
5.422,1.243,2.986,4.229,51,0,1783.526,339.858,584
5.395,1.243,2.98,4.223,73,0,1851.845,361.487,584
5.323,1.203,2.988,4.191,82,0,1836.16,371.461,584
5.262,1.182,2.97,4.153,84,0,1796.957,342.182,584
5.287,1.169,2.982,4.151,85,0,1767.709,339.923,584
5.308,1.145,2.986,4.131,73,0,1820.911,325.515,584
5.245,1.127,2.99,4.116,61,0,1728.429,377.072,584
5.215,1.11,2.999,4.11,92,0,1811.451,324.464,584
5.282,1.083,3.003,4.087,89,0,1832.834,367.49,584
5.202,1.093,3.001,4.094,78,0,1760.87,337.481,584
5.296,1.104,2.992,4.095,71,0,1778.826,330.908,584
5.168,1.112,2.99,4.102,54,0,1833.094,366.817,584
