gpu_usage,net_latency,comput_latency,ete_latency,successful,unsuccessful
1.814,0.084,3.443,3.527,15,0
1.81,0.085,3.442,3.527,10,0
1.733,0.086,3.441,3.527,12,0
1.766,0.087,3.428,3.515,15,0
1.733,0.088,3.423,3.51,15,0
1.786,0.087,3.426,3.513,13,0
1.794,0.087,3.431,3.518,12,0
1.698,0.087,3.44,3.526,14,0
1.711,0.087,3.436,3.523,15,0
1.733,0.087,3.44,3.527,12,0
1.756,0.086,3.454,3.54,12,0
1.721,0.087,3.451,3.538,13,0
1.829,0.087,3.447,3.534,13,0
1.75,0.087,3.437,3.524,17,0
1.747,0.087,3.437,3.523,12,0
1.789,0.085,3.452,3.537,16,0
1.739,0.086,3.435,3.522,16,0
1.684,0.087,3.433,3.519,15,0
1.737,0.088,3.419,3.507,13,0
1.73,0.089,3.405,3.493,16,0
1.797,0.089,3.397,3.486,15,0
1.844,0.089,3.388,3.478,16,0
1.799,0.09,3.385,3.474,18,0
1.732,0.088,3.396,3.484,22,0
1.693,0.088,3.391,3.479,18,0
1.777,0.088,3.402,3.49,15,0
1.755,0.087,3.407,3.494,10,0
1.743,0.088,3.397,3.485,18,0
1.792,0.089,3.386,3.475,19,0
1.832,0.088,3.402,3.489,13,0
1.741,0.086,3.421,3.507,11,0
1.742,0.087,3.423,3.509,13,0
1.709,0.087,3.422,3.509,14,0
1.802,0.087,3.425,3.512,12,0
1.719,0.086,3.429,3.515,12,0
1.731,0.085,3.438,3.523,9,0
1.806,0.085,3.438,3.523,10,0
1.773,0.086,3.437,3.523,16,0
1.771,0.086,3.444,3.53,12,0
1.757,0.085,3.451,3.536,15,0
1.747,0.085,3.453,3.538,11,0
1.794,0.086,3.452,3.538,12,0
1.751,0.087,3.449,3.535,15,0
1.741,0.085,3.453,3.538,15,0
1.741,0.085,3.455,3.539,12,0
1.751,0.086,3.44,3.527,17,0
1.771,0.087,3.437,3.524,9,0
1.693,0.086,3.446,3.532,12,0
1.753,0.086,3.445,3.531,6,0
1.805,0.086,3.445,3.531,10,0
1.8,0.087,3.442,3.528,12,0
1.804,0.087,3.433,3.52,18,0
1.757,0.089,3.423,3.512,15,0
1.771,0.089,3.426,3.515,16,0
1.787,0.089,3.426,3.515,16,0
1.778,0.088,3.448,3.536,20,0
1.745,0.089,3.433,3.522,22,0
1.725,0.089,3.445,3.534,11,0
1.688,0.09,3.432,3.522,12,0
1.792,0.09,3.434,3.524,13,0
1.774,0.09,3.431,3.521,18,0
1.727,0.089,3.447,3.537,15,0
1.735,0.089,3.454,3.543,18,0
1.758,0.088,3.463,3.551,9,0
1.735,0.088,3.466,3.553,14,0
1.751,0.089,3.462,3.55,13,0
1.729,0.088,3.463,3.551,18,0
1.716,0.088,3.463,3.552,11,0
1.707,0.088,3.466,3.554,17,0
1.72,0.089,3.458,3.547,16,0
1.702,0.088,3.463,3.55,14,0
1.762,0.089,3.449,3.538,9,0
1.881,0.09,3.442,3.532,11,0
1.793,0.092,3.43,3.522,17,0
1.743,0.092,3.434,3.526,15,0
1.712,0.091,3.429,3.52,18,0
1.737,0.092,3.42,3.511,12,0
1.76,0.09,3.436,3.526,13,0
1.695,0.091,3.436,3.527,18,0
1.745,0.09,3.447,3.536,22,0
1.733,0.09,3.44,3.53,17,0
1.776,0.09,3.436,3.526,14,0
1.684,0.091,3.421,3.512,16,0
1.751,0.089,3.442,3.532,17,0
1.717,0.09,3.434,3.524,17,0
1.779,0.09,3.435,3.525,14,0
1.782,0.089,3.437,3.526,13,0
1.768,0.089,3.438,3.527,19,0
1.735,0.09,3.427,3.517,18,0
1.74,0.09,3.429,3.518,19,0
1.81,0.09,3.421,3.511,13,0
1.792,0.091,3.411,3.502,18,0
1.782,0.091,3.412,3.503,13,0
1.753,0.092,3.392,3.483,20,0
1.757,0.093,3.376,3.469,13,0
1.72,0.094,3.373,3.467,16,0
1.732,0.094,3.374,3.467,8,0
1.725,0.093,3.382,3.475,10,0
1.747,0.094,3.369,3.463,16,0
1.763,0.094,3.374,3.468,9,0
1.776,0.095,3.372,3.467,25,0
1.743,0.093,3.384,3.478,16,0
1.792,0.094,3.377,3.471,16,0
1.777,0.094,3.372,3.466,16,0
1.764,0.094,3.383,3.476,20,0
1.754,0.093,3.386,3.479,12,0
1.745,0.093,3.391,3.484,15,0
1.736,0.093,3.393,3.485,15,0
1.777,0.092,3.397,3.489,16,0
1.753,0.091,3.403,3.494,18,0
1.694,0.091,3.406,3.497,14,0
1.766,0.089,3.422,3.511,19,0
1.718,0.09,3.42,3.51,16,0
1.682,0.09,3.415,3.506,18,0
1.812,0.09,3.41,3.501,14,0
1.693,0.091,3.403,3.494,14,0
1.765,0.091,3.416,3.506,10,0
1.763,0.092,3.412,3.504,14,0
1.68,0.091,3.415,3.506,12,0
1.713,0.092,3.408,3.5,12,0
1.704,0.092,3.414,3.505,17,0
1.751,0.092,3.405,3.497,12,0
1.708,0.092,3.421,3.512,11,0
1.78,0.091,3.428,3.519,17,0
1.783,0.091,3.427,3.518,11,0
1.739,0.091,3.425,3.516,15,0
1.783,0.091,3.437,3.528,12,0
1.709,0.092,3.431,3.523,10,0
1.752,0.093,3.42,3.514,11,0
1.785,0.093,3.422,3.515,16,0
1.767,0.092,3.427,3.519,12,0
1.803,0.093,3.415,3.508,12,0
1.731,0.094,3.411,3.505,8,0
1.733,0.093,3.425,3.518,18,0
1.723,0.093,3.43,3.523,11,0
1.753,0.095,3.42,3.515,15,0
1.734,0.095,3.418,3.513,15,0
1.724,0.094,3.423,3.516,21,0
1.722,0.092,3.431,3.523,17,0
1.783,0.091,3.437,3.528,16,0
1.725,0.09,3.45,3.54,14,0
1.754,0.09,3.458,3.548,14,0
1.74,0.089,3.464,3.553,11,0
1.748,0.089,3.458,3.548,12,0
1.782,0.089,3.457,3.545,14,0
1.717,0.089,3.456,3.545,11,0
1.746,0.088,3.464,3.552,9,0
1.813,0.087,3.472,3.559,11,0
1.778,0.086,3.486,3.571,27,0
1.754,0.086,3.479,3.565,14,0
1.684,0.085,3.485,3.57,12,0
1.749,0.085,3.484,3.569,19,0
1.753,0.084,3.49,3.574,20,0
1.773,0.085,3.479,3.564,20,0
1.728,0.084,3.487,3.571,13,0
1.779,0.083,3.494,3.577,21,0
1.73,0.082,3.493,3.576,14,0
1.792,0.081,3.506,3.587,14,0
1.753,0.081,3.508,3.589,14,0
1.718,0.081,3.506,3.587,15,0
1.747,0.081,3.502,3.583,16,0
1.738,0.082,3.495,3.577,10,0
1.773,0.083,3.49,3.572,12,0
1.784,0.083,3.481,3.564,16,0
1.742,0.083,3.475,3.558,12,0
1.733,0.084,3.471,3.555,17,0
1.71,0.085,3.469,3.554,17,0
1.72,0.084,3.472,3.556,18,0
1.728,0.085,3.462,3.547,17,0
1.757,0.084,3.467,3.55,18,0
1.79,0.084,3.462,3.546,18,0
1.758,0.085,3.457,3.542,18,0
1.707,0.083,3.465,3.549,14,0
1.769,0.083,3.47,3.553,13,0
1.767,0.083,3.477,3.56,17,0
1.728,0.083,3.475,3.558,6,0
1.798,0.084,3.467,3.551,11,0
1.776,0.083,3.465,3.549,20,0
1.752,0.084,3.462,3.546,17,0
1.758,0.085,3.457,3.543,8,0
1.798,0.085,3.458,3.544,12,0
1.723,0.087,3.446,3.533,14,0
1.775,0.088,3.438,3.526,17,0
1.724,0.089,3.443,3.532,13,0
1.795,0.088,3.458,3.545,11,0
1.748,0.088,3.46,3.548,12,0
1.741,0.089,3.463,3.551,18,0
1.776,0.089,3.459,3.548,18,0
1.785,0.089,3.459,3.548,11,0
1.715,0.089,3.459,3.548,13,0
1.683,0.088,3.46,3.549,14,0
1.761,0.089,3.446,3.535,21,0
1.742,0.089,3.45,3.54,13,0
1.706,0.089,3.45,3.539,16,0
1.746,0.089,3.44,3.529,17,0
1.741,0.089,3.438,3.527,12,0
1.699,0.09,3.427,3.517,9,0
1.724,0.09,3.437,3.527,17,0
1.718,0.089,3.437,3.527,6,0
1.79,0.089,3.446,3.534,10,0
1.71,0.089,3.436,3.525,17,0
1.723,0.088,3.444,3.532,21,0
1.678,0.088,3.451,3.539,14,0
1.761,0.088,3.456,3.544,14,0
1.775,0.088,3.456,3.544,17,0
1.793,0.089,3.453,3.541,16,0
1.739,0.088,3.456,3.544,19,0
1.732,0.089,3.446,3.535,17,0
1.776,0.088,3.454,3.542,12,0
1.753,0.088,3.45,3.538,16,0
1.793,0.088,3.454,3.542,12,0
1.77,0.086,3.466,3.552,10,0
1.753,0.087,3.457,3.544,18,0
1.699,0.088,3.448,3.536,14,0
1.736,0.087,3.447,3.535,16,0
1.799,0.087,3.441,3.528,19,0
1.785,0.087,3.428,3.515,11,0
1.756,0.087,3.432,3.519,13,0
1.697,0.087,3.427,3.514,15,0
1.759,0.087,3.427,3.515,15,0
1.671,0.088,3.421,3.509,10,0
1.733,0.089,3.407,3.496,12,0
1.726,0.089,3.403,3.492,16,0
1.723,0.088,3.408,3.496,8,0
1.759,0.087,3.41,3.497,15,0
1.756,0.088,3.396,3.484,15,0
1.766,0.089,3.393,3.481,20,0
1.746,0.089,3.395,3.484,20,0
1.721,0.09,3.381,3.47,13,0
1.79,0.09,3.393,3.483,16,0
1.78,0.091,3.381,3.472,13,0
1.711,0.093,3.361,3.454,15,0
1.827,0.093,3.359,3.451,9,0
1.779,0.094,3.347,3.441,12,0
1.805,0.094,3.34,3.434,13,0
1.722,0.094,3.346,3.441,16,0
1.727,0.095,3.345,3.439,17,0
1.745,0.095,3.338,3.433,15,0
1.757,0.093,3.358,3.451,22,0
1.742,0.094,3.36,3.454,18,0
1.745,0.093,3.37,3.463,15,0
1.797,0.093,3.364,3.457,15,0
1.766,0.093,3.372,3.466,17,0
1.789,0.093,3.371,3.464,15,0
1.802,0.095,3.35,3.445,18,0
1.749,0.096,3.34,3.436,19,0
1.748,0.095,3.352,3.447,16,0
1.754,0.095,3.356,3.452,11,0
1.805,0.095,3.367,3.463,18,0
1.822,0.095,3.374,3.469,15,0
1.798,0.095,3.374,3.469,18,0
1.738,0.094,3.375,3.469,12,0
1.826,0.094,3.375,3.469,14,0
1.772,0.095,3.369,3.464,19,0
1.7,0.095,3.374,3.469,13,0
1.738,0.094,3.38,3.474,19,0
1.788,0.094,3.387,3.48,12,0
1.793,0.093,3.388,3.481,19,0
1.772,0.092,3.394,3.486,10,0
1.743,0.092,3.394,3.486,6,0
1.72,0.091,3.401,3.492,16,0
1.745,0.09,3.415,3.505,17,0
1.784,0.091,3.409,3.5,17,0
1.695,0.091,3.42,3.51,12,0
1.711,0.092,3.408,3.5,16,0
1.693,0.092,3.413,3.505,15,0
1.755,0.091,3.41,3.502,13,0
1.754,0.091,3.414,3.505,16,0
1.761,0.091,3.419,3.509,10,0
1.744,0.092,3.407,3.499,14,0
1.759,0.091,3.417,3.508,16,0
1.787,0.091,3.423,3.513,12,0
1.751,0.09,3.434,3.524,14,0
1.773,0.089,3.442,3.531,16,0
1.791,0.09,3.43,3.52,16,0
1.79,0.092,3.418,3.51,17,0
1.726,0.091,3.42,3.511,14,0
1.754,0.092,3.416,3.508,15,0
1.771,0.092,3.409,3.501,16,0
1.795,0.091,3.41,3.502,11,0
1.763,0.091,3.415,3.506,9,0
1.76,0.093,3.405,3.498,19,0
1.749,0.092,3.416,3.508,16,0
1.731,0.092,3.415,3.507,17,0
1.729,0.092,3.414,3.506,15,0
1.732,0.093,3.405,3.498,21,0
1.775,0.094,3.387,3.481,13,0
1.777,0.093,3.401,3.494,9,0
1.709,0.093,3.397,3.491,17,0
1.745,0.093,3.398,3.491,10,0
1.736,0.092,3.398,3.49,18,0
1.781,0.093,3.394,3.487,18,0
1.772,0.094,3.38,3.473,8,0
1.761,0.093,3.382,3.475,10,0
1.838,0.093,3.38,3.473,7,0
1.804,0.093,3.386,3.479,16,0
1.755,0.093,3.397,3.49,14,0
1.749,0.093,3.398,3.492,10,0
1.735,0.094,3.4,3.494,16,0
1.784,0.094,3.397,3.491,19,0
1.761,0.095,3.394,3.489,15,0
1.691,0.096,3.392,3.488,13,0
1.747,0.097,3.378,3.475,19,0
1.765,0.097,3.374,3.471,19,0
1.771,0.096,3.38,3.476,17,0
1.741,0.096,3.385,3.481,13,0
1.787,0.096,3.385,3.481,11,0
1.745,0.097,3.38,3.477,10,0
1.702,0.097,3.381,3.478,11,0
1.73,0.097,3.38,3.477,18,0
1.745,0.096,3.387,3.483,11,0
1.69,0.096,3.386,3.482,20,0
1.736,0.097,3.381,3.478,14,0
1.731,0.097,3.39,3.487,17,0
1.697,0.098,3.39,3.487,17,0
1.707,0.097,3.396,3.492,14,0
1.75,0.095,3.402,3.498,14,0
1.774,0.096,3.401,3.497,17,0
1.754,0.094,3.415,3.509,17,0
1.771,0.093,3.427,3.521,16,0
1.756,0.092,3.437,3.529,12,0
1.698,0.092,3.434,3.526,19,0
1.771,0.092,3.426,3.518,13,0
1.774,0.093,3.419,3.512,17,0
1.781,0.093,3.405,3.498,18,0
1.831,0.094,3.39,3.484,18,0
1.707,0.095,3.379,3.474,16,0
1.689,0.095,3.374,3.469,11,0
1.742,0.095,3.381,3.476,25,0
1.778,0.094,3.376,3.47,19,0
1.745,0.095,3.366,3.461,13,0
1.769,0.095,3.366,3.461,13,0
1.759,0.094,3.37,3.464,12,0
1.793,0.094,3.376,3.47,10,0
1.787,0.093,3.381,3.474,13,0
1.718,0.094,3.372,3.466,9,0
1.726,0.095,3.373,3.468,17,0
1.829,0.094,3.38,3.474,17,0
1.766,0.095,3.372,3.467,11,0
1.778,0.095,3.379,3.474,14,0
1.722,0.095,3.379,3.474,25,0
1.677,0.094,3.385,3.479,19,0
1.733,0.093,3.391,3.484,8,0
1.837,0.091,3.4,3.492,13,0
1.784,0.091,3.398,3.489,19,0
1.786,0.091,3.4,3.492,14,0
1.727,0.091,3.405,3.496,6,0
1.742,0.09,3.411,3.502,9,0
1.794,0.091,3.406,3.496,13,0
1.752,0.091,3.401,3.492,15,0
1.806,0.092,3.401,3.492,16,0
1.772,0.091,3.407,3.499,16,0
1.789,0.092,3.402,3.494,14,0
1.801,0.092,3.404,3.496,18,0
1.787,0.092,3.403,3.494,12,0
1.778,0.091,3.411,3.502,15,0
1.756,0.09,3.422,3.512,10,0
1.765,0.089,3.429,3.518,9,0
1.786,0.09,3.42,3.51,21,0
1.8,0.089,3.43,3.519,17,0
1.816,0.088,3.432,3.52,16,0
1.823,0.088,3.438,3.525,18,0
1.764,0.087,3.445,3.532,17,0
1.733,0.088,3.429,3.517,17,0
1.68,0.088,3.433,3.521,12,0
1.759,0.088,3.441,3.529,16,0
1.751,0.088,3.436,3.524,12,0
1.717,0.089,3.429,3.518,11,0
1.72,0.089,3.43,3.52,15,0
1.711,0.089,3.428,3.517,18,0
1.747,0.09,3.42,3.51,12,0
1.683,0.091,3.409,3.5,14,0
1.729,0.09,3.424,3.514,12,0
1.719,0.089,3.424,3.513,15,0
1.719,0.089,3.426,3.516,10,0
1.778,0.09,3.426,3.516,13,0
1.767,0.089,3.432,3.521,13,0
1.798,0.088,3.428,3.516,21,0
1.744,0.088,3.428,3.516,8,0
1.773,0.088,3.422,3.51,20,0
1.722,0.088,3.415,3.503,20,0
1.74,0.087,3.419,3.507,19,0
1.709,0.087,3.424,3.51,10,0
1.728,0.086,3.439,3.525,15,0
1.685,0.086,3.43,3.516,13,0
1.758,0.088,3.426,3.514,17,0
1.759,0.089,3.415,3.504,17,0
1.738,0.089,3.417,3.505,10,0
1.74,0.089,3.413,3.502,12,0
1.773,0.09,3.405,3.495,15,0
1.739,0.089,3.413,3.502,20,0
1.749,0.09,3.411,3.501,13,0
1.766,0.089,3.42,3.509,13,0
1.753,0.089,3.417,3.506,12,0
1.751,0.089,3.416,3.505,12,0
1.748,0.089,3.414,3.503,20,0
1.77,0.09,3.409,3.499,20,0
1.8,0.09,3.408,3.498,15,0
1.751,0.09,3.401,3.491,17,0
1.759,0.088,3.422,3.511,22,0
1.741,0.087,3.43,3.517,17,0
1.751,0.088,3.426,3.514,18,0
1.736,0.087,3.434,3.521,16,0
1.748,0.087,3.436,3.524,8,0
1.727,0.088,3.432,3.52,10,0
1.765,0.088,3.431,3.519,12,0
1.788,0.09,3.416,3.506,18,0
1.771,0.091,3.41,3.501,23,0
1.754,0.09,3.405,3.496,18,0
1.722,0.089,3.413,3.503,18,0
1.766,0.089,3.416,3.504,14,0
1.74,0.089,3.411,3.5,14,0
1.684,0.09,3.403,3.493,17,0
1.734,0.089,3.411,3.5,13,0
1.673,0.089,3.406,3.495,14,0
1.78,0.089,3.406,3.495,15,0
1.755,0.089,3.403,3.493,15,0
1.795,0.09,3.388,3.478,24,0
1.77,0.091,3.383,3.474,18,0
1.73,0.092,3.38,3.472,6,0
1.709,0.091,3.386,3.477,21,0
1.752,0.092,3.366,3.458,15,0
1.823,0.094,3.35,3.444,16,0
1.756,0.093,3.351,3.444,7,0
1.749,0.093,3.352,3.445,13,0
1.714,0.094,3.353,3.446,17,0
1.727,0.094,3.359,3.452,12,0
1.743,0.093,3.364,3.457,11,0
1.759,0.094,3.365,3.459,18,0
1.755,0.092,3.373,3.465,19,0
1.731,0.091,3.376,3.468,15,0
1.748,0.091,3.379,3.47,15,0
1.827,0.09,3.382,3.472,22,0
1.779,0.092,3.363,3.455,15,0
1.756,0.092,3.359,3.451,12,0
1.822,0.091,3.354,3.446,16,0
1.717,0.092,3.349,3.441,12,0
1.75,0.092,3.356,3.448,11,0
1.696,0.091,3.35,3.441,14,0
1.754,0.093,3.329,3.421,11,0
1.741,0.091,3.345,3.436,15,0
1.777,0.092,3.34,3.432,21,0
1.736,0.092,3.336,3.428,19,0
1.759,0.092,3.337,3.428,10,0
1.689,0.091,3.334,3.425,13,0
1.717,0.092,3.324,3.417,18,0
1.75,0.093,3.327,3.42,17,0
1.734,0.093,3.321,3.413,13,0
1.747,0.094,3.319,3.412,12,0
1.753,0.095,3.315,3.41,17,0
1.77,0.095,3.313,3.408,14,0
1.703,0.095,3.316,3.411,14,0
1.778,0.095,3.321,3.416,19,0
1.668,0.095,3.319,3.414,10,0
1.737,0.095,3.318,3.412,16,0
1.843,0.096,3.303,3.399,18,0
1.773,0.096,3.308,3.404,13,0
1.761,0.097,3.309,3.406,21,0
1.793,0.097,3.31,3.406,13,0
1.782,0.097,3.314,3.411,14,0
1.771,0.096,3.325,3.421,20,0
1.75,0.097,3.312,3.409,16,0
1.734,0.098,3.312,3.41,14,0
1.721,0.097,3.326,3.423,14,0
1.789,0.096,3.333,3.429,15,0
1.73,0.096,3.327,3.423,19,0
1.784,0.097,3.319,3.415,17,0
1.753,0.097,3.317,3.415,11,0
1.715,0.099,3.31,3.408,17,0
1.681,0.099,3.302,3.401,13,0
1.765,0.099,3.298,3.397,12,0
1.686,0.099,3.297,3.396,5,0
1.736,0.099,3.3,3.399,9,0
1.755,0.099,3.309,3.407,24,0
1.752,0.099,3.311,3.409,11,0
1.777,0.098,3.319,3.417,17,0
1.769,0.097,3.329,3.427,13,0
1.748,0.097,3.323,3.421,12,0
1.748,0.098,3.318,3.416,11,0
1.731,0.097,3.329,3.426,15,0
1.698,0.097,3.321,3.418,14,0
1.772,0.095,3.34,3.435,18,0
1.712,0.095,3.337,3.432,14,0
1.739,0.095,3.33,3.425,16,0
1.774,0.095,3.324,3.419,17,0
1.746,0.094,3.335,3.429,12,0
1.718,0.094,3.335,3.429,9,0
1.788,0.095,3.332,3.427,14,0
1.754,0.095,3.332,3.427,16,0
1.783,0.094,3.348,3.442,17,0
1.739,0.094,3.349,3.442,16,0
1.733,0.092,3.362,3.454,16,0
1.709,0.092,3.356,3.448,14,0
1.7,0.093,3.338,3.432,14,0
1.727,0.093,3.351,3.443,18,0
1.71,0.093,3.346,3.439,14,0
1.733,0.094,3.345,3.439,15,0
1.755,0.095,3.339,3.433,15,0
1.789,0.096,3.319,3.415,15,0
1.727,0.096,3.314,3.41,19,0
1.782,0.097,3.315,3.411,14,0
1.751,0.097,3.313,3.41,19,0
1.721,0.096,3.323,3.419,12,0
1.678,0.095,3.333,3.428,12,0
1.746,0.096,3.326,3.422,13,0
1.814,0.095,3.336,3.431,13,0
1.77,0.094,3.35,3.444,16,0
1.717,0.093,3.356,3.45,22,0
1.733,0.093,3.355,3.449,9,0
1.736,0.093,3.36,3.453,12,0
1.763,0.093,3.363,3.456,20,0
1.792,0.093,3.37,3.463,9,0
1.752,0.093,3.384,3.477,16,0
1.792,0.091,3.399,3.49,12,0
1.765,0.09,3.403,3.493,9,0
1.746,0.091,3.4,3.49,16,0
1.753,0.09,3.407,3.497,13,0
1.789,0.09,3.406,3.496,17,0
1.773,0.091,3.408,3.499,11,0
1.743,0.09,3.412,3.502,15,0
1.79,0.09,3.42,3.51,16,0
1.738,0.089,3.435,3.523,15,0
1.784,0.089,3.43,3.519,22,0
1.762,0.088,3.436,3.524,14,0
1.707,0.088,3.431,3.519,17,0
1.719,0.089,3.425,3.514,20,0
1.732,0.089,3.422,3.511,12,0
1.74,0.088,3.424,3.513,14,0
1.694,0.088,3.432,3.52,9,0
1.728,0.088,3.431,3.518,14,0
1.754,0.087,3.432,3.519,11,0
1.724,0.086,3.443,3.528,16,0
1.816,0.086,3.446,3.532,18,0
1.839,0.085,3.453,3.538,16,0
1.802,0.086,3.441,3.527,17,0
1.699,0.086,3.449,3.535,14,0
1.79,0.086,3.442,3.528,18,0
1.772,0.086,3.442,3.528,9,0
1.737,0.088,3.423,3.511,19,0
1.848,0.088,3.42,3.508,16,0
1.752,0.089,3.41,3.499,17,0
1.808,0.09,3.4,3.49,23,0
1.769,0.092,3.388,3.48,16,0
1.717,0.09,3.385,3.475,17,0
1.737,0.09,3.389,3.479,12,0
1.72,0.092,3.383,3.475,15,0
1.765,0.093,3.373,3.465,11,0
1.675,0.092,3.379,3.471,13,0
1.658,0.093,3.373,3.466,12,0
1.703,0.093,3.372,3.465,9,0
1.728,0.094,3.365,3.459,12,0
1.776,0.093,3.374,3.467,12,0
1.772,0.093,3.365,3.459,18,0
1.753,0.093,3.366,3.459,17,0
1.686,0.093,3.36,3.453,17,0
1.736,0.094,3.354,3.447,14,0
1.792,0.093,3.364,3.457,14,0
1.747,0.092,3.367,3.458,18,0
1.759,0.092,3.366,3.458,19,0
1.679,0.092,3.369,3.461,14,0
1.79,0.092,3.365,3.457,15,0
1.728,0.092,3.363,3.455,10,0
1.708,0.091,3.371,3.462,14,0
1.745,0.092,3.375,3.467,15,0
1.816,0.093,3.375,3.468,16,0
1.77,0.093,3.368,3.461,16,0
1.785,0.093,3.365,3.458,8,0
1.777,0.092,3.372,3.464,13,0
1.714,0.092,3.367,3.459,22,0
1.737,0.092,3.37,3.462,16,0
1.794,0.092,3.369,3.461,14,0
1.73,0.092,3.374,3.466,16,0
1.756,0.094,3.359,3.452,14,0
1.771,0.094,3.352,3.447,16,0
1.724,0.094,3.348,3.442,9,0
1.791,0.095,3.331,3.426,18,0
1.745,0.095,3.326,3.421,16,0
1.724,0.094,3.333,3.427,14,0
1.785,0.094,3.33,3.424,17,0
1.757,0.094,3.332,3.426,19,0
1.753,0.095,3.322,3.417,12,0
1.732,0.096,3.322,3.418,16,0
1.741,0.097,3.303,3.401,18,0
1.771,0.096,3.317,3.413,17,0
1.753,0.097,3.32,3.417,12,0
1.74,0.098,3.315,3.412,20,0
1.704,0.097,3.317,3.415,14,0
1.753,0.097,3.313,3.41,16,0
1.718,0.096,3.316,3.412,9,0
1.751,0.097,3.314,3.41,8,0
1.706,0.097,3.319,3.416,12,0
1.725,0.097,3.324,3.42,12,0
1.728,0.098,3.31,3.408,14,0
1.76,0.096,3.327,3.423,20,0
1.818,0.097,3.316,3.413,14,0
1.837,0.097,3.317,3.413,23,0
1.782,0.096,3.327,3.423,12,0
1.8,0.096,3.327,3.423,17,0
1.677,0.096,3.325,3.421,9,0
1.732,0.096,3.33,3.426,14,0
1.71,0.096,3.331,3.427,19,0
1.726,0.095,3.338,3.433,15,0
1.787,0.094,3.343,3.437,17,0
1.803,0.094,3.343,3.437,10,0
1.722,0.094,3.352,3.447,11,0
1.745,0.094,3.356,3.45,20,0
1.719,0.095,3.349,3.444,18,0
1.752,0.094,3.354,3.449,21,0
1.739,0.094,3.358,3.452,13,0
1.744,0.094,3.357,3.45,17,0
1.77,0.094,3.353,3.447,12,0
1.766,0.095,3.332,3.426,22,0
1.791,0.093,3.346,3.438,17,0
1.735,0.093,3.35,3.443,14,0
1.767,0.092,3.355,3.446,22,0
1.806,0.091,3.351,3.442,17,0
1.762,0.093,3.347,3.439,18,0
1.739,0.092,3.357,3.449,13,0
1.736,0.092,3.353,3.445,18,0
1.763,0.09,3.367,3.457,16,0
1.711,0.09,3.365,3.454,23,0
1.674,0.09,3.359,3.449,12,0
1.716,0.091,3.354,3.445,15,0
1.752,0.092,3.353,3.444,12,0
1.758,0.093,3.334,3.427,21,0
1.702,0.094,3.332,3.426,19,0
1.687,0.095,3.332,3.427,12,0
1.7,0.094,3.341,3.435,20,0
1.772,0.094,3.343,3.437,12,0
1.781,0.094,3.346,3.44,13,0
1.751,0.095,3.342,3.436,15,0
1.719,0.094,3.359,3.453,14,0
1.715,0.093,3.359,3.452,12,0
1.727,0.095,3.351,3.446,21,0
1.725,0.095,3.348,3.444,17,0
1.736,0.096,3.342,3.438,11,0
1.758,0.095,3.354,3.449,13,0
1.717,0.096,3.349,3.445,15,0
1.823,0.095,3.356,3.451,11,0
1.775,0.095,3.357,3.452,17,0
1.803,0.096,3.356,3.452,19,0
1.798,0.095,3.357,3.452,13,0
1.724,0.096,3.353,3.449,18,0
1.73,0.096,3.349,3.445,10,0
1.689,0.097,3.337,3.435,16,0
1.764,0.097,3.348,3.445,11,0
1.712,0.096,3.347,3.443,12,0
1.742,0.096,3.353,3.449,14,0
1.732,0.097,3.348,3.444,11,0
1.743,0.096,3.358,3.454,21,0
1.751,0.097,3.352,3.448,15,0
1.764,0.097,3.352,3.449,17,0
1.78,0.096,3.359,3.455,18,0
1.689,0.096,3.357,3.453,17,0
1.745,0.096,3.356,3.452,14,0
1.764,0.094,3.371,3.464,14,0
1.762,0.093,3.38,3.474,12,0
1.756,0.094,3.379,3.472,14,0
1.743,0.094,3.379,3.473,17,0
1.701,0.095,3.367,3.462,19,0
1.778,0.094,3.37,3.464,18,0
1.749,0.093,3.377,3.47,14,0
1.792,0.093,3.382,3.474,14,0
1.746,0.092,3.388,3.48,10,0
1.717,0.091,3.394,3.485,15,0
1.711,0.092,3.387,3.479,13,0
1.739,0.092,3.386,3.478,13,0
1.814,0.093,3.363,3.456,15,0
1.757,0.092,3.369,3.461,16,0
1.776,0.091,3.379,3.47,13,0
1.732,0.091,3.38,3.471,18,0
1.743,0.091,3.374,3.466,19,0
1.805,0.091,3.378,3.469,15,0
1.814,0.092,3.372,3.464,16,0
1.691,0.092,3.367,3.459,14,0
1.725,0.092,3.368,3.459,17,0
1.78,0.091,3.367,3.459,23,0
1.733,0.092,3.362,3.455,12,0
1.775,0.092,3.367,3.459,32,0
1.725,0.092,3.367,3.459,15,0
1.812,0.092,3.366,3.459,10,0
1.754,0.09,3.383,3.473,17,0
1.741,0.091,3.381,3.472,17,0
1.785,0.091,3.381,3.472,10,0
1.669,0.09,3.385,3.475,17,0
1.713,0.092,3.372,3.464,12,0
1.747,0.091,3.376,3.467,14,0
1.727,0.093,3.362,3.455,17,0
1.727,0.092,3.37,3.462,14,0
1.692,0.092,3.373,3.465,11,0
1.773,0.091,3.377,3.469,6,0
1.82,0.091,3.387,3.479,12,0
1.775,0.09,3.395,3.485,17,0
1.722,0.089,3.405,3.494,21,0
1.777,0.089,3.404,3.493,15,0
1.795,0.09,3.398,3.488,14,0
1.761,0.088,3.421,3.51,18,0
1.822,0.088,3.424,3.512,10,0
