gpu_usage,net_latency,comput_latency,ete_latency,successful,unsuccessful,energy,hmd_energy,services_on_hmds
5.2,1.66,3.004,4.664,2916,0,1767.06,241.136,389
5.321,1.592,3.015,4.607,193,0,1836.328,231.408,389
5.327,1.565,3.012,4.576,132,0,1903.435,259.528,389
5.337,1.518,3.023,4.541,117,0,1908.957,231.868,389
5.318,1.53,3.015,4.545,89,0,1895.459,279.459,389
5.252,1.511,3.017,4.528,69,0,1782.034,224.904,389
5.284,1.49,3.015,4.505,56,0,1839.859,243.259,389
5.339,1.489,3.028,4.517,87,0,1787.825,233.488,389
5.292,1.484,3.019,4.503,107,0,1815.532,224.613,389
5.402,1.482,3.024,4.507,85,0,1845.794,241.581,389
5.371,1.475,3.038,4.512,95,0,1812.224,233.884,389
5.288,1.473,3.033,4.506,97,0,1849.78,235.517,389
5.31,1.48,3.029,4.51,112,0,1805.774,205.977,389
5.276,1.476,3.02,4.497,89,0,1813.424,219.876,389
5.256,1.5,3.007,4.506,91,0,1829.95,238.389,389
5.203,1.529,3.0,4.529,99,0,1843.333,230.569,389
5.251,1.552,2.985,4.537,90,0,1823.892,231.856,389
5.209,1.594,2.965,4.559,76,0,1825.136,247.936,389
5.218,1.582,2.974,4.555,83,0,1818.835,237.64,389
5.278,1.563,2.975,4.538,105,0,1796.202,216.299,388
5.305,1.554,2.96,4.514,82,0,1733.203,221.603,389
5.281,1.553,2.967,4.52,79,0,1901.23,251.987,389
5.269,1.542,2.971,4.513,77,0,1792.074,245.892,389
5.195,1.568,2.97,4.538,83,0,1877.524,220.107,389
5.145,1.582,2.959,4.541,98,0,1832.78,223.636,389
5.19,1.55,2.959,4.509,93,0,1846.042,242.422,389
5.196,1.551,2.954,4.505,73,0,1805.905,234.77,389
5.153,1.552,2.955,4.508,100,0,1860.158,235.838,389
5.174,1.532,2.978,4.51,103,0,1843.106,233.317,389
5.219,1.528,2.974,4.502,98,0,1792.746,227.864,389
5.174,1.49,2.97,4.46,91,0,1800.702,256.398,389
5.16,1.493,2.967,4.46,82,0,1874.725,246.649,388
5.155,1.492,2.974,4.466,75,0,1826.801,273.032,389
5.178,1.484,2.99,4.474,95,0,1879.868,251.735,389
5.137,1.438,2.986,4.424,110,0,1782.064,221.955,389
5.174,1.438,2.976,4.415,98,0,1843.299,204.204,389
5.2,1.46,2.983,4.444,98,0,1821.93,236.339,389
5.22,1.458,2.982,4.44,88,0,1870.274,225.727,389
5.193,1.466,2.982,4.448,83,0,1825.092,235.549,389
5.215,1.507,2.98,4.487,63,0,1792.303,226.183,389
5.127,1.512,2.967,4.479,109,0,1838.714,230.202,389
5.224,1.5,2.982,4.482,104,0,1862.349,248.745,389
5.206,1.502,2.978,4.48,100,0,1825.615,225.179,389
5.239,1.483,2.982,4.466,97,0,1741.2,222.565,389
5.164,1.444,2.977,4.421,110,0,1740.079,220.812,389
5.262,1.471,2.969,4.44,88,0,1838.95,222.212,389
