gpu_usage,net_latency,comput_latency,ete_latency,successful,unsuccessful,energy,hmd_energy,services_on_hmds
5.22,2.313,3.301,5.614,15,20,2.65,0,0
4.62,2.414,3.292,5.706,30,15,2.62,0,0
5.2,2.381,3.318,5.699,25,15,2.61,0,0
5.2,2.996,3.304,6.3,24,17,2.58,0,0
4.89,2.753,3.247,6.0,23,15,2.59,0,0
4.88,3.014,3.172,6.186,25,21,2.63,0,0
4.94,2.536,3.172,5.708,25,10,2.66,0,0
4.71,2.024,3.187,5.212,35,11,2.72,0,0
4.96,1.958,3.183,5.14,28,8,2.77,0,0
5.17,2.15,3.211,5.362,26,13,2.77,0,0
4.87,2.115,3.192,5.307,22,10,2.77,0,0
4.97,2.167,3.22,5.387,26,14,2.74,0,0
5.08,2.465,3.171,5.636,31,17,2.75,0,0
5.28,2.088,3.136,5.224,47,5,2.8,0,0
5.09,2.091,3.186,5.278,30,7,2.8,0,0
5.06,2.178,3.256,5.433,26,13,2.7,0,0
5.02,1.869,3.246,5.115,18,10,2.75,0,0
5.12,2.256,3.228,5.484,18,20,2.69,0,0
5.38,1.922,3.245,5.167,32,13,2.68,0,0
5.16,1.783,3.214,4.997,26,10,2.71,0,0
5.45,1.807,3.22,5.027,25,11,2.7,0,0
5.61,1.683,3.339,5.022,32,7,2.64,0,0
5.35,1.993,3.332,5.326,26,16,2.65,0,0
5.3,1.791,3.364,5.155,30,4,2.66,0,0
5.43,1.647,3.37,5.017,30,15,2.68,0,0
5.09,1.44,3.239,4.679,59,7,2.82,0,0
4.94,1.578,3.195,4.772,21,11,2.81,0,0
4.78,1.715,3.228,4.944,24,10,2.75,0,0
4.93,1.275,3.238,4.513,41,3,2.82,0,0
4.92,1.45,3.231,4.681,15,9,2.79,0,0
4.99,1.189,3.221,4.409,16,6,2.79,0,0
5.51,1.066,3.163,4.23,20,7,2.89,0,0
5.29,1.073,3.151,4.225,36,7,2.93,0,0
5.15,0.898,3.224,4.122,33,8,2.9,0,0
4.92,0.997,3.277,4.273,48,8,2.78,0,0
5.11,1.145,3.244,4.39,22,12,2.8,0,0
5.4,1.101,3.202,4.304,16,4,2.82,0,0
5.49,1.155,3.15,4.304,36,6,2.81,0,0
5.56,1.114,3.217,4.331,18,2,2.77,0,0
5.61,1.733,3.23,4.964,28,16,2.73,0,0
5.2,1.938,3.244,5.182,27,6,2.67,0,0
5.17,1.842,3.274,5.116,24,2,2.65,0,0
5.15,2.086,3.305,5.391,20,10,2.54,0,0
5.21,1.986,3.247,5.233,32,4,2.58,0,0
5.26,2.554,3.214,5.768,19,21,2.58,0,0
5.05,2.609,3.194,5.803,18,19,2.6,0,0
5.32,2.581,3.164,5.745,32,15,2.62,0,0
4.98,2.616,3.28,5.896,35,16,2.51,0,0
5.18,2.719,3.224,5.943,13,17,2.53,0,0
4.92,2.657,3.311,5.967,24,14,2.46,0,0
5.11,2.507,3.351,5.858,36,8,2.45,0,0
5.01,2.414,3.278,5.692,32,16,2.49,0,0
5.13,2.55,3.286,5.836,21,16,2.48,0,0
5.26,2.378,3.332,5.71,15,18,2.45,0,0
5.13,2.498,3.357,5.855,29,21,2.4,0,0
5.04,3.012,3.411,6.423,23,17,2.42,0,0
5.44,2.967,3.386,6.353,33,14,2.43,0,0
5.14,2.934,3.454,6.389,31,11,2.37,0,0
5.25,3.21,3.402,6.612,38,18,2.42,0,0
5.03,3.414,3.356,6.77,39,12,2.57,0,0
5.18,3.611,3.364,6.975,17,15,2.6,0,0
4.97,3.508,3.352,6.86,9,10,2.63,0,0
4.8,3.502,3.258,6.759,40,24,2.63,0,0
5.0,3.086,3.23,6.316,31,14,2.63,0,0
5.35,3.1,3.256,6.355,25,18,2.57,0,0
5.05,2.809,3.201,6.011,30,13,2.56,0,0
5.43,2.58,3.218,5.798,29,6,2.58,0,0
5.36,2.777,3.226,6.003,24,14,2.58,0,0
5.15,2.672,3.274,5.946,39,8,2.53,0,0
5.14,1.96,3.301,5.261,39,2,2.59,0,0
5.45,2.208,3.283,5.491,17,14,2.57,0,0
5.65,2.386,3.28,5.666,35,8,2.63,0,0
5.26,2.249,3.293,5.542,26,5,2.66,0,0
4.85,2.414,3.281,5.696,23,14,2.67,0,0
5.2,2.925,3.311,6.235,36,16,2.69,0,0
5.04,2.723,3.331,6.054,31,6,2.7,0,0
5.24,2.228,3.315,5.543,23,4,2.76,0,0
5.08,2.351,3.335,5.685,24,9,2.76,0,0
5.36,2.327,3.253,5.58,33,6,2.83,0,0
5.19,2.922,3.279,6.202,33,16,2.72,0,0
5.14,2.725,3.218,5.942,12,11,2.76,0,0
5.31,2.999,3.185,6.184,13,9,2.79,0,0
5.37,2.717,3.124,5.841,30,12,2.8,0,0
5.42,2.989,3.114,6.102,27,8,2.75,0,0
5.21,2.439,3.137,5.576,56,16,2.73,0,0
5.01,1.872,3.098,4.971,34,6,2.79,0,0
5.15,1.912,3.093,5.005,39,13,2.73,0,0
4.91,1.868,3.056,4.924,12,7,2.74,0,0
4.94,2.311,3.093,5.404,27,19,2.69,0,0
4.93,1.901,3.09,4.991,29,5,2.73,0,0
4.74,1.675,3.059,4.734,48,10,2.78,0,0
5.2,1.977,3.015,4.992,8,12,2.78,0,0
5.23,1.783,2.99,4.773,54,8,2.82,0,0
5.29,1.772,2.994,4.766,16,13,2.78,0,0
5.28,2.057,2.988,5.045,17,13,2.73,0,0
5.31,2.128,3.115,5.243,28,6,2.68,0,0
5.33,2.249,3.161,5.411,16,11,2.62,0,0
5.37,2.172,3.246,5.418,22,12,2.58,0,0
5.31,2.314,3.128,5.441,43,9,2.69,0,0
