gpu_usage,net_latency,comput_latency,ete_latency,successful,unsuccessful,energy,hmd_energy,services_on_hmds,exec,8k,4k,1440p,1080p
16.69,1.087,3.063,4.324,191,253,2.35,0,0,0.55,212,290,191,307
16.81,1.146,3.081,4.402,52,167,2.4,0,0,0.17,240,254,145,361
16.57,1.152,3.105,4.433,19,116,2.45,0,0,0.09,266,226,118,390
16.59,1.39,3.111,4.675,30,141,2.4,0,0,0.12,250,201,114,435
16.18,1.435,3.111,4.724,11,113,2.36,0,0,0.07,238,189,114,459
15.93,1.442,3.121,4.742,11,111,2.32,0,0,0.09,220,197,120,463
15.81,1.449,3.117,4.745,9,95,2.32,0,0,0.02,222,199,120,459
16.15,1.528,3.11,4.82,35,178,2.32,0,0,0.16,217,224,113,446
15.95,1.651,3.124,4.958,23,155,2.29,0,0,0.08,204,219,119,458
16.15,1.711,3.141,5.031,37,116,2.25,0,0,0.12,191,208,119,482
16.48,1.7,3.125,5.003,37,121,2.28,0,0,0.1,204,201,109,486
16.04,1.63,3.156,4.962,43,150,2.28,0,0,0.13,205,212,106,477
15.7,1.629,3.191,4.999,29,124,2.26,0,0,0.08,195,209,101,495
15.67,1.571,3.185,4.936,20,119,2.25,0,0,0.08,191,212,110,487
16.35,1.558,3.208,4.942,41,136,2.2,0,0,0.13,171,219,128,482
15.99,1.578,3.226,4.981,23,156,2.16,0,0,0.1,160,199,135,506
15.95,1.558,3.279,5.013,47,163,2.09,0,0,0.18,136,186,133,545
16.24,1.49,3.282,4.945,10,134,2.16,0,0,0.07,166,176,127,531
16.11,1.522,3.281,4.974,20,138,2.16,0,0,0.08,163,191,110,536
16.31,1.502,3.285,4.957,21,150,2.17,0,0,0.09,168,184,112,536
15.62,1.616,3.314,5.1,58,164,2.14,0,0,0.24,159,172,102,567
15.22,1.623,3.327,5.119,10,123,2.15,0,0,0.02,160,176,96,568
15.61,1.553,3.337,5.061,43,190,2.19,0,0,0.12,177,174,75,574
15.18,1.542,3.338,5.052,19,140,2.2,0,0,0.05,183,158,78,581
15.09,1.542,3.327,5.044,15,143,2.25,0,0,0.07,201,162,74,563
15.08,1.655,3.34,5.174,23,223,2.22,0,0,0.1,192,152,68,588
15.06,1.676,3.379,5.24,38,203,2.18,0,0,0.14,181,127,69,623
15.16,1.736,3.395,5.317,29,175,2.15,0,0,0.16,172,120,69,639
15.09,1.809,3.393,5.386,41,186,2.12,0,0,0.15,160,122,57,661
14.68,1.742,3.371,5.297,37,213,2.14,0,0,0.15,165,147,59,629
14.97,1.82,3.396,5.401,65,235,2.12,0,0,0.26,154,161,53,632
14.62,1.832,3.393,5.408,3,174,2.11,0,0,0.03,149,162,58,631
14.68,1.929,3.388,5.501,36,242,2.1,0,0,0.13,146,170,52,632
14.46,1.951,3.392,5.524,15,197,2.1,0,0,0.07,146,159,42,653
14.41,1.881,3.397,5.458,42,184,2.11,0,0,0.12,152,154,40,654
14.83,1.974,3.376,5.534,48,225,2.14,0,0,0.12,168,133,39,660
14.4,1.826,3.37,5.38,32,280,2.15,0,0,0.17,167,152,29,652
14.51,1.793,3.398,5.372,30,170,2.12,0,0,0.07,155,154,32,659
14.21,1.818,3.419,5.415,24,239,2.07,0,0,0.17,135,171,16,678
