gpu_usage,net_latency,comput_latency,ete_latency,successful,unsuccessful,energy,hmd_energy,services_on_hmds,exec,8k,4k,1440p,1080p
41.63,1.793,3.149,5.146,606,1334,2.16,0,0,0.46,399,470,462,1169
40.87,1.896,3.199,5.295,209,690,2.14,0,0,0.14,379,494,355,1272
40.23,1.839,3.209,5.247,239,756,2.14,0,0,0.12,385,460,387,1268
39.51,2.118,3.223,5.544,184,829,2.11,0,0,0.09,380,342,319,1459
39.74,2.228,3.233,5.665,200,787,2.07,0,0,0.09,337,391,340,1432
39.05,2.318,3.242,5.768,185,787,2.07,0,0,0.1,350,314,337,1499
38.86,2.461,3.273,5.941,147,756,2.02,0,0,0.1,307,306,367,1520
38.28,2.442,3.298,5.947,114,643,2.01,0,0,0.05,297,304,342,1557
37.66,2.55,3.306,6.056,110,816,2.0,0,0,0.07,290,277,304,1629
37.29,2.749,3.317,6.261,123,792,1.93,0,0,0.07,222,276,269,1733
37.98,2.636,3.303,6.14,151,773,2.0,0,0,0.07,298,235,246,1721
37.38,2.588,3.289,6.08,150,925,2.08,0,0,0.11,375,234,223,1668
37.56,2.703,3.283,6.187,174,1072,2.12,0,0,0.12,426,197,166,1711
36.04,2.821,3.292,6.317,103,922,2.11,0,0,0.07,418,184,195,1703
36.13,2.958,3.286,6.447,110,938,2.05,0,0,0.06,368,126,204,1802
36.29,3.062,3.3,6.563,102,982,2.02,0,0,0.08,336,138,199,1827
35.08,3.184,3.316,6.708,152,1059,2.01,0,0,0.09,325,175,200,1800
35.44,3.183,3.32,6.725,156,1045,2.03,0,0,0.12,339,162,184,1815
35.08,3.284,3.333,6.824,78,994,1.99,0,0,0.09,308,160,206,1826
34.58,3.237,3.357,6.804,152,1047,2.0,0,0,0.11,317,168,212,1803
34.53,3.264,3.369,6.844,108,1141,1.98,0,0,0.09,304,141,181,1874
34.41,3.315,3.371,6.894,111,1120,1.91,0,0,0.08,224,171,172,1933
34.44,3.179,3.381,6.772,74,976,1.87,0,0,0.06,194,147,183,1976
34.13,3.321,3.392,6.928,138,1291,1.92,0,0,0.09,240,176,140,1944
33.75,3.378,3.4,6.994,73,949,1.95,0,0,0.05,278,127,166,1929
34.22,3.628,3.413,7.25,84,1172,1.91,0,0,0.11,243,88,204,1965
33.72,3.572,3.409,7.192,130,1134,1.96,0,0,0.09,289,106,188,1917
32.92,3.407,3.416,7.03,105,1092,1.95,0,0,0.06,272,163,181,1884
32.82,3.254,3.421,6.877,119,1311,1.95,0,0,0.11,278,128,201,1893
32.69,3.328,3.422,6.958,109,1131,1.94,0,0,0.07,269,99,206,1926
32.64,3.405,3.424,7.039,95,1137,1.88,0,0,0.07,212,117,214,1957
32.81,3.207,3.415,6.835,160,1262,1.94,0,0,0.1,269,115,219,1897
32.48,3.258,3.42,6.886,85,1193,1.96,0,0,0.15,281,120,193,1906
32.38,3.179,3.415,6.795,78,1111,1.97,0,0,0.09,295,105,214,1886
32.8,3.21,3.41,6.823,152,1167,1.97,0,0,0.11,293,139,193,1875
31.55,3.173,3.413,6.79,111,1198,1.98,0,0,0.1,297,142,230,1831
31.71,3.103,3.408,6.707,137,1328,1.99,0,0,0.09,312,116,202,1870
32.28,3.256,3.419,6.875,132,1293,1.94,0,0,0.11,268,120,173,1939
31.67,3.336,3.432,6.969,90,1180,1.95,0,0,0.09,270,128,210,1892
31.54,3.369,3.449,7.01,100,1169,1.91,0,0,0.09,237,138,170,1955
31.45,3.449,3.458,7.1,72,1184,1.89,0,0,0.07,216,133,178,1973
31.07,3.461,3.456,7.113,74,1167,1.93,0,0,0.07,249,137,188,1926
31.22,3.391,3.45,7.037,119,1164,1.97,0,0,0.07,288,145,137,1930
31.14,3.468,3.446,7.11,125,1244,1.96,0,0,0.09,279,138,169,1914
30.99,3.298,3.442,6.941,124,1162,1.98,0,0,0.07,292,169,181,1858
30.59,3.474,3.442,7.124,45,1203,1.95,0,0,0.08,265,190,153,1892
30.82,3.383,3.43,7.026,124,1163,1.99,0,0,0.06,300,182,117,1901
30.78,3.275,3.426,6.915,103,1246,1.97,0,0,0.07,286,193,132,1889
30.81,3.292,3.427,6.932,107,1324,1.95,0,0,0.09,265,169,141,1925
