gpu_usage,net_latency,comput_latency,ete_latency,successful,unsuccessful,energy,hmd_energy,services_on_hmds,exec,8k,4k,1440p,1080p
41.89,0.917,3.118,4.22,1512,10,2.15,0.11,167,5.61,339,740,792,629
41.06,0.94,3.047,4.17,939,6,2.15,0.12,175,3.65,324,821,731,624
40.0,0.863,3.103,4.14,495,0,2.18,0.16,244,1.89,353,798,744,605
40.34,0.846,3.109,4.132,530,4,2.19,0.16,247,2.17,352,883,624,641
41.16,0.881,3.065,4.133,713,0,2.13,0.13,201,2.49,289,899,648,664
39.93,0.895,3.027,4.114,523,0,2.17,0.12,182,2.15,321,934,603,642
39.94,0.885,3.004,4.085,521,0,2.2,0.08,119,1.85,337,1007,595,561
39.87,0.892,3.021,4.107,369,0,2.17,0.09,137,1.11,313,959,650,578
39.66,0.953,2.999,4.139,539,0,2.09,0.09,142,1.84,245,940,705,610
39.81,0.935,3.024,4.144,558,0,2.11,0.1,154,2.01,275,883,685,657
39.85,0.943,3.042,4.169,553,2,2.14,0.14,203,1.87,321,786,696,697
39.41,0.913,3.045,4.14,480,11,2.16,0.15,226,1.82,331,848,721,600
41.17,0.888,3.05,4.119,816,0,2.16,0.17,263,3.25,329,860,724,587
40.2,0.851,3.074,4.105,587,0,2.22,0.18,274,2.13,378,868,626,628
40.99,0.866,3.062,4.11,457,0,2.2,0.17,259,1.79,362,863,645,630
41.21,0.847,3.135,4.156,625,1,2.2,0.21,325,2.27,375,809,608,708
40.72,0.84,3.188,4.203,542,2,2.21,0.22,332,2.16,397,729,589,785
41.14,0.841,3.193,4.223,640,12,2.2,0.17,265,2.5,381,812,476,831
41.19,0.853,3.205,4.243,474,1,2.15,0.16,245,1.76,335,767,611,787
41.1,0.887,3.232,4.298,667,13,2.1,0.19,298,2.14,300,674,699,827
41.48,0.847,3.193,4.222,576,13,2.14,0.19,283,2.47,321,791,686,702
40.85,0.866,3.159,4.21,619,21,2.08,0.16,249,2.77,253,852,735,660
41.04,0.861,3.137,4.19,542,6,2.09,0.15,229,2.32,273,782,762,683
40.51,0.853,3.169,4.208,715,1,2.11,0.17,265,2.45,281,837,669,713
40.02,0.868,3.221,4.275,435,2,2.1,0.21,320,1.25,284,781,621,814
41.3,0.904,3.187,4.272,594,10,2.05,0.18,280,2.14,230,812,702,756
41.39,0.892,3.168,4.244,698,0,2.1,0.16,242,2.31,281,767,755,697
40.31,0.864,3.188,4.234,373,16,2.15,0.17,263,1.27,328,769,729,674
40.58,0.883,3.155,4.222,738,22,2.16,0.14,215,2.19,327,838,686,649
40.78,0.877,3.11,4.178,527,1,2.2,0.13,204,1.87,365,848,667,620
40.81,0.846,3.112,4.147,797,12,2.18,0.13,198,3.17,332,903,689,576
40.79,0.864,3.069,4.129,511,0,2.18,0.1,146,2.0,335,902,722,541
41.22,0.835,3.11,4.136,541,0,2.25,0.12,189,1.79,425,787,675,613
40.67,0.881,3.1,4.165,507,0,2.25,0.14,207,2.15,438,707,703,652
41.17,0.868,3.102,4.153,585,0,2.21,0.15,228,2.48,384,815,697,604
40.52,0.891,3.099,4.175,584,0,2.15,0.13,197,2.43,313,897,691,599
40.92,0.91,3.064,4.157,675,0,2.16,0.1,150,2.62,330,852,707,611
41.74,0.857,3.068,4.111,650,0,2.23,0.11,162,2.62,389,882,706,523
40.53,0.845,3.106,4.131,519,10,2.2,0.15,231,1.78,344,935,713,508
39.55,0.842,3.079,4.087,533,0,2.18,0.16,248,1.69,323,941,797,439
40.24,0.848,3.1,4.121,465,17,2.19,0.16,245,1.62,352,871,743,534
40.28,0.832,3.118,4.122,535,6,2.16,0.18,278,1.97,320,885,754,541
40.4,0.791,3.086,4.052,536,0,2.2,0.15,222,2.08,340,959,707,494
40.6,0.848,3.089,4.114,599,2,2.22,0.14,216,2.1,387,808,725,580
40.72,0.877,3.053,4.114,500,0,2.21,0.13,191,2.2,379,853,667,601
40.01,0.881,3.111,4.179,485,5,2.14,0.15,225,2.29,308,855,689,648
39.6,0.83,3.092,4.106,525,0,2.23,0.18,267,1.79,396,843,642,619
39.73,0.826,3.055,4.072,573,0,2.27,0.15,228,2.32,424,888,612,576
40.6,0.81,3.099,4.097,636,0,2.17,0.16,246,2.08,324,903,715,558
39.96,0.814,3.134,4.128,480,0,2.16,0.19,290,1.78,352,715,863,570
40.77,0.865,3.097,4.147,461,9,2.18,0.17,252,1.49,362,766,774,598
40.98,0.885,3.093,4.158,598,2,2.14,0.15,223,1.9,331,712,869,588
40.96,0.859,3.077,4.117,442,0,2.2,0.15,220,1.78,369,809,733,589
40.2,0.878,3.16,4.22,513,3,2.18,0.17,256,2.23,366,724,661,749
40.02,0.932,3.143,4.257,398,0,2.13,0.18,272,1.6,312,760,658,770
40.41,0.846,3.165,4.195,648,0,2.14,0.19,283,2.81,312,823,733,632
40.71,0.89,3.069,4.148,761,1,2.14,0.12,185,3.09,312,828,773,587
41.77,0.904,3.117,4.212,599,2,2.17,0.14,214,2.5,353,775,634,738
41.1,0.879,3.106,4.173,517,0,2.12,0.16,236,2.0,278,932,601,689
40.79,0.879,3.092,4.154,530,0,2.18,0.14,216,2.02,344,860,615,681
40.73,0.915,3.12,4.213,565,16,2.15,0.16,236,2.34,341,723,738,698
40.83,0.894,3.097,4.175,604,0,2.17,0.15,230,2.39,344,789,746,621
40.76,0.913,3.102,4.2,459,0,2.14,0.15,225,1.9,310,835,724,631
40.89,0.901,3.126,4.211,609,0,2.13,0.18,264,2.31,306,819,707,668
41.51,0.894,3.092,4.169,651,2,2.17,0.16,244,2.52,336,820,762,582
40.87,0.881,3.102,4.161,600,0,2.15,0.16,237,2.01,317,825,778,580
41.21,0.839,3.142,4.161,506,0,2.16,0.17,250,2.04,328,821,754,597
41.16,0.902,3.176,4.251,643,0,2.12,0.18,270,2.7,314,712,807,667
40.16,0.93,3.119,4.227,429,16,2.09,0.16,241,1.63,283,737,772,708
40.7,0.914,3.131,4.233,513,0,2.12,0.16,248,1.72,313,743,659,785
41.23,0.925,3.097,4.209,504,7,2.13,0.15,231,2.27,310,800,641,749
41.45,0.884,3.109,4.175,649,0,2.15,0.18,268,2.62,321,818,661,700
41.11,0.847,3.107,4.132,545,2,2.17,0.18,274,2.14,326,908,617,649
40.86,0.837,3.065,4.08,563,0,2.21,0.13,197,1.79,360,928,713,499
39.87,0.82,3.085,4.082,598,0,2.2,0.13,192,2.27,354,901,752,493
41.08,0.818,3.085,4.082,647,0,2.21,0.16,237,2.94,363,905,722,510
40.65,0.871,3.064,4.111,706,0,2.14,0.15,224,2.44,301,899,735,565
41.0,0.844,3.079,4.1,448,0,2.22,0.15,220,1.85,380,861,720,539
40.8,0.801,3.123,4.094,516,0,2.22,0.17,255,1.6,385,854,765,496
41.65,0.816,3.089,4.079,498,0,2.27,0.15,231,1.58,423,894,638,545
40.2,0.838,3.068,4.086,526,1,2.21,0.12,187,2.02,356,960,665,519
40.4,0.867,3.037,4.084,558,0,2.21,0.12,175,2.31,353,964,607,576
39.85,0.866,3.034,4.079,446,0,2.21,0.12,187,1.44,361,917,608,614
39.47,0.843,3.029,4.051,656,0,2.22,0.12,182,2.74,361,988,584,567
40.95,0.864,3.063,4.104,601,0,2.2,0.14,204,2.67,374,794,719,613
41.16,0.873,3.03,4.083,706,0,2.23,0.13,190,2.67,402,817,697,584
40.09,0.88,3.075,4.127,565,5,2.17,0.16,246,2.46,360,732,807,601
40.45,0.88,3.07,4.127,635,0,2.12,0.16,245,2.05,279,876,783,562
39.29,0.913,3.022,4.116,582,0,2.18,0.12,183,2.31,344,865,695,596
40.88,0.923,3.037,4.14,518,0,2.13,0.14,218,1.81,290,907,654,649
40.51,0.927,3.032,4.135,450,0,2.11,0.14,212,1.52,275,895,704,626
40.16,0.937,3.015,4.13,618,0,2.17,0.13,190,2.55,327,893,675,605
39.68,0.914,3.009,4.095,620,0,2.21,0.11,160,1.98,383,770,802,545
40.41,0.919,2.999,4.096,451,0,2.2,0.08,126,2.0,377,798,737,588
39.88,0.922,3.018,4.118,512,0,2.2,0.1,152,1.86,388,720,776,616
39.6,0.867,3.03,4.069,496,0,2.21,0.11,166,1.88,371,850,743,536
40.25,0.852,3.059,4.081,487,0,2.17,0.13,199,1.94,333,865,750,552
39.69,0.83,3.075,4.072,590,0,2.19,0.13,195,2.37,347,875,717,561
39.79,0.845,3.067,4.081,490,0,2.2,0.12,182,1.89,361,885,718,536
39.86,0.871,3.048,4.091,562,0,2.22,0.11,161,1.88,381,849,770,500
39.79,0.868,3.034,4.08,593,0,2.21,0.12,178,2.41,354,931,731,484
40.64,0.875,3.057,4.106,598,2,2.18,0.13,196,2.56,335,887,689,589
40.51,0.88,3.105,4.159,530,0,2.16,0.14,214,1.98,318,896,590,696
39.96,0.886,3.091,4.155,441,0,2.16,0.13,198,1.6,330,849,604,717
40.2,0.887,3.132,4.193,633,0,2.11,0.16,246,2.46,291,800,681,728
40.41,0.867,3.109,4.151,597,0,2.16,0.17,254,2.17,330,840,614,716
