gpu_usage,net_latency,comput_latency,ete_latency,successful,unsuccessful,energy,hmd_energy,services_on_hmds,exec,8k,4k,1440p,1080p
42.05,0.748,3.387,4.31,1458,16,2.16,0.19,285,4.27,360,678,781,681
41.55,0.703,3.432,4.304,784,15,2.17,0.24,359,2.25,352,763,632,753
40.6,0.638,3.43,4.231,457,16,2.21,0.25,380,1.23,386,782,657,675
40.75,0.647,3.463,4.273,526,25,2.14,0.27,412,1.7,316,836,575,773
41.74,0.634,3.508,4.313,651,21,2.09,0.25,384,1.54,268,844,513,875
40.75,0.667,3.577,4.412,517,14,2.08,0.28,421,1.26,264,788,455,993
41.4,0.633,3.594,4.4,543,0,2.11,0.25,376,1.05,285,847,435,933
41.08,0.647,3.592,4.408,285,12,2.11,0.26,403,0.68,294,802,444,960
41.1,0.644,3.621,4.428,541,2,2.11,0.27,412,1.47,299,745,503,953
40.83,0.617,3.66,4.434,576,7,2.09,0.29,437,1.36,287,714,549,950
40.94,0.597,3.701,4.451,509,5,2.13,0.35,534,1.34,339,643,552,966
40.4,0.612,3.62,4.391,562,23,2.15,0.33,499,1.28,348,723,596,833
41.62,0.567,3.583,4.306,725,11,2.2,0.34,514,1.55,386,746,558,810
41.01,0.565,3.565,4.288,563,4,2.19,0.36,545,1.31,385,718,587,810
41.64,0.572,3.594,4.326,432,19,2.17,0.36,542,1.24,368,692,575,865
42.33,0.55,3.748,4.444,658,20,2.14,0.43,657,1.5,355,601,514,1030
41.75,0.511,3.835,4.489,462,29,2.16,0.46,698,1.33,386,526,534,1054
41.46,0.57,3.83,4.557,555,58,2.12,0.42,639,1.27,340,607,444,1109
41.75,0.585,3.811,4.55,499,10,2.08,0.38,577,1.4,308,587,536,1069
41.84,0.595,3.77,4.519,592,54,2.08,0.38,575,1.56,296,614,582,1008
42.68,0.606,3.617,4.391,641,20,2.14,0.27,419,1.27,338,694,527,941
41.42,0.582,3.679,4.421,562,80,2.08,0.33,500,1.81,273,742,553,932
40.87,0.583,3.665,4.412,463,31,2.06,0.33,503,1.32,259,752,539,950
