gpu_usage,net_latency,comput_latency,ete_latency,successful,unsuccessful,energy,hmd_energy,services_on_hmds,exec,8k,4k,1440p,1080p
42.3,1.063,3.146,4.412,1346,611,2.27,0,0,5.83,485,571,491,953
41.23,0.999,3.178,4.373,754,608,2.3,0,0,3.83,516,564,418,1002
40.71,1.046,3.167,4.411,466,305,2.29,0,0,1.75,514,558,411,1017
41.22,1.035,3.207,4.443,473,287,2.23,0,0,2.03,440,614,424,1022
41.86,0.923,3.263,4.39,685,441,2.25,0,0,2.55,463,605,416,1016
40.58,0.979,3.274,4.461,436,282,2.2,0,0,2.11,417,591,381,1111
40.88,0.938,3.245,4.389,548,293,2.26,0,0,2.06,467,626,359,1048
40.74,0.95,3.263,4.419,316,279,2.31,0,0,1.15,528,548,331,1093
40.33,0.966,3.295,4.461,446,381,2.24,0,0,2.03,461,564,369,1106
40.42,1.006,3.3,4.504,518,343,2.22,0,0,2.1,460,501,374,1165
41.26,1.023,3.254,4.479,541,297,2.26,0,0,2.09,490,511,428,1071
40.48,1.004,3.277,4.481,625,329,2.22,0,0,2.54,446,536,427,1091
41.93,1.032,3.313,4.547,667,279,2.16,0,0,2.68,385,548,397,1170
40.28,0.999,3.306,4.509,517,239,2.2,0,0,1.76,422,577,389,1112
40.58,0.967,3.31,4.48,446,325,2.17,0,0,1.51,388,591,428,1093
41.38,1.102,3.265,4.574,695,388,2.2,0,0,2.68,425,546,444,1085
40.37,1.17,3.3,4.682,493,346,2.19,0,0,2.2,436,462,397,1205
40.92,1.112,3.311,4.641,618,305,2.18,0,0,2.24,415,518,421,1146
40.93,1.108,3.304,4.62,451,316,2.22,0,0,2.06,452,501,397,1150
40.94,1.153,3.285,4.649,636,360,2.19,0,0,2.75,426,485,438,1151
41.63,1.126,3.234,4.569,523,351,2.26,0,0,2.35,494,481,437,1088
40.86,1.067,3.288,4.566,642,372,2.2,0,0,2.79,426,541,390,1143
40.27,1.07,3.262,4.548,439,351,2.21,0,0,1.7,438,518,420,1124
40.35,1.061,3.266,4.543,653,359,2.17,0,0,2.78,398,570,439,1093
40.41,1.078,3.293,4.589,510,341,2.18,0,0,2.19,403,556,401,1140
41.11,1.027,3.293,4.527,573,389,2.21,0,0,2.45,441,543,389,1127
40.77,1.01,3.267,4.485,615,360,2.23,0,0,2.56,454,567,411,1068
40.29,0.995,3.291,4.491,469,357,2.23,0,0,1.58,447,575,402,1076
40.73,1.067,3.348,4.619,639,411,2.2,0,0,3.24,424,545,369,1162
40.92,1.008,3.286,4.503,559,231,2.25,0,0,1.96,476,529,407,1088
40.61,0.983,3.255,4.447,701,384,2.28,0,0,2.83,496,594,426,984
41.28,0.955,3.227,4.391,539,304,2.28,0,0,2.32,486,618,423,973
41.36,0.98,3.282,4.469,518,283,2.28,0,0,2.52,488,618,368,1026
41.48,1.026,3.243,4.471,441,312,2.31,0,0,2.2,532,540,348,1080
41.23,1.031,3.226,4.459,531,373,2.29,0,0,2.46,511,579,383,1027
40.48,1.002,3.226,4.431,607,325,2.28,0,0,2.55,479,660,382,979
41.32,0.976,3.299,4.471,604,344,2.22,0,0,2.89,433,613,399,1055
42.0,0.968,3.248,4.416,611,292,2.24,0,0,2.43,446,631,439,984
40.82,1.036,3.265,4.504,526,271,2.21,0,0,1.92,436,567,464,1033
40.71,1.005,3.244,4.439,547,296,2.24,0,0,2.36,470,528,489,1013
40.52,1.009,3.247,4.451,446,341,2.2,0,0,1.86,423,548,523,1006
40.53,1.002,3.232,4.433,422,266,2.21,0,0,1.42,438,521,525,1016
40.22,0.984,3.164,4.343,418,354,2.27,0,0,1.7,489,564,542,905
41.1,1.015,3.205,4.416,603,345,2.23,0,0,2.45,459,523,555,963
41.05,1.002,3.226,4.428,549,297,2.22,0,0,2.55,442,553,494,1011
40.31,0.982,3.261,4.451,448,262,2.17,0,0,1.73,382,615,473,1030
40.61,0.948,3.253,4.413,466,243,2.2,0,0,2.2,411,620,449,1020
41.23,0.93,3.202,4.345,612,334,2.22,0,0,2.71,420,669,467,944
41.08,0.907,3.253,4.373,526,282,2.24,0,0,1.78,447,650,393,1010
40.0,0.968,3.229,4.407,495,313,2.3,0,0,2.15,525,550,375,1050
40.97,0.977,3.261,4.446,540,341,2.26,0,0,1.86,489,518,439,1054
41.47,1.001,3.245,4.442,553,368,2.21,0,0,2.62,437,521,476,1066
41.19,0.991,3.227,4.419,427,300,2.21,0,0,1.88,428,585,441,1046
40.26,1.111,3.266,4.584,460,361,2.22,0,0,1.82,453,497,403,1147
40.55,1.134,3.283,4.626,357,311,2.15,0,0,1.55,384,544,367,1205
40.84,1.074,3.273,4.558,635,364,2.18,0,0,2.18,409,543,403,1145
41.4,1.019,3.23,4.454,639,366,2.24,0,0,2.53,452,597,400,1051
41.98,0.999,3.267,4.476,493,323,2.2,0,0,1.64,429,549,447,1075
41.97,0.942,3.253,4.403,553,400,2.2,0,0,2.36,410,633,459,998
41.51,0.961,3.248,4.411,493,314,2.27,0,0,2.23,491,554,393,1062
41.36,1.038,3.28,4.518,569,247,2.28,0,0,2.39,514,464,419,1103
41.41,1.025,3.25,4.481,616,261,2.27,0,0,2.75,497,526,363,1114
40.78,1.058,3.279,4.539,426,344,2.23,0,0,1.99,467,489,359,1185
41.24,1.037,3.298,4.546,706,264,2.2,0,0,2.97,432,539,324,1205
41.96,0.986,3.263,4.455,707,287,2.28,0,0,2.87,499,586,317,1098
41.16,0.954,3.272,4.428,455,284,2.27,0,0,2.46,492,572,382,1054
42.36,0.975,3.267,4.447,462,326,2.3,0,0,2.06,521,553,359,1067
41.3,1.073,3.272,4.545,594,389,2.29,0,0,2.49,533,433,419,1115
40.46,1.042,3.291,4.534,313,297,2.26,0,0,1.6,502,445,420,1133
40.98,1.016,3.325,4.553,468,321,2.21,0,0,1.89,439,533,372,1156
41.36,1.03,3.264,4.506,516,353,2.29,0,0,1.87,505,590,282,1123
41.48,0.977,3.296,4.48,567,285,2.28,0,0,2.4,504,530,345,1121
41.66,0.941,3.255,4.4,569,241,2.29,0,0,2.02,512,571,374,1043
41.79,0.946,3.244,4.387,479,366,2.32,0,0,2.07,539,543,382,1036
40.45,0.957,3.276,4.431,544,258,2.27,0,0,2.2,486,601,409,1004
41.31,0.944,3.258,4.407,627,348,2.28,0,0,2.43,495,587,454,964
40.73,0.975,3.279,4.454,702,290,2.27,0,0,2.42,482,584,403,1031
41.21,0.999,3.264,4.462,469,298,2.31,0,0,2.2,524,565,386,1025
41.14,0.971,3.243,4.413,591,308,2.3,0,0,2.74,526,527,498,949
41.49,0.981,3.184,4.362,494,277,2.33,0,0,1.95,548,561,479,912
39.64,0.978,3.191,4.363,498,377,2.29,0,0,2.1,491,643,450,916
40.25,1.008,3.19,4.397,516,379,2.26,0,0,2.0,465,623,438,974
40.1,0.971,3.196,4.366,426,299,2.27,0,0,1.82,478,612,424,986
40.06,0.987,3.2,4.384,602,450,2.25,0,0,2.37,455,657,330,1058
41.02,1.01,3.211,4.415,432,428,2.27,0,0,2.23,482,622,291,1105
41.4,0.999,3.203,4.399,725,403,2.26,0,0,3.24,480,581,371,1068
40.16,1.059,3.24,4.494,513,477,2.21,0,0,2.89,448,508,396,1148
40.54,1.045,3.217,4.462,656,276,2.2,0,0,2.41,423,591,424,1062
39.9,1.004,3.185,4.386,628,339,2.3,0,0,2.69,521,558,436,985
41.05,1.031,3.182,4.412,441,305,2.3,0,0,1.85,513,584,420,983
40.93,0.998,3.201,4.389,471,318,2.27,0,0,2.06,480,607,394,1019
40.6,1.039,3.147,4.381,528,401,2.31,0,0,2.5,528,564,398,1010
40.42,0.966,3.174,4.323,520,374,2.3,0,0,2.44,527,509,503,961
41.89,0.935,3.185,4.312,545,371,2.31,0,0,2.35,541,480,541,938
40.75,0.952,3.171,4.316,452,286,2.28,0,0,1.9,511,491,525,973
40.35,0.925,3.161,4.275,477,374,2.28,0,0,2.54,488,605,494,913
40.88,0.953,3.147,4.287,499,371,2.29,0,0,1.87,498,601,425,976
39.75,0.949,3.133,4.265,533,363,2.32,0,0,2.37,523,623,388,966
40.02,0.98,3.139,4.305,449,329,2.28,0,0,2.04,484,626,429,961
40.05,0.958,3.183,4.326,617,286,2.3,0,0,2.46,511,593,405,991
