gpu_usage,net_latency,comput_latency,ete_latency,successful,unsuccessful,energy,hmd_energy,services_on_hmds,exec,8k,4k,1440p,1080p
80.83,1.025,3.3,4.505,3437,1612,2.21,0,0,29.61,973,522,954,2551
80.79,1.074,3.36,4.609,3017,1607,2.06,0,0,27.56,679,573,915,2833
81.22,1.282,3.346,4.806,2484,1830,1.99,0,0,25.62,570,434,929,3067
81.71,1.227,3.316,4.728,2499,1738,2.05,0,0,20.2,650,626,812,2912
80.64,1.137,3.332,4.656,2374,1556,2.08,0,0,23.75,703,664,869,2764
82.3,1.145,3.355,4.675,2262,1534,2.06,0,0,19.12,661,749,749,2841
82.21,1.206,3.346,4.728,2435,1638,2.03,0,0,22.05,615,711,748,2926
81.8,1.275,3.327,4.789,1807,1732,1.99,0,0,22.55,561,583,804,3052
82.81,1.322,3.342,4.839,2020,1710,2.04,0,0,21.75,661,528,670,3141
81.94,1.213,3.33,4.718,2025,1718,2.07,0,0,20.74,700,584,785,2931
81.63,1.233,3.342,4.761,2403,1737,2.03,0,0,20.45,625,617,896,2862
80.55,1.147,3.374,4.701,2119,1471,2.06,0,0,18.0,676,620,865,2839
79.8,1.193,3.351,4.725,1992,1541,2.01,0,0,18.89,578,611,837,2974
82.57,1.158,3.37,4.707,2553,1711,2.03,0,0,20.26,621,624,776,2979
81.98,1.222,3.337,4.747,2247,1641,2.02,0,0,20.02,582,679,844,2895
81.24,1.148,3.365,4.688,2061,1637,2.02,0,0,24.19,601,652,806,2941
82.41,1.266,3.363,4.809,2458,1739,1.96,0,0,25.61,483,622,847,3048
81.9,1.156,3.382,4.705,2049,1692,2.07,0,0,23.44,701,570,794,2935
82.17,1.181,3.392,4.739,2549,1507,2.04,0,0,23.15,651,575,835,2939
82.42,1.188,3.353,4.722,2143,1689,2.02,0,0,18.82,580,714,895,2811
81.06,1.193,3.355,4.723,1706,1477,2.07,0,0,16.34,688,638,760,2914
81.07,1.196,3.349,4.728,1892,1695,2.03,0,0,16.4,615,637,826,2922
80.35,1.238,3.353,4.775,2177,1715,2.01,0,0,20.58,591,570,743,3096
81.36,1.144,3.361,4.687,2410,1790,2.04,0,0,20.72,653,557,954,2836
82.16,1.216,3.368,4.765,2015,1310,2.0,0,0,17.21,566,599,887,2948
82.35,1.235,3.38,4.789,2007,1665,2.06,0,0,18.67,698,554,708,3040
82.65,1.27,3.371,4.821,2484,1840,2.0,0,0,23.11,565,666,752,3017
82.65,1.176,3.387,4.745,2226,1758,2.03,0,0,22.76,634,530,689,3147
82.52,1.236,3.367,4.783,2209,1554,1.99,0,0,19.05,556,566,831,3047
80.97,1.233,3.365,4.783,2293,1475,1.99,0,0,17.66,555,588,877,2980
81.34,1.178,3.364,4.725,2516,1403,2.03,0,0,20.67,614,625,932,2829
81.04,1.237,3.364,4.786,2433,1655,2.03,0,0,20.65,645,539,832,2984
81.97,1.226,3.34,4.755,2557,1515,2.0,0,0,22.7,540,726,832,2902
81.47,1.199,3.344,4.724,2026,2091,2.08,0,0,20.59,715,622,814,2849
82.56,1.237,3.353,4.763,2556,1598,2.02,0,0,25.37,621,563,785,3031
83.09,1.246,3.364,4.784,2344,1871,2.01,0,0,26.72,600,525,753,3122
81.29,1.081,3.338,4.595,2462,1345,2.11,0,0,20.8,763,643,869,2725
81.04,1.2,3.321,4.699,2127,1433,2.07,0,0,17.29,712,589,779,2920
80.42,1.21,3.333,4.728,2079,1774,2.03,0,0,18.64,622,653,799,2926
79.58,1.143,3.355,4.68,2096,1553,2.05,0,0,17.96,632,748,763,2857
82.05,1.192,3.344,4.713,2158,1654,2.04,0,0,20.16,639,635,780,2946
82.77,1.189,3.397,4.755,2744,1326,2.03,0,0,19.93,633,594,749,3024
83.26,1.198,3.386,4.766,2166,1665,2.03,0,0,21.6,623,573,874,2930
82.12,1.188,3.357,4.725,2522,1454,2.05,0,0,23.88,665,586,811,2938
81.37,1.201,3.371,4.755,2419,1640,2.08,0,0,21.22,722,555,803,2920
81.5,1.132,3.363,4.673,2130,1670,2.05,0,0,20.3,646,636,876,2842
82.42,1.382,3.375,4.934,2146,2089,1.94,0,0,23.97,482,445,806,3267
82.52,1.226,3.363,4.768,2882,1720,1.98,0,0,22.77,533,626,831,3010
80.5,1.237,3.352,4.765,2137,1680,2.01,0,0,17.89,584,608,856,2952
82.55,1.198,3.366,4.737,2674,1534,2.02,0,0,22.16,619,581,802,2998
82.93,1.322,3.353,4.854,2303,1923,2.01,0,0,25.77,602,506,742,3150
83.29,1.268,3.352,4.803,2237,1371,2.01,0,0,19.28,595,587,758,3060
82.23,1.202,3.341,4.725,2250,1572,2.06,0,0,18.69,687,563,853,2897
83.05,1.305,3.372,4.858,2458,1719,1.99,0,0,23.55,555,577,769,3099
82.29,1.183,3.345,4.706,2268,1629,2.07,0,0,19.3,695,650,863,2792
81.45,1.316,3.328,4.821,1924,1846,2.02,0,0,19.16,615,564,833,2988
80.58,1.336,3.348,4.867,2116,2002,2.01,0,0,19.67,613,476,757,3154
79.96,1.258,3.35,4.788,2196,1675,2.03,0,0,20.76,641,546,868,2945
80.76,1.178,3.389,4.739,2262,1497,2.03,0,0,23.65,621,604,775,3000
82.59,1.202,3.381,4.763,2242,1667,2.03,0,0,20.3,634,580,832,2954
82.92,1.194,3.388,4.767,2492,1821,2.0,0,0,27.27,587,553,791,3069
83.19,1.176,3.367,4.723,2424,1347,2.02,0,0,20.51,583,730,733,2954
83.37,1.276,3.344,4.796,2330,1592,2.0,0,0,20.32,561,606,711,3122
82.48,1.327,3.358,4.862,2002,1634,1.97,0,0,17.2,531,542,771,3156
82.56,1.237,3.379,4.797,1967,1382,2.03,0,0,16.34,630,562,773,3035
82.5,1.27,3.358,4.809,1872,1830,2.01,0,0,18.04,583,598,836,2983
82.08,1.201,3.359,4.739,2294,1529,2.03,0,0,21.86,627,616,832,2925
82.32,1.159,3.37,4.708,2486,1290,2.04,0,0,22.12,632,670,787,2911
83.4,1.217,3.367,4.761,2636,1851,2.02,0,0,24.53,624,544,764,3068
82.29,1.26,3.353,4.793,2361,1539,2.06,0,0,24.28,684,577,753,2986
81.99,1.253,3.364,4.794,2446,1957,2.01,0,0,24.39,596,532,800,3072
81.67,1.243,3.409,4.828,2662,1847,2.0,0,0,28.7,584,503,737,3176
82.53,1.204,3.388,4.768,2598,1952,2.0,0,0,24.18,581,570,814,3035
82.13,1.287,3.361,4.825,2332,2007,2.01,0,0,23.87,606,492,818,3084
82.43,1.231,3.352,4.764,2298,1801,2.03,0,0,22.83,624,606,731,3039
81.69,1.338,3.36,4.878,2420,1817,1.98,0,0,23.36,527,589,736,3148
81.43,1.293,3.353,4.826,2086,1704,2.0,0,0,19.38,554,665,732,3049
81.06,1.211,3.346,4.731,2346,1872,2.02,0,0,21.65,594,615,885,2906
81.72,1.178,3.348,4.704,2179,1497,2.07,0,0,18.7,698,582,816,2904
81.07,1.204,3.369,4.75,2399,1610,2.01,0,0,21.57,566,705,703,3026
81.86,1.124,3.372,4.677,2167,1563,2.05,0,0,19.29,643,663,830,2864
82.35,1.243,3.361,4.788,2181,1721,1.99,0,0,22.74,558,576,821,3045
81.65,1.208,3.384,4.768,2887,1499,2.01,0,0,22.42,580,646,818,2956
82.48,1.18,3.372,4.739,2476,1497,2.03,0,0,18.84,617,632,899,2852
81.99,1.257,3.355,4.798,2173,1594,2.0,0,0,22.43,553,642,855,2950
81.19,1.208,3.329,4.72,2143,1634,2.03,0,0,24.28,621,626,837,2916
80.76,1.265,3.353,4.804,2084,1619,1.98,0,0,23.33,522,603,907,2968
81.1,1.254,3.317,4.754,2288,1788,2.05,0,0,21.98,659,624,862,2855
81.93,1.241,3.357,4.776,2670,1761,2.02,0,0,24.16,598,615,786,3001
82.15,1.155,3.348,4.689,2430,1800,2.04,0,0,21.68,650,554,928,2868
81.59,1.086,3.35,4.615,2461,1419,2.07,0,0,22.18,683,721,933,2663
80.06,1.069,3.342,4.581,2017,1668,2.09,0,0,18.45,708,735,885,2672
81.52,1.233,3.355,4.766,2240,1592,2.0,0,0,21.98,555,683,844,2918
82.09,1.288,3.405,4.867,1850,1844,1.93,0,0,19.2,447,546,815,3192
83.45,1.215,3.366,4.758,2340,1797,1.99,0,0,19.51,530,668,877,2925
82.81,1.351,3.373,4.915,1996,1681,1.95,0,0,24.78,491,522,775,3212
83.53,1.293,3.381,4.849,2177,1498,1.97,0,0,22.87,516,541,817,3126
81.96,1.195,3.38,4.75,2057,1159,2.0,0,0,15.06,573,558,873,2996
81.11,1.132,3.365,4.675,2292,1375,2.04,0,0,18.27,654,558,983,2805
81.38,1.141,3.368,4.695,2305,1693,2.01,0,0,25.05,579,588,962,2871
82.47,1.173,3.341,4.7,2878,1602,2.07,0,0,24.48,689,627,795,2889
81.09,1.212,3.345,4.737,2293,1585,2.0,0,0,22.21,577,598,812,3013
81.44,1.192,3.368,4.741,2134,1448,1.99,0,0,19.99,563,572,860,3005
83.65,1.269,3.341,4.786,2501,1481,1.98,0,0,19.81,547,524,776,3153
81.18,1.205,3.372,4.751,2188,1405,1.99,0,0,20.49,534,638,803,3025
81.17,1.208,3.391,4.773,2261,1535,2.03,0,0,20.07,625,566,817,2992
82.26,1.35,3.36,4.885,2139,2019,2.0,0,0,22.35,589,495,802,3114
80.78,1.334,3.367,4.878,2060,1898,1.96,0,0,21.22,523,478,782,3217
80.05,1.36,3.342,4.876,2096,1650,2.0,0,0,20.2,593,518,745,3144
79.63,1.238,3.349,4.763,2267,1873,2.05,0,0,21.92,663,559,842,2936
80.79,1.112,3.344,4.635,2269,1689,2.06,0,0,19.59,669,658,871,2802
78.7,1.105,3.392,4.68,2277,1527,1.98,0,0,23.99,515,685,930,2870
79.95,1.267,3.364,4.809,2896,1654,1.96,0,0,23.37,492,608,880,3020
79.85,1.217,3.355,4.759,2263,1523,2.0,0,0,19.79,548,663,898,2891
82.24,1.295,3.367,4.84,2015,1652,1.99,0,0,21.56,561,524,768,3147
81.67,1.226,3.352,4.756,2458,1559,2.0,0,0,25.59,576,560,871,2993
81.93,1.278,3.342,4.799,2050,1703,2.02,0,0,21.37,618,581,730,3071
80.05,1.203,3.392,4.767,1977,1533,2.01,0,0,20.35,581,621,814,2984
82.2,1.187,3.382,4.748,2218,1719,1.99,0,0,19.76,536,715,768,2981
81.64,1.186,3.383,4.745,2382,1545,2.02,0,0,25.04,618,550,854,2978
81.57,1.219,3.381,4.779,2285,1401,2.05,0,0,21.69,689,452,803,3056
81.67,1.186,3.403,4.765,2596,1423,2.03,0,0,21.58,642,555,655,3148
81.67,1.12,3.39,4.68,2252,1386,2.04,0,0,18.95,635,655,848,2862
80.64,1.142,3.376,4.697,2078,1575,2.02,0,0,18.67,587,702,817,2894
82.26,1.17,3.403,4.752,2245,1420,2.01,0,0,18.48,577,622,788,3013
81.29,1.151,3.373,4.695,2023,1259,2.01,0,0,19.84,582,643,813,2962
