gpu_usage,net_latency,comput_latency,ete_latency,successful,unsuccessful,energy,hmd_energy,services_on_hmds,exec,8k,4k,1440p,1080p
81.76,0.908,3.204,4.275,3672,3,2.26,0.16,476,25.62,1041,674,1331,1954
81.17,0.892,3.228,4.268,2862,2,2.21,0.23,696,21.47,944,703,1236,2117
79.49,0.912,3.178,4.25,2585,11,2.21,0.21,645,18.47,915,834,1364,1887
82.01,0.942,3.182,4.282,3250,20,2.19,0.18,556,23.09,870,816,1184,2130
79.21,0.918,3.177,4.257,2659,15,2.22,0.22,666,22.99,932,836,1366,1866
81.0,0.938,3.236,4.327,2515,4,2.15,0.24,713,21.25,791,834,1178,2197
82.18,0.956,3.24,4.35,2893,35,2.11,0.25,743,26.94,720,788,1375,2117
82.38,0.971,3.215,4.346,2273,61,2.12,0.23,694,17.36,749,743,1296,2212
82.34,0.901,3.259,4.307,2264,33,2.14,0.24,743,20.35,800,719,1304,2177
80.55,0.868,3.203,4.223,2462,70,2.25,0.24,713,20.98,985,873,1233,1909
80.82,0.903,3.211,4.273,2713,72,2.2,0.23,710,19.61,899,777,1186,2138
78.65,0.919,3.221,4.297,2103,36,2.19,0.22,654,17.75,899,668,1235,2198
77.97,0.905,3.188,4.25,2271,43,2.2,0.22,672,17.45,893,793,1249,2065
80.94,0.905,3.23,4.288,2636,15,2.23,0.23,709,21.01,973,733,1077,2217
80.96,0.951,3.208,4.32,2332,52,2.14,0.22,681,16.63,788,835,1181,2196
79.84,0.916,3.195,4.261,2330,39,2.2,0.24,722,19.73,892,837,1187,2084
80.23,0.936,3.227,4.317,2742,92,2.13,0.23,687,24.11,748,942,1170,2140
80.32,0.908,3.195,4.248,2464,21,2.25,0.21,634,21.84,987,857,1206,1950
80.51,0.925,3.242,4.309,2645,44,2.2,0.23,704,19.09,917,704,1289,2090
81.73,0.918,3.235,4.304,2298,70,2.12,0.24,741,20.74,722,888,1443,1947
80.5,0.894,3.248,4.292,2288,16,2.15,0.24,715,16.1,816,768,1394,2022
80.59,0.907,3.226,4.291,1969,9,2.18,0.23,708,16.01,861,762,1322,2055
80.84,0.894,3.275,4.32,2568,52,2.19,0.27,826,17.29,897,734,1140,2229
80.32,0.911,3.216,4.285,2340,94,2.18,0.23,699,20.76,845,837,1312,2006
81.25,0.933,3.232,4.322,2611,21,2.17,0.24,713,19.0,856,770,1248,2126
81.5,0.857,3.275,4.286,2463,16,2.25,0.26,801,21.59,1016,699,1117,2168
83.23,0.848,3.311,4.307,2881,95,2.19,0.29,892,21.45,884,789,1146,2181
82.93,0.863,3.262,4.277,2290,83,2.21,0.26,796,18.41,932,782,1166,2120
81.92,0.893,3.274,4.316,2418,48,2.16,0.25,759,18.75,837,781,1104,2278
80.94,0.895,3.255,4.302,2656,60,2.16,0.28,840,20.0,829,800,1277,2094
80.48,0.908,3.21,4.273,2458,14,2.17,0.23,688,20.51,848,809,1333,2010
80.1,0.915,3.192,4.267,2593,23,2.21,0.23,698,21.89,913,853,1192,2042
80.21,0.902,3.225,4.284,2792,2,2.17,0.26,793,25.29,825,842,1362,1971
80.62,0.876,3.258,4.283,2487,37,2.16,0.28,852,24.12,821,836,1372,1971
82.17,0.856,3.245,4.249,2739,25,2.18,0.25,755,20.35,871,735,1459,1935
81.47,0.879,3.234,4.263,2540,7,2.17,0.25,745,20.1,839,821,1324,2016
80.29,0.888,3.184,4.223,2365,42,2.26,0.22,657,22.39,1023,715,1302,1960
80.58,0.927,3.184,4.264,2559,37,2.21,0.22,666,16.93,933,761,1261,2045
79.25,0.877,3.189,4.225,2283,69,2.21,0.23,700,19.37,911,852,1232,2005
79.1,0.854,3.203,4.209,2470,28,2.17,0.27,803,16.48,812,974,1349,1865
79.31,0.849,3.186,4.186,2373,13,2.24,0.24,738,15.45,955,867,1312,1866
80.8,0.902,3.259,4.305,2596,34,2.16,0.28,854,22.7,829,784,1248,2139
81.75,0.937,3.253,4.346,2592,8,2.18,0.26,785,20.35,876,750,1197,2177
80.49,0.872,3.242,4.266,2437,0,2.17,0.25,756,21.05,837,854,1262,2047
80.82,0.887,3.249,4.291,2685,45,2.13,0.25,769,26.57,753,901,1371,1975
81.02,0.886,3.238,4.272,2458,38,2.21,0.25,749,17.28,913,785,1246,2056
81.99,0.905,3.276,4.329,2370,18,2.13,0.26,783,21.25,797,664,1259,2280
82.67,0.923,3.23,4.309,2952,51,2.12,0.25,763,23.87,765,728,1442,2065
80.49,0.891,3.224,4.267,2714,73,2.19,0.26,775,23.35,895,728,1423,1954
82.05,0.9,3.201,4.248,2692,19,2.22,0.24,736,17.23,968,679,1229,2124
81.32,0.952,3.213,4.322,2613,9,2.1,0.22,674,23.46,702,881,1322,2095
83.53,0.91,3.264,4.325,2629,17,2.13,0.27,828,21.31,779,721,1325,2175
82.48,0.903,3.231,4.284,2578,61,2.18,0.26,774,19.97,873,758,1304,2065
81.06,0.854,3.267,4.266,2691,50,2.19,0.3,901,19.55,877,815,1285,2023
80.81,0.903,3.216,4.275,2611,23,2.2,0.25,749,22.81,883,900,1067,2150
80.97,0.905,3.267,4.323,2532,44,2.11,0.29,862,20.04,742,734,1474,2050
80.92,0.923,3.22,4.298,2500,16,2.19,0.25,754,18.91,884,751,1269,2096
79.8,0.906,3.199,4.256,2361,24,2.22,0.26,781,20.53,938,762,1364,1936
80.5,0.855,3.247,4.248,2571,23,2.21,0.25,747,16.98,926,792,1309,1973
81.8,0.89,3.255,4.296,2319,43,2.15,0.27,830,17.42,809,764,1292,2135
81.88,0.95,3.223,4.33,2559,37,2.12,0.26,784,19.34,750,784,1320,2146
82.18,0.917,3.253,4.323,2758,30,2.16,0.26,773,20.03,824,763,1231,2182
82.68,0.916,3.237,4.304,2895,29,2.16,0.26,777,19.3,844,711,1305,2140
81.29,0.905,3.228,4.286,2332,23,2.19,0.23,693,19.6,885,753,1299,2063
81.67,0.871,3.246,4.27,2408,0,2.21,0.27,809,19.98,931,698,1379,1992
81.51,0.887,3.235,4.275,2181,36,2.25,0.27,819,17.29,1001,746,1280,1973
81.7,0.861,3.215,4.229,2323,28,2.22,0.27,805,16.6,935,823,1424,1818
80.97,0.867,3.206,4.23,2309,1,2.24,0.25,764,18.2,958,876,1292,1874
82.71,0.933,3.221,4.306,2950,32,2.2,0.23,703,26.9,911,753,1224,2112
82.45,0.884,3.253,4.291,2850,4,2.22,0.25,767,22.64,925,843,1091,2141
82.53,0.916,3.264,4.33,2559,70,2.16,0.26,792,22.82,849,659,1282,2210
80.44,0.885,3.285,4.312,2953,48,2.14,0.3,898,22.86,788,802,1305,2105
81.76,0.858,3.235,4.241,2827,91,2.19,0.26,786,21.7,876,780,1371,1973
81.8,0.856,3.238,4.242,2726,17,2.22,0.27,818,23.89,933,768,1404,1895
81.72,0.892,3.25,4.298,2490,36,2.17,0.23,700,19.47,825,846,1251,2078
81.93,0.878,3.298,4.325,2628,44,2.15,0.27,815,19.65,819,737,1126,2318
80.52,0.925,3.257,4.335,2478,20,2.15,0.24,713,17.29,790,890,1066,2254
79.71,0.871,3.26,4.273,2399,44,2.18,0.28,843,18.53,855,822,1242,2081
80.26,0.863,3.233,4.247,2200,21,2.23,0.26,784,14.75,966,757,1225,2052
80.41,0.919,3.246,4.32,2692,10,2.13,0.23,686,19.85,785,712,1360,2143
80.93,0.883,3.225,4.263,2409,1,2.2,0.25,760,23.58,898,846,1200,2056
82.12,0.893,3.266,4.314,2723,36,2.16,0.27,822,20.74,831,791,1075,2303
81.0,0.853,3.266,4.263,2742,62,2.25,0.28,847,24.27,1009,784,1046,2161
82.12,0.927,3.243,4.326,2656,86,2.14,0.26,798,24.82,787,761,1254,2198
80.07,0.926,3.255,4.335,2618,30,2.16,0.26,786,22.98,832,822,1092,2254
80.2,0.926,3.225,4.306,2535,28,2.17,0.25,742,17.94,841,765,1281,2113
79.36,0.904,3.281,4.339,2368,10,2.14,0.27,824,20.73,799,755,1259,2187
81.68,0.918,3.27,4.341,2709,79,2.14,0.29,887,23.1,786,843,1186,2185
82.17,0.956,3.244,4.351,2964,106,2.12,0.24,732,23.57,750,799,1175,2276
81.25,0.936,3.21,4.307,2605,14,2.15,0.24,727,20.6,819,683,1322,2176
80.94,0.896,3.21,4.26,2531,60,2.19,0.24,715,20.57,866,820,1357,1957
79.3,0.886,3.189,4.223,2223,1,2.23,0.23,683,19.97,938,838,1386,1838
80.67,0.868,3.22,4.241,2713,10,2.15,0.24,736,21.76,784,941,1404,1871
80.84,0.857,3.269,4.272,2310,0,2.18,0.28,835,19.31,850,845,1250,2055
82.59,0.849,3.264,4.264,2675,0,2.17,0.27,806,22.04,808,953,1272,1967
81.95,0.933,3.223,4.32,2534,39,2.14,0.24,732,16.81,787,799,1318,2096
81.37,0.881,3.232,4.262,2476,25,2.21,0.24,726,16.31,913,793,1317,1977
80.41,0.95,3.224,4.324,2267,15,2.16,0.26,779,15.65,826,747,1307,2120
81.21,0.902,3.22,4.271,2853,60,2.16,0.25,758,21.6,842,720,1497,1941
80.56,0.887,3.245,4.288,2356,31,2.13,0.28,846,18.38,752,839,1443,1966
