gpu_usage,net_latency,comput_latency,ete_latency,successful,unsuccessful,energy,hmd_energy,services_on_hmds,exec,8k,4k,1440p,1080p
77.18,2.339,3.266,5.783,694,4265,2.05,0,0,1.07,740,194,563,3503
75.63,2.686,3.269,6.128,241,3141,1.95,0,0,0.56,553,212,372,3863
73.88,2.618,3.276,6.08,317,4050,1.91,0,0,0.75,483,166,410,3941
72.23,2.969,3.279,6.426,213,4547,1.84,0,0,0.85,352,176,360,4112
70.19,3.019,3.277,6.482,155,4049,1.83,0,0,0.57,328,236,166,4270
70.58,3.068,3.283,6.528,89,3983,1.81,0,0,0.65,291,255,245,4209
70.2,3.256,3.287,6.723,122,4381,1.77,0,0,0.68,226,178,167,4429
69.51,3.346,3.279,6.807,80,3951,1.78,0,0,0.58,257,139,140,4464
70.48,3.371,3.28,6.824,63,3982,1.76,0,0,0.66,219,88,194,4499
68.95,3.381,3.278,6.83,102,4135,1.8,0,0,0.6,293,127,205,4375
68.75,3.316,3.276,6.774,118,4188,1.8,0,0,0.83,294,144,216,4346
67.51,3.28,3.275,6.736,54,4017,1.76,0,0,0.58,200,212,217,4371
67.36,3.138,3.274,6.599,96,3980,1.79,0,0,0.59,264,150,192,4394
69.23,3.375,3.274,6.83,78,4226,1.78,0,0,0.62,240,187,179,4394
67.87,3.306,3.273,6.759,82,4062,1.81,0,0,0.55,314,149,192,4345
67.88,3.558,3.273,7.008,41,4333,1.73,0,0,0.63,166,114,177,4543
67.69,3.577,3.273,7.027,62,4148,1.75,0,0,0.56,206,143,89,4562
67.45,3.473,3.274,6.922,31,4372,1.8,0,0,0.67,294,174,133,4399
68.02,3.438,3.273,6.883,61,4546,1.8,0,0,0.6,276,176,177,4371
68.7,3.479,3.27,6.924,65,4107,1.78,0,0,0.58,255,163,319,4263
67.89,3.38,3.263,6.823,79,3893,1.77,0,0,0.51,237,164,227,4372
66.79,3.442,3.264,6.886,35,4322,1.77,0,0,0.66,237,113,332,4318
66.27,3.519,3.263,6.966,52,4357,1.78,0,0,0.62,264,97,212,4427
66.84,3.35,3.261,6.792,68,4240,1.83,0,0,0.58,340,200,254,4206
66.36,3.291,3.262,6.73,35,4233,1.77,0,0,0.66,227,197,233,4343
65.99,3.298,3.261,6.734,56,4066,1.79,0,0,0.51,275,132,224,4369
66.78,3.269,3.261,6.708,34,4523,1.79,0,0,0.7,255,199,285,4261
67.63,3.426,3.263,6.867,124,4566,1.75,0,0,0.79,212,88,221,4479
66.41,3.448,3.263,6.889,67,4402,1.75,0,0,0.78,207,126,107,4560
65.35,3.353,3.265,6.798,50,4451,1.77,0,0,0.7,253,70,183,4494
65.19,3.489,3.265,6.932,25,4257,1.79,0,0,0.68,295,76,98,4531
64.94,3.359,3.264,6.808,47,4449,1.83,0,0,0.6,364,36,234,4366
65.05,3.407,3.261,6.862,49,4241,1.74,0,0,0.51,191,85,240,4484
65.59,3.556,3.264,7.003,56,4566,1.74,0,0,0.66,170,146,185,4499
65.49,3.427,3.264,6.867,28,4687,1.8,0,0,0.8,287,159,91,4463
65.13,3.398,3.257,6.832,138,5125,1.83,0,0,0.95,340,148,159,4353
64.47,3.419,3.255,6.854,52,4217,1.78,0,0,0.58,267,31,164,4538
65.35,3.39,3.254,6.818,49,4042,1.8,0,0,0.61,307,96,171,4426
64.61,3.383,3.253,6.814,56,4132,1.79,0,0,0.54,272,149,178,4401
64.42,3.439,3.249,6.871,53,3861,1.79,0,0,0.5,275,106,113,4506
64.6,3.474,3.25,6.902,72,4611,1.77,0,0,0.71,240,107,191,4462
65.27,3.293,3.248,6.719,65,4179,1.78,0,0,0.71,250,98,319,4333
64.28,3.402,3.247,6.83,46,4802,1.76,0,0,0.71,204,180,231,4385
63.67,3.394,3.244,6.822,46,4334,1.76,0,0,0.58,216,117,190,4477
63.59,3.383,3.245,6.808,62,4724,1.78,0,0,0.59,246,174,181,4399
63.68,3.475,3.241,6.897,50,4619,1.81,0,0,0.62,303,181,136,4380
65.06,3.56,3.244,6.975,69,4634,1.76,0,0,0.76,209,152,127,4512
63.75,3.485,3.243,6.905,56,4647,1.76,0,0,0.6,222,93,200,4485
63.56,3.495,3.244,6.917,36,4640,1.73,0,0,0.72,168,65,141,4626
64.7,3.555,3.245,6.981,74,5019,1.76,0,0,0.77,237,61,158,4544
64.77,3.491,3.248,6.912,76,4723,1.77,0,0,0.61,246,37,187,4530
64.56,3.363,3.249,6.789,48,4325,1.77,0,0,0.63,235,96,169,4500
63.82,3.461,3.249,6.894,52,5135,1.73,0,0,0.7,175,36,244,4545
63.95,3.485,3.25,6.916,36,4554,1.76,0,0,0.63,221,110,213,4456
64.05,3.552,3.245,6.98,52,4625,1.76,0,0,0.84,228,102,141,4529
