gpu_usage,net_latency,comput_latency,ete_latency,successful,unsuccessful,energy,hmd_energy,services_on_hmds,exec,8k,4k,1440p,1080p
50.31,0.604,3.667,4.429,2212,85,2.17,0.3,548,3.92,543,265,806,1386
47.6,0.606,3.64,4.402,648,0,2.15,0.3,532,1.18,516,278,876,1330
45.39,0.613,3.59,4.359,399,0,2.17,0.29,526,0.56,534,303,868,1295
45.76,0.584,3.61,4.35,485,25,2.15,0.33,589,1.1,504,345,912,1239
45.19,0.581,3.606,4.347,312,2,2.15,0.31,561,0.65,511,335,899,1255
45.34,0.612,3.628,4.404,481,53,2.09,0.34,609,0.87,432,352,882,1334
44.11,0.613,3.615,4.391,277,23,2.09,0.35,625,0.59,429,413,900,1258
44.17,0.63,3.631,4.42,330,23,2.05,0.36,646,0.52,372,425,911,1292
44.35,0.587,3.635,4.373,392,8,2.1,0.37,674,0.68,442,397,884,1277
44.0,0.591,3.595,4.34,493,14,2.12,0.32,576,0.92,468,379,892,1261
44.13,0.595,3.588,4.339,568,3,2.15,0.3,542,0.81,488,432,853,1227
43.03,0.587,3.6,4.337,377,8,2.14,0.32,578,0.52,482,435,865,1218
42.46,0.573,3.575,4.303,498,22,2.15,0.32,585,0.84,492,432,885,1191
43.22,0.575,3.587,4.314,711,33,2.13,0.33,598,1.02,476,388,931,1205
43.55,0.6,3.552,4.31,412,0,2.13,0.31,554,0.89,471,399,901,1229
43.08,0.583,3.554,4.294,350,0,2.16,0.31,563,0.54,505,408,853,1234
43.53,0.574,3.544,4.279,338,21,2.15,0.31,552,0.65,503,368,943,1186
43.84,0.575,3.519,4.25,457,1,2.2,0.3,545,0.78,555,392,909,1144
43.62,0.592,3.523,4.267,576,35,2.24,0.32,582,0.85,599,383,808,1210
43.66,0.618,3.516,4.288,545,0,2.2,0.3,548,1.17,559,392,838,1211
42.55,0.617,3.518,4.292,371,17,2.21,0.29,520,0.65,565,394,777,1264
42.93,0.615,3.527,4.297,384,1,2.22,0.28,503,0.74,579,373,782,1266
42.54,0.619,3.541,4.317,341,1,2.17,0.29,515,0.64,522,400,797,1281
42.92,0.605,3.523,4.278,431,8,2.21,0.29,522,0.75,554,430,803,1213
42.3,0.602,3.54,4.295,474,5,2.17,0.28,506,0.95,524,384,856,1236
42.53,0.588,3.543,4.284,366,0,2.22,0.27,486,0.72,571,412,781,1236
41.57,0.579,3.537,4.266,302,0,2.24,0.27,487,0.71,598,398,777,1227
41.54,0.595,3.53,4.279,369,15,2.2,0.27,482,0.71,550,395,791,1264
41.43,0.591,3.516,4.261,509,0,2.22,0.26,466,0.96,578,398,789,1235
41.27,0.586,3.531,4.272,460,4,2.18,0.28,504,0.71,539,378,842,1241
41.43,0.607,3.513,4.278,485,0,2.19,0.26,478,1.04,548,337,854,1261
41.48,0.593,3.514,4.264,588,3,2.24,0.28,506,1.18,611,308,830,1251
41.86,0.616,3.523,4.295,317,3,2.18,0.28,513,0.48,551,296,885,1268
41.83,0.61,3.506,4.274,403,2,2.19,0.28,504,0.81,544,357,901,1198
41.3,0.614,3.521,4.293,426,1,2.17,0.29,517,0.83,521,364,918,1197
42.25,0.613,3.507,4.278,499,7,2.17,0.29,515,0.85,514,404,892,1190
41.82,0.608,3.504,4.268,490,11,2.16,0.29,514,0.86,498,461,894,1147
42.39,0.603,3.517,4.273,387,17,2.18,0.31,553,0.73,528,399,900,1173
42.56,0.587,3.519,4.257,435,6,2.22,0.31,564,0.7,577,394,863,1166
42.34,0.614,3.513,4.283,572,26,2.21,0.3,545,0.96,560,387,865,1188
42.03,0.597,3.53,4.285,492,34,2.21,0.3,551,0.72,569,389,829,1213
42.11,0.616,3.498,4.278,353,13,2.22,0.27,479,0.65,579,368,879,1174
41.14,0.615,3.496,4.268,358,7,2.23,0.28,511,0.79,585,403,851,1161
41.56,0.592,3.524,4.271,460,0,2.26,0.31,554,0.8,619,385,850,1146
42.59,0.586,3.556,4.296,562,12,2.2,0.32,583,0.93,558,337,925,1180
42.48,0.592,3.554,4.302,504,1,2.16,0.31,560,0.75,504,400,902,1194
42.26,0.586,3.526,4.271,542,21,2.18,0.29,525,1.0,519,457,842,1182
41.48,0.581,3.525,4.262,523,11,2.2,0.29,533,0.79,537,473,800,1190
41.83,0.569,3.514,4.237,415,23,2.24,0.29,533,0.77,600,415,794,1191
41.81,0.566,3.521,4.244,336,7,2.23,0.28,510,0.51,577,443,791,1189
41.0,0.579,3.492,4.228,504,3,2.24,0.27,492,0.83,587,459,849,1105
