gpu_usage,net_latency,comput_latency,ete_latency,successful,unsuccessful,energy,hmd_energy,services_on_hmds,exec,8k,4k,1440p,1080p
49.25,0.903,3.814,4.883,1323,1814,1.92,0.26,470,4.57,275,198,514,2013
47.82,0.883,3.827,4.872,398,883,1.91,0.26,470,1.5,267,201,456,2076
46.81,0.876,3.827,4.864,233,674,1.9,0.26,470,0.97,249,263,440,2048
46.67,0.837,3.781,4.783,353,1001,1.95,0.26,470,1.29,295,307,500,1898
46.23,0.813,3.773,4.752,177,755,2.0,0.26,470,0.95,345,320,453,1882
45.92,0.884,3.79,4.853,304,946,1.94,0.26,470,1.18,283,297,501,1919
45.07,0.849,3.815,4.839,219,790,1.94,0.26,470,0.88,277,368,432,1923
45.25,0.867,3.827,4.869,272,752,1.9,0.26,470,0.93,223,365,449,1963
45.12,0.85,3.83,4.845,288,868,1.94,0.26,470,0.93,275,352,453,1920
45.04,0.847,3.816,4.83,394,846,1.95,0.26,470,1.34,294,291,446,1969
45.55,0.791,3.828,4.783,359,858,2.02,0.26,470,1.46,371,305,433,1891
44.61,0.766,3.801,4.73,253,690,2.01,0.26,470,0.82,357,325,492,1826
43.85,0.813,3.784,4.765,317,904,1.96,0.26,470,1.28,301,314,488,1897
43.83,0.824,3.778,4.769,476,986,1.96,0.26,470,1.57,310,283,508,1899
43.73,0.812,3.799,4.779,254,1117,1.93,0.26,470,1.28,273,281,540,1906
45.09,0.798,3.795,4.763,262,823,1.97,0.26,470,0.94,319,261,555,1865
45.12,0.792,3.787,4.747,233,911,1.98,0.26,470,0.92,333,256,569,1842
45.82,0.778,3.766,4.707,381,959,2.0,0.26,470,1.38,356,271,601,1772
45.64,0.766,3.793,4.714,329,1063,2.0,0.26,470,1.55,345,305,616,1734
45.74,0.785,3.787,4.731,451,1087,2.0,0.26,470,1.81,358,282,577,1783
45.17,0.821,3.776,4.756,247,859,1.95,0.26,470,0.94,304,264,589,1843
44.84,0.797,3.795,4.748,228,931,1.98,0.26,470,0.93,339,245,523,1893
44.95,0.801,3.789,4.751,287,768,1.97,0.26,470,0.9,323,251,495,1931
45.62,0.78,3.801,4.737,303,877,2.0,0.26,470,1.18,357,278,463,1902
44.91,0.796,3.804,4.757,255,983,1.97,0.26,470,1.27,319,271,464,1946
44.99,0.804,3.813,4.776,220,1029,1.99,0.26,470,1.23,343,269,466,1922
44.42,0.773,3.823,4.754,199,865,2.02,0.26,470,0.77,379,287,462,1872
44.74,0.758,3.815,4.734,237,966,2.01,0.26,470,1.2,364,311,457,1868
43.68,0.761,3.806,4.724,321,1018,2.01,0.26,470,1.28,368,298,487,1847
44.07,0.784,3.831,4.774,269,941,1.94,0.26,470,1.06,286,304,529,1881
44.85,0.796,3.807,4.764,313,1128,1.97,0.26,470,1.54,322,305,485,1888
44.95,0.763,3.794,4.716,577,1096,2.03,0.26,470,1.56,387,295,484,1834
44.73,0.777,3.8,4.738,154,843,1.97,0.26,470,0.83,317,307,538,1838
45.25,0.769,3.791,4.719,259,932,1.99,0.26,470,1.3,335,354,515,1796
44.48,0.767,3.794,4.72,260,974,2.02,0.26,470,1.14,370,343,471,1816
44.68,0.733,3.789,4.682,338,1081,2.03,0.26,470,1.44,371,376,445,1808
44.14,0.736,3.794,4.689,234,981,2.02,0.26,470,1.1,358,373,420,1849
44.82,0.742,3.8,4.699,234,938,2.01,0.26,470,1.0,352,387,447,1814
44.88,0.75,3.794,4.7,333,916,2.01,0.26,470,1.1,351,388,490,1771
44.81,0.789,3.796,4.746,342,1081,1.98,0.26,470,1.41,310,384,462,1844
44.22,0.776,3.791,4.731,322,967,1.98,0.26,470,1.23,319,376,468,1837
44.65,0.775,3.781,4.72,255,1019,2.0,0.26,470,1.24,342,344,486,1828
43.86,0.787,3.769,4.718,231,829,2.02,0.26,470,1.13,358,364,492,1786
44.19,0.773,3.805,4.74,331,886,1.99,0.26,470,1.17,327,409,451,1813
45.05,0.787,3.805,4.753,389,1129,2.0,0.26,470,1.36,345,326,509,1820
45.01,0.779,3.809,4.752,323,841,1.99,0.26,470,1.22,332,326,464,1878
45.49,0.773,3.796,4.731,413,887,2.02,0.26,470,1.31,377,303,483,1837
44.51,0.793,3.781,4.734,284,1021,1.99,0.26,470,1.52,342,277,567,1814
44.62,0.789,3.777,4.725,238,868,1.99,0.26,470,1.05,343,276,562,1819
44.4,0.783,3.78,4.724,166,769,1.98,0.26,470,0.77,335,276,576,1813
44.42,0.785,3.794,4.74,321,1059,1.99,0.26,470,1.3,333,320,572,1775
45.4,0.834,3.806,4.801,334,917,1.93,0.26,470,1.24,264,361,483,1892
46.02,0.812,3.81,4.778,488,952,1.96,0.26,470,1.61,298,380,470,1852
46.23,0.816,3.817,4.789,320,802,1.97,0.26,470,1.05,315,346,439,1900
45.71,0.82,3.801,4.782,203,738,1.96,0.26,470,0.76,303,343,458,1896
45.49,0.834,3.805,4.806,316,786,1.95,0.26,470,1.19,288,335,468,1909
46.17,0.806,3.804,4.78,481,1084,1.99,0.26,470,2.04,330,342,541,1787
45.8,0.806,3.815,4.786,324,932,2.02,0.26,470,1.34,368,321,528,1783
45.35,0.772,3.812,4.746,286,893,2.07,0.26,470,1.03,421,326,497,1756
44.93,0.817,3.825,4.803,297,1102,2.0,0.26,470,1.4,341,353,438,1868
44.9,0.789,3.808,4.76,459,858,2.0,0.26,470,1.59,345,323,434,1898
44.14,0.782,3.819,4.762,290,889,2.0,0.26,470,1.02,340,359,407,1894
44.04,0.796,3.833,4.787,351,865,1.97,0.26,470,1.33,316,318,442,1924
44.74,0.793,3.837,4.79,273,866,1.96,0.26,470,1.13,299,331,485,1885
45.9,0.788,3.837,4.784,425,976,1.97,0.26,470,1.48,320,313,517,1850
45.87,0.772,3.814,4.747,420,833,2.0,0.26,470,1.27,343,326,508,1823
44.3,0.764,3.822,4.745,237,830,2.02,0.26,470,1.22,366,335,466,1833
44.62,0.777,3.834,4.773,399,1166,2.01,0.26,470,2.06,370,280,452,1898
45.04,0.791,3.833,4.79,262,944,2.04,0.26,470,1.12,405,257,458,1880
45.2,0.81,3.847,4.826,250,860,2.0,0.26,470,1.08,369,218,507,1906
44.82,0.829,3.828,4.831,181,854,1.97,0.26,470,0.99,331,223,531,1915
44.87,0.834,3.836,4.842,312,935,1.96,0.26,470,1.33,311,251,486,1952
44.2,0.818,3.833,4.816,193,1010,2.02,0.26,470,1.06,375,292,392,1941
44.33,0.759,3.831,4.749,381,904,2.04,0.26,470,1.29,392,314,446,1848
45.01,0.786,3.829,4.776,219,858,2.03,0.26,470,1.1,397,268,438,1897
43.93,0.786,3.843,4.786,337,947,2.08,0.26,470,1.53,443,286,356,1915
45.37,0.825,3.826,4.817,330,863,2.03,0.26,470,1.22,387,286,395,1932
44.35,0.789,3.821,4.776,260,873,2.01,0.26,470,0.93,369,288,437,1906
44.54,0.829,3.82,4.821,288,916,1.97,0.26,470,1.03,314,299,477,1910
