gpu_usage,net_latency,comput_latency,ete_latency,successful,unsuccessful,energy,hmd_energy,services_on_hmds,exec,8k,4k,1440p,1080p
92.12,1.34,3.667,5.209,588,5024,1.85,0.17,626,1.45,345,799,733,4123
90.24,1.392,3.67,5.259,96,3994,1.92,0.17,626,0.75,559,446,785,4210
88.98,1.636,3.672,5.502,70,5003,1.81,0.17,626,0.94,316,428,524,4732
88.04,1.777,3.683,5.65,169,5122,1.8,0.17,626,1.23,297,352,610,4741
87.09,1.785,3.691,5.68,86,5068,1.8,0.17,626,0.91,318,330,512,4840
88.21,1.822,3.695,5.712,109,4726,1.8,0.17,626,1.05,323,287,580,4810
87.13,1.869,3.699,5.763,56,5635,1.73,0.17,626,1.25,130,362,868,4640
86.3,1.879,3.703,5.784,58,5740,1.71,0.17,626,1.13,120,324,542,5014
85.5,1.809,3.706,5.703,58,4848,1.79,0.17,626,0.98,279,356,577,4788
86.08,1.827,3.706,5.724,78,4955,1.81,0.17,626,0.95,338,244,637,4781
86.35,1.912,3.708,5.829,46,5142,1.75,0.17,626,1.09,192,338,572,4898
86.71,2.035,3.707,5.941,48,5484,1.77,0.17,626,1.16,259,255,522,4964
85.38,1.962,3.711,5.866,80,5403,1.79,0.17,626,1.08,273,375,610,4742
84.95,1.948,3.712,5.863,44,5562,1.73,0.17,626,0.96,159,342,545,4954
85.67,1.951,3.716,5.861,57,5409,1.78,0.17,626,1.13,245,453,486,4816
85.11,1.989,3.714,5.899,22,5477,1.83,0.17,626,0.88,389,219,584,4808
84.31,1.948,3.714,5.859,25,5251,1.83,0.17,626,0.89,410,221,451,4918
84.52,2.073,3.716,5.99,33,5331,1.75,0.17,626,0.85,213,222,410,5155
85.66,2.154,3.718,6.08,47,4730,1.75,0.17,626,0.69,222,252,280,5246
83.84,2.101,3.72,6.033,63,5375,1.76,0.17,626,0.93,223,272,481,5024
83.85,1.986,3.719,5.9,41,5157,1.74,0.17,626,1.07,189,277,593,4941
84.0,2.004,3.718,5.911,72,5515,1.78,0.17,626,1.03,295,173,588,4944
84.22,2.097,3.717,6.011,67,5402,1.77,0.17,626,1.04,253,247,468,5032
83.85,2.065,3.719,5.986,19,5340,1.74,0.17,626,1.02,182,267,551,5000
83.36,2.063,3.719,5.987,40,5501,1.75,0.17,626,0.9,211,204,607,4978
84.56,2.024,3.72,5.936,39,4838,1.78,0.17,626,0.96,284,193,459,5064
84.06,2.123,3.722,6.05,39,5571,1.74,0.17,626,1.1,196,295,395,5114
84.36,1.961,3.718,5.871,31,5518,1.76,0.17,626,0.99,233,257,398,5112
84.18,1.991,3.716,5.902,27,4953,1.78,0.17,626,0.97,283,256,456,5005
84.85,1.924,3.717,5.83,50,5764,1.79,0.17,626,1.16,290,253,634,4823
83.48,2.01,3.715,5.926,74,4922,1.76,0.17,626,0.9,234,253,479,5034
84.03,1.906,3.714,5.813,58,5400,1.78,0.17,626,1.13,287,175,595,4943
83.72,1.93,3.714,5.843,53,5205,1.75,0.17,626,0.96,217,197,585,5001
83.26,1.887,3.715,5.799,64,5662,1.77,0.17,626,0.98,244,244,825,4687
84.08,1.993,3.712,5.907,60,5645,1.72,0.17,626,0.91,155,253,523,5069
84.37,2.054,3.716,5.965,30,5180,1.77,0.17,626,0.82,296,98,434,5172
82.56,1.999,3.716,5.913,26,5739,1.7,0.17,626,1.12,97,233,532,5138
82.23,1.998,3.715,5.909,32,5782,1.75,0.17,626,1.13,217,175,528,5080
83.67,1.982,3.715,5.896,38,5388,1.75,0.17,626,1.17,218,251,548,4983
83.37,1.942,3.719,5.862,29,5299,1.75,0.17,626,0.9,214,237,519,5030
84.15,1.945,3.717,5.876,40,5222,1.75,0.17,626,0.98,206,322,566,4906
83.68,2.004,3.716,5.931,47,5337,1.73,0.17,626,1.04,178,217,543,5062
82.55,1.931,3.714,5.843,54,5091,1.72,0.17,626,0.87,144,226,636,4994
82.56,1.811,3.714,5.724,39,5119,1.76,0.17,626,1.03,203,395,654,4748
82.52,1.897,3.715,5.814,42,5503,1.74,0.17,626,1.1,209,189,586,5016
84.08,1.933,3.715,5.833,20,5809,1.8,0.17,626,1.29,305,336,343,5016
82.8,2.079,3.715,5.985,53,5585,1.72,0.17,626,1.03,151,264,543,5042
82.79,2.033,3.719,5.949,27,5434,1.74,0.17,626,0.86,180,313,369,5138
82.25,2.039,3.72,5.958,59,5757,1.72,0.17,626,1.01,151,240,389,5220
81.86,2.084,3.72,6.002,33,5445,1.71,0.17,626,0.99,138,144,474,5244
80.7,2.025,3.72,5.952,62,5610,1.72,0.17,626,1.12,131,275,588,5006
82.07,1.997,3.721,5.914,31,5859,1.74,0.17,626,1.0,167,350,592,4891
81.86,1.992,3.723,5.909,15,5779,1.78,0.17,626,0.93,276,251,452,5021
82.51,2.046,3.721,5.967,28,5667,1.77,0.17,626,1.08,244,296,355,5105
82.54,2.035,3.722,5.959,30,5452,1.73,0.17,626,1.06,151,316,508,5025
82.46,2.023,3.722,5.943,39,5550,1.72,0.17,626,1.02,116,376,420,5088
82.18,2.03,3.72,5.946,41,5135,1.73,0.17,626,0.86,157,347,467,5029
81.86,2.052,3.721,5.975,14,5478,1.72,0.17,626,0.99,134,279,450,5137
81.7,2.036,3.72,5.962,26,5097,1.74,0.17,626,0.84,188,262,491,5059
