gpu_usage,net_latency,comput_latency,ete_latency,successful,unsuccessful,energy,hmd_energy,services_on_hmds,exec,8k,4k,1440p,1080p
94.92,0.762,3.522,4.476,2971,177,2.12,0.26,938,21.84,836,1276,1252,2636
92.6,0.727,3.557,4.459,2813,129,2.11,0.31,1140,17.28,863,1052,1390,2695
91.1,0.722,3.562,4.461,2442,133,2.15,0.31,1113,15.15,961,1026,1206,2807
92.0,0.733,3.539,4.455,2255,202,2.11,0.28,1010,16.82,851,1074,1358,2717
91.9,0.699,3.56,4.447,2698,164,2.15,0.28,1034,21.29,978,988,1186,2848
92.83,0.728,3.552,4.465,3172,202,2.08,0.29,1040,22.19,774,1203,1184,2839
92.81,0.701,3.531,4.414,2976,147,2.15,0.28,1000,19.35,935,1093,1398,2574
91.93,0.749,3.54,4.466,2436,141,2.13,0.29,1074,16.54,913,1006,1236,2845
90.77,0.738,3.532,4.447,2317,149,2.15,0.28,1031,15.03,965,994,1284,2757
91.32,0.739,3.573,4.494,2164,143,2.1,0.31,1126,18.16,853,932,1329,2886
91.93,0.712,3.575,4.477,2825,157,2.12,0.27,999,22.24,886,997,1313,2804
93.5,0.672,3.621,4.463,3022,126,2.13,0.34,1222,22.68,912,1072,1214,2802
93.41,0.712,3.585,4.478,2896,98,2.12,0.31,1132,21.18,879,1025,1320,2776
93.04,0.724,3.629,4.535,2703,102,2.04,0.3,1086,15.52,697,1034,1338,2931
93.59,0.699,3.614,4.489,2703,221,2.11,0.34,1223,18.11,876,939,1261,2924
93.39,0.729,3.609,4.515,2722,154,2.07,0.3,1075,18.15,776,982,1339,2903
92.83,0.673,3.603,4.45,3110,100,2.16,0.3,1091,20.0,991,1015,1166,2828
94.25,0.691,3.618,4.496,2735,106,2.09,0.3,1098,15.57,829,1038,1167,2966
95.29,0.671,3.659,4.511,2444,164,2.09,0.34,1246,14.93,828,1046,1140,2986
93.11,0.706,3.593,4.491,2397,100,2.11,0.3,1076,15.68,860,1090,1244,2806
92.62,0.709,3.599,4.481,2439,87,2.12,0.31,1116,15.29,890,1070,1141,2899
92.99,0.7,3.656,4.526,2563,122,2.12,0.34,1229,19.0,912,919,1184,2985
92.39,0.7,3.625,4.499,2433,113,2.11,0.34,1227,16.21,869,1049,1213,2869
91.51,0.652,3.566,4.399,2585,110,2.18,0.31,1118,16.83,1025,1083,1244,2648
91.89,0.686,3.556,4.42,2983,110,2.12,0.28,1025,20.06,846,1240,1132,2782
92.75,0.706,3.559,4.449,2976,165,2.09,0.27,983,14.94,805,1118,1196,2881
91.88,0.711,3.6,4.496,2019,156,2.05,0.3,1089,15.61,733,1080,1264,2923
91.99,0.706,3.607,4.491,2303,168,2.06,0.31,1139,13.68,751,1060,1321,2868
92.31,0.679,3.645,4.492,2551,240,2.07,0.35,1290,17.54,775,999,1322,2904
95.11,0.63,3.643,4.448,3061,175,2.13,0.36,1322,15.26,883,1184,1227,2706
93.77,0.685,3.579,4.448,2479,153,2.12,0.29,1061,16.27,872,1103,1198,2827
94.58,0.666,3.576,4.419,2954,111,2.18,0.31,1125,18.05,987,1195,1169,2649
92.39,0.738,3.562,4.485,2269,80,2.13,0.28,1027,17.71,911,1019,1142,2928
93.27,0.692,3.58,4.449,3096,144,2.13,0.3,1082,22.39,896,1102,1217,2785
95.09,0.657,3.641,4.47,3032,87,2.12,0.33,1222,19.65,876,1176,1061,2887
95.2,0.675,3.601,4.449,2601,159,2.11,0.29,1074,18.31,877,946,1434,2743
93.37,0.716,3.613,4.507,2494,106,2.09,0.31,1118,15.05,838,925,1323,2914
92.99,0.738,3.567,4.482,2411,99,2.12,0.3,1090,15.22,887,1054,1151,2908
92.9,0.736,3.577,4.493,2596,127,2.1,0.29,1058,16.68,846,972,1252,2930
92.58,0.72,3.531,4.439,3012,48,2.13,0.27,983,22.68,913,1012,1271,2804
93.25,0.687,3.589,4.466,2670,41,2.13,0.3,1108,18.22,890,1118,1264,2728
93.84,0.681,3.569,4.441,2745,110,2.13,0.29,1072,18.98,897,1087,1323,2693
92.37,0.703,3.614,4.497,2535,114,2.11,0.31,1120,18.81,866,1041,1201,2892
93.57,0.663,3.611,4.447,2718,115,2.12,0.31,1128,18.58,891,1021,1318,2770
93.56,0.706,3.608,4.499,2278,133,2.08,0.3,1099,18.79,828,903,1428,2841
94.06,0.746,3.573,4.49,2641,94,2.12,0.3,1078,17.82,900,1043,1160,2897
93.71,0.686,3.587,4.446,2774,150,2.14,0.32,1175,18.99,938,1058,1246,2758
93.96,0.664,3.569,4.41,2944,115,2.18,0.3,1077,19.54,1003,1170,1180,2647
92.9,0.734,3.59,4.51,2739,242,2.07,0.3,1105,17.24,799,911,1371,2919
91.03,0.742,3.597,4.524,2167,170,2.08,0.3,1095,15.53,798,984,1301,2917
90.42,0.656,3.635,4.473,2907,205,2.1,0.34,1251,18.6,843,1013,1356,2788
92.63,0.676,3.563,4.422,2808,96,2.18,0.29,1038,17.12,1043,973,1337,2647
93.1,0.675,3.599,4.448,2756,125,2.11,0.32,1167,19.61,879,1010,1372,2739
94.47,0.689,3.584,4.452,2613,265,2.14,0.3,1095,17.52,944,997,1068,2991
93.73,0.692,3.635,4.501,2146,73,2.11,0.34,1250,16.48,878,921,1212,2989
94.97,0.718,3.667,4.562,2694,232,2.04,0.34,1235,17.89,708,1080,1112,3100
94.91,0.678,3.674,4.522,2683,78,2.08,0.36,1319,16.15,805,1086,1073,3036
94.37,0.658,3.648,4.49,2465,193,2.08,0.32,1175,14.86,790,1156,1132,2922
94.37,0.671,3.575,4.423,2697,121,2.13,0.3,1099,18.82,886,1163,1287,2664
93.93,0.713,3.587,4.487,2958,171,2.11,0.3,1080,20.82,868,1075,1079,2978
95.06,0.685,3.64,4.502,3021,231,2.12,0.32,1185,22.78,892,1071,1036,3001
94.68,0.695,3.635,4.501,2559,87,2.13,0.32,1169,19.71,909,1072,1078,2941
93.33,0.687,3.581,4.434,2305,128,2.18,0.3,1108,16.83,1025,1032,1161,2782
91.61,0.71,3.536,4.427,2263,255,2.15,0.28,1000,14.65,936,1141,1283,2640
91.61,0.719,3.529,4.43,2827,110,2.12,0.26,965,17.79,880,1129,1232,2759
91.61,0.705,3.556,4.439,3028,129,2.12,0.3,1082,16.45,886,1095,1291,2728
92.01,0.71,3.578,4.464,2702,166,2.09,0.32,1151,16.28,826,1056,1278,2840
93.11,0.695,3.588,4.459,3018,138,2.1,0.32,1152,19.66,843,1058,1319,2780
93.69,0.667,3.594,4.436,2803,183,2.11,0.34,1223,20.03,856,1041,1382,2721
93.29,0.698,3.574,4.452,2864,144,2.11,0.3,1102,20.34,843,1135,1248,2774
91.45,0.705,3.593,4.482,2823,207,2.1,0.3,1109,19.93,842,1037,1296,2825
92.24,0.702,3.589,4.476,2516,156,2.07,0.3,1076,17.45,740,1247,1267,2746
91.72,0.701,3.551,4.435,2772,94,2.09,0.26,935,16.07,787,1249,1285,2679
91.25,0.705,3.54,4.425,2405,92,2.13,0.25,908,13.97,902,1088,1351,2659
90.79,0.71,3.596,4.489,2672,116,2.16,0.31,1117,20.12,1011,890,1200,2899
90.84,0.699,3.609,4.484,2545,195,2.1,0.32,1147,16.85,847,991,1362,2800
91.2,0.696,3.562,4.435,2983,70,2.14,0.3,1076,20.58,949,961,1301,2789
91.94,0.707,3.622,4.506,2718,174,2.14,0.32,1176,19.89,954,946,1172,2928
91.49,0.743,3.608,4.529,2155,164,2.07,0.29,1045,16.68,768,1015,1296,2921
91.21,0.694,3.611,4.478,2451,121,2.12,0.31,1129,18.02,892,1054,1310,2744
91.51,0.69,3.603,4.469,3105,201,2.1,0.32,1173,23.3,836,1040,1314,2810
92.55,0.677,3.609,4.462,2637,154,2.16,0.32,1183,17.45,978,1027,1149,2846
92.36,0.692,3.58,4.446,2478,134,2.13,0.3,1074,14.09,877,1189,1149,2785
93.12,0.652,3.614,4.44,2464,107,2.12,0.33,1184,15.18,879,1118,1239,2764
92.99,0.706,3.605,4.487,2110,116,2.06,0.32,1148,17.76,760,1056,1231,2953
93.04,0.692,3.561,4.434,2783,145,2.14,0.29,1066,17.3,918,1066,1269,2747
92.92,0.681,3.546,4.4,2971,163,2.18,0.32,1177,21.8,1014,1045,1300,2641
92.96,0.7,3.577,4.456,2702,73,2.15,0.3,1102,19.09,933,1110,1267,2690
92.54,0.693,3.615,4.491,2954,203,2.05,0.32,1176,20.96,712,1151,1370,2767
93.83,0.694,3.611,4.484,2662,138,2.1,0.34,1237,17.55,830,1121,1224,2825
94.52,0.681,3.588,4.451,2571,164,2.19,0.33,1203,16.69,1053,1045,1030,2872
94.02,0.699,3.58,4.46,2382,115,2.11,0.33,1208,15.48,848,1117,1263,2772
93.15,0.741,3.633,4.558,2502,204,2.02,0.35,1263,17.82,662,1039,1168,3131
92.87,0.693,3.613,4.487,2899,168,2.09,0.3,1107,17.6,834,966,1255,2945
94.08,0.638,3.692,4.502,2719,204,2.11,0.38,1370,15.47,872,993,1123,3012
94.02,0.692,3.665,4.529,2520,330,2.05,0.37,1347,19.09,728,1094,1206,2972
93.23,0.688,3.64,4.501,2607,269,2.08,0.35,1265,19.46,784,1090,1312,2814
93.13,0.686,3.616,4.494,2916,170,2.06,0.3,1103,19.37,729,1154,1205,2912
92.58,0.69,3.575,4.449,2481,146,2.11,0.29,1070,17.06,868,1029,1279,2824
93.64,0.697,3.588,4.465,2883,183,2.08,0.31,1130,19.04,779,1151,1188,2882
94.12,0.732,3.662,4.563,2114,101,2.02,0.37,1354,13.38,674,953,1353,3020
93.39,0.71,3.613,4.501,2360,176,2.03,0.33,1195,15.75,685,1071,1415,2829
93.63,0.728,3.589,4.496,2379,165,2.13,0.29,1070,19.41,956,861,1235,2948
92.89,0.723,3.591,4.497,2786,56,2.1,0.29,1059,20.6,858,1004,1244,2894
92.55,0.696,3.608,4.487,2435,21,2.08,0.32,1172,12.65,791,1133,1302,2774
91.49,0.718,3.628,4.519,2651,96,2.07,0.32,1180,13.13,771,1053,1270,2906
93.33,0.699,3.633,4.51,2810,141,2.07,0.31,1146,19.44,758,1085,1266,2891
94.32,0.667,3.627,4.462,2705,184,2.15,0.33,1218,20.92,947,1083,1242,2728
93.33,0.673,3.576,4.421,3110,166,2.16,0.27,994,21.7,957,1207,1162,2674
93.8,0.656,3.575,4.406,2769,83,2.16,0.29,1036,15.96,959,1103,1308,2630
93.36,0.707,3.634,4.516,2419,153,2.05,0.33,1185,20.93,728,1001,1239,3032
94.72,0.708,3.624,4.52,2862,125,2.06,0.27,994,19.86,739,1084,1238,2939
96.08,0.698,3.639,4.513,3034,46,2.06,0.31,1129,19.29,737,1106,1123,3034
96.16,0.684,3.631,4.488,2846,149,2.07,0.33,1212,16.55,780,1051,1118,3051
94.86,0.689,3.639,4.5,2590,71,2.05,0.33,1214,13.98,718,1142,1195,2945
94.07,0.675,3.639,4.495,2047,124,2.06,0.33,1214,13.99,716,1171,1388,2725
93.53,0.667,3.644,4.489,2410,196,2.08,0.33,1185,18.02,806,993,1397,2804
93.42,0.68,3.55,4.408,2166,105,2.15,0.28,1000,17.12,945,1094,1427,2534
93.24,0.698,3.591,4.471,2847,113,2.1,0.32,1153,17.06,833,1090,1278,2799
