gpu_usage,net_latency,comput_latency,ete_latency,successful,unsuccessful,energy,hmd_energy,services_on_hmds,exec,8k,4k,1440p,1080p
56.63,1.023,3.341,4.564,1157,1011,2.12,0,0,6.11,487,778,472,1763
55.14,1.092,3.333,4.626,936,960,2.08,0,0,6.48,462,628,535,1875
55.11,1.112,3.367,4.676,830,949,2.05,0,0,5.47,440,567,492,2001
54.93,1.065,3.404,4.664,890,852,2.07,0,0,4.81,469,550,477,2004
55.25,1.044,3.39,4.632,934,928,2.15,0,0,5.19,579,500,462,1959
55.5,1.039,3.406,4.641,914,957,2.14,0,0,4.53,580,484,433,2003
55.01,1.043,3.392,4.638,638,894,2.15,0,0,4.47,577,535,433,1955
55.93,1.062,3.406,4.67,1081,852,2.1,0,0,5.88,527,455,495,2023
55.21,1.092,3.371,4.659,1099,900,2.08,0,0,5.49,500,487,451,2062
55.33,1.044,3.396,4.645,1031,865,2.09,0,0,4.64,508,464,588,1940
56.71,1.128,3.381,4.71,1259,841,2.04,0,0,5.39,431,514,658,1897
56.71,1.155,3.427,4.781,1275,969,2.04,0,0,6.52,448,457,541,2054
55.94,1.142,3.427,4.767,1097,793,2.0,0,0,4.79,393,470,563,2074
55.1,1.128,3.425,4.748,1053,866,2.02,0,0,5.14,413,455,640,1992
54.33,1.103,3.411,4.71,871,980,2.0,0,0,4.54,388,466,685,1961
54.15,1.123,3.371,4.694,952,866,2.07,0,0,4.91,488,448,627,1937
55.66,1.091,3.36,4.65,1033,822,2.06,0,0,5.32,462,523,624,1891
56.05,1.145,3.36,4.716,871,846,2.06,0,0,4.77,468,447,557,2028
56.02,1.206,3.364,4.785,965,813,2.06,0,0,4.56,468,471,529,2032
54.88,1.171,3.375,4.761,830,793,2.09,0,0,4.3,504,507,473,2016
55.78,1.154,3.34,4.708,739,841,2.12,0,0,3.7,549,457,555,1939
55.23,1.169,3.367,4.748,880,891,2.08,0,0,4.73,496,471,563,1970
54.85,1.118,3.35,4.679,882,759,2.12,0,0,4.31,535,507,587,1871
54.52,1.088,3.335,4.627,1028,946,2.12,0,0,4.56,539,519,545,1897
54.39,1.12,3.351,4.668,851,894,2.16,0,0,4.36,609,429,504,1958
54.65,1.05,3.394,4.639,956,822,2.17,0,0,4.99,617,456,535,1892
56.03,1.049,3.409,4.66,1152,905,2.08,0,0,5.78,487,482,590,1941
56.26,1.024,3.391,4.619,984,831,2.11,0,0,4.98,526,546,496,1932
56.24,1.053,3.388,4.641,1217,852,2.11,0,0,6.02,514,549,531,1906
55.37,1.035,3.389,4.617,963,749,2.11,0,0,4.49,525,500,542,1933
55.11,1.017,3.426,4.633,913,799,2.09,0,0,4.81,505,463,583,1949
55.78,1.065,3.387,4.645,834,796,2.08,0,0,4.67,478,560,454,2008
54.82,1.041,3.36,4.601,745,840,2.12,0,0,3.88,531,581,365,2023
55.69,1.088,3.418,4.706,1029,910,2.04,0,0,5.91,440,479,480,2101
55.38,1.09,3.4,4.686,912,833,2.03,0,0,4.86,419,513,563,2005
56.46,1.137,3.41,4.746,839,825,2.01,0,0,4.5,397,526,462,2115
57.0,1.11,3.406,4.718,912,778,2.05,0,0,4.46,444,521,438,2097
57.34,1.076,3.366,4.65,1112,908,2.12,0,0,6.36,530,559,528,1883
56.13,1.051,3.347,4.606,1022,740,2.15,0,0,5.57,576,513,533,1878
55.26,1.049,3.375,4.626,1019,825,2.12,0,0,5.22,542,492,506,1960
55.74,1.048,3.351,4.599,887,982,2.11,0,0,5.08,528,540,553,1879
56.2,1.047,3.379,4.622,1058,839,2.11,0,0,5.38,528,542,520,1910
56.06,1.062,3.347,4.605,1089,895,2.17,0,0,4.82,613,460,553,1874
56.55,1.039,3.363,4.598,1158,718,2.16,0,0,4.61,596,492,545,1867
56.52,1.103,3.371,4.675,915,864,2.1,0,0,4.41,524,441,579,1956
55.6,1.104,3.376,4.682,950,921,2.11,0,0,4.58,538,466,503,1993
55.86,1.15,3.387,4.741,1041,846,2.08,0,0,4.54,498,464,471,2067
56.03,1.1,3.345,4.652,970,865,2.09,0,0,5.53,515,455,570,1960
56.43,1.11,3.394,4.709,1264,991,2.05,0,0,6.9,462,443,511,2084
56.58,1.11,3.366,4.68,1010,817,2.03,0,0,4.49,424,467,538,2071
56.28,1.051,3.389,4.643,953,791,2.04,0,0,4.05,431,511,604,1954
57.4,1.071,3.392,4.661,1169,858,2.02,0,0,5.26,410,491,648,1951
55.43,1.021,3.382,4.605,1162,921,2.12,0,0,6.9,544,505,552,1899
55.84,1.05,3.402,4.649,1006,860,2.13,0,0,4.5,570,434,427,2069
55.19,1.081,3.381,4.656,776,1072,2.08,0,0,4.63,491,467,519,2023
55.01,1.086,3.407,4.681,1016,839,2.05,0,0,4.58,458,489,501,2052
55.39,1.156,3.446,4.792,752,882,2.02,0,0,4.88,428,440,484,2148
55.96,1.188,3.441,4.821,1084,1014,2.02,0,0,5.38,416,462,449,2173
56.23,1.179,3.42,4.792,1056,971,2.06,0,0,5.98,475,446,421,2158
56.63,1.218,3.407,4.819,1096,976,1.98,0,0,5.39,378,430,476,2216
56.15,1.105,3.409,4.708,755,868,2.07,0,0,3.6,494,429,582,1995
55.34,1.135,3.412,4.739,887,828,2.04,0,0,4.31,441,474,470,2115
56.21,1.121,3.398,4.714,836,914,2.07,0,0,3.94,464,544,447,2045
54.9,1.122,3.426,4.741,914,802,2.06,0,0,4.33,476,453,429,2142
56.39,1.072,3.411,4.679,1019,912,2.1,0,0,5.49,525,491,502,1982
55.58,1.048,3.397,4.639,713,850,2.12,0,0,4.46,554,462,552,1932
55.96,1.086,3.388,4.663,905,904,2.1,0,0,4.29,513,499,522,1966
55.8,1.125,3.43,4.744,984,896,2.0,0,0,5.36,383,507,555,2055
55.05,1.117,3.414,4.729,967,818,2.07,0,0,5.09,474,485,557,1984
55.07,1.093,3.389,4.68,824,869,2.1,0,0,4.44,532,431,521,2016
54.82,1.096,3.406,4.7,690,786,2.07,0,0,4.53,487,460,492,2061
54.35,1.09,3.389,4.685,1023,928,2.08,0,0,6.12,505,450,514,2031
55.16,1.071,3.372,4.649,1126,819,2.13,0,0,4.88,563,472,502,1963
56.26,1.049,3.387,4.647,1187,936,2.15,0,0,6.06,589,486,504,1921
56.51,1.041,3.432,4.68,896,750,2.11,0,0,4.22,532,474,492,2002
56.77,1.045,3.422,4.679,1219,836,2.11,0,0,5.89,527,533,407,2033
56.64,1.1,3.414,4.713,1217,938,2.05,0,0,6.8,462,448,495,2095
56.85,1.116,3.432,4.747,1484,798,2.09,0,0,6.66,508,457,471,2064
55.49,1.048,3.384,4.637,951,696,2.14,0,0,5.15,572,458,484,1986
57.34,1.063,3.382,4.65,1308,945,2.06,0,0,5.95,472,465,588,1975
55.75,1.038,3.372,4.616,774,772,2.13,0,0,4.64,564,467,589,1880
55.79,1.177,3.394,4.773,1057,1115,2.09,0,0,6.33,519,409,416,2156
56.89,1.19,3.425,4.811,1152,798,2.11,0,0,4.85,553,382,350,2215
56.19,1.138,3.377,4.713,766,712,2.1,0,0,3.76,541,405,485,2069
56.2,1.184,3.387,4.773,902,1073,2.02,0,0,6.0,417,444,544,2095
55.91,1.162,3.422,4.778,863,794,2.02,0,0,4.77,416,467,519,2098
55.66,1.126,3.381,4.698,902,1019,2.04,0,0,4.79,436,481,583,2000
56.05,1.031,3.36,4.586,852,774,2.14,0,0,4.97,552,559,547,1842
56.55,1.046,3.36,4.609,866,950,2.12,0,0,5.44,527,578,534,1861
56.83,1.091,3.437,4.727,820,849,1.99,0,0,4.33,370,487,617,2026
57.0,1.132,3.412,4.743,1186,772,2.04,0,0,6.44,444,475,623,1958
55.63,1.111,3.368,4.679,760,599,2.12,0,0,3.86,543,493,553,1911
56.55,1.076,3.356,4.636,877,698,2.15,0,0,3.61,576,517,606,1801
56.0,1.05,3.356,4.615,978,844,2.18,0,0,5.79,615,508,525,1852
56.45,1.129,3.39,4.726,998,799,2.08,0,0,5.01,486,535,444,2035
56.72,1.121,3.367,4.69,789,846,2.07,0,0,4.12,459,612,410,2019
56.64,1.126,3.367,4.695,953,842,2.05,0,0,4.25,432,577,508,1983
57.12,1.124,3.416,4.734,1084,780,1.99,0,0,6.27,358,578,543,2021
56.75,1.097,3.398,4.692,823,827,2.03,0,0,4.75,416,544,551,1989
56.83,1.118,3.397,4.711,857,767,2.05,0,0,3.84,447,542,495,2016
