gpu_usage,net_latency,comput_latency,ete_latency,successful,unsuccessful,energy,hmd_energy,services_on_hmds,exec,8k,4k,1440p,1080p
56.74,0.793,3.428,4.401,1444,0,2.2,0.18,389,4.12,573,863,650,1414
54.9,0.737,3.482,4.389,1048,11,2.18,0.28,597,3.51,573,760,709,1458
54.79,0.747,3.515,4.426,866,0,2.14,0.28,589,3.11,534,693,776,1497
54.65,0.718,3.494,4.374,1138,44,2.16,0.27,581,3.51,551,735,788,1426
54.31,0.684,3.537,4.38,906,22,2.23,0.33,692,3.35,652,655,698,1495
54.67,0.662,3.543,4.362,976,46,2.2,0.31,656,3.18,606,735,693,1466
53.58,0.668,3.505,4.341,626,58,2.21,0.3,629,2.32,609,767,698,1426
55.33,0.644,3.578,4.38,1114,27,2.16,0.36,773,3.55,548,757,658,1537
56.15,0.632,3.575,4.36,1256,40,2.16,0.37,785,3.65,548,701,798,1453
55.91,0.64,3.608,4.406,996,29,2.1,0.38,800,2.55,474,689,830,1507
57.58,0.613,3.632,4.397,1225,82,2.1,0.39,831,3.26,463,745,947,1345
56.95,0.627,3.58,4.365,1130,29,2.13,0.34,728,2.96,478,847,864,1311
56.95,0.621,3.632,4.408,1116,32,2.11,0.36,761,2.74,485,668,940,1407
56.66,0.596,3.662,4.409,988,38,2.11,0.37,775,2.69,495,670,927,1408
56.42,0.579,3.721,4.447,939,36,2.07,0.43,911,2.75,453,578,986,1483
55.78,0.572,3.669,4.39,963,15,2.19,0.43,906,2.46,597,641,874,1388
56.04,0.623,3.642,4.418,773,18,2.14,0.4,845,2.28,522,686,861,1431
55.9,0.672,3.602,4.44,957,50,2.14,0.35,742,3.53,536,677,713,1574
56.21,0.634,3.661,4.46,1075,38,2.13,0.39,834,3.35,515,705,690,1590
55.88,0.622,3.644,4.432,798,41,2.21,0.38,802,2.61,617,703,671,1509
56.4,0.617,3.649,4.428,756,33,2.18,0.39,818,1.93,595,653,744,1508
57.17,0.611,3.679,4.453,823,34,2.11,0.39,829,2.83,487,677,753,1583
57.17,0.623,3.63,4.419,966,20,2.15,0.35,743,3.14,540,732,706,1522
56.51,0.639,3.587,4.388,1023,43,2.18,0.32,678,3.52,574,735,777,1414
55.7,0.632,3.615,4.404,910,14,2.17,0.35,744,2.5,584,629,813,1474
55.17,0.63,3.628,4.415,790,60,2.17,0.34,730,2.1,577,676,742,1505
56.17,0.637,3.609,4.411,1052,44,2.13,0.32,681,3.4,515,702,862,1421
57.26,0.654,3.597,4.415,1196,94,2.13,0.33,701,3.71,507,695,837,1461
56.38,0.642,3.641,4.441,1116,82,2.1,0.37,794,3.63,473,683,837,1507
55.8,0.668,3.635,4.457,885,32,2.06,0.35,742,2.35,409,739,826,1526
55.3,0.616,3.687,4.449,960,27,2.14,0.36,769,2.71,530,664,784,1522
55.87,0.626,3.675,4.455,856,46,2.1,0.37,778,2.84,476,727,735,1562
55.48,0.648,3.616,4.419,834,80,2.12,0.36,768,2.82,497,691,780,1532
