gpu_usage,net_latency,comput_latency,ete_latency,successful,unsuccessful,energy,hmd_energy,services_on_hmds,exec,8k,4k,1440p,1080p
56.97,0.937,3.244,4.367,1494,0,2.17,0.11,238,6.56,543,856,779,1322
54.82,0.883,3.301,4.361,1226,0,2.12,0.21,445,5.4,485,791,879,1345
54.47,0.892,3.266,4.337,938,0,2.16,0.17,364,4.45,541,776,804,1379
54.14,0.886,3.251,4.312,1158,16,2.14,0.18,377,4.29,501,859,804,1336
53.86,0.855,3.222,4.252,977,0,2.27,0.18,388,4.92,675,802,689,1334
54.02,0.813,3.237,4.221,1099,13,2.26,0.2,431,4.61,678,764,746,1312
52.58,0.866,3.199,4.245,719,0,2.17,0.19,404,2.75,537,836,838,1289
53.9,0.884,3.203,4.266,1046,14,2.12,0.2,422,4.87,475,825,914,1286
52.89,0.898,3.194,4.263,1318,15,2.11,0.21,441,6.09,470,778,1034,1218
53.32,0.883,3.165,4.227,1128,0,2.08,0.2,427,5.2,402,931,1003,1164
54.33,0.845,3.226,4.247,1194,12,2.12,0.21,440,5.41,454,894,1040,1112
54.3,0.846,3.224,4.241,1371,4,2.1,0.22,471,5.99,428,889,1082,1101
54.77,0.878,3.217,4.268,1199,5,2.07,0.2,412,4.79,408,826,1142,1124
54.53,0.853,3.232,4.251,1084,1,2.11,0.24,506,4.59,468,781,1087,1164
54.72,0.866,3.243,4.277,972,6,2.06,0.25,525,4.45,409,743,1190,1158
53.89,0.835,3.236,4.24,968,0,2.18,0.27,570,3.9,565,723,1073,1139
54.4,0.824,3.246,4.24,865,7,2.19,0.26,553,2.94,578,747,986,1189
54.33,0.886,3.221,4.286,1061,0,2.13,0.23,493,4.01,508,705,1002,1285
54.57,0.878,3.25,4.313,1149,0,2.11,0.24,509,4.27,477,717,946,1360
54.69,0.857,3.236,4.278,920,0,2.21,0.24,500,3.26,603,752,802,1343
54.22,0.821,3.258,4.261,901,8,2.24,0.25,530,3.73,642,757,818,1283
55.49,0.824,3.251,4.257,1007,9,2.19,0.25,519,3.61,572,794,920,1214
54.78,0.813,3.239,4.235,876,9,2.17,0.22,473,3.76,519,910,865,1206
53.88,0.851,3.186,4.216,1052,12,2.18,0.2,417,5.42,537,918,873,1172
53.21,0.839,3.196,4.211,1070,1,2.23,0.19,393,4.18,622,797,916,1165
53.03,0.793,3.205,4.168,828,4,2.25,0.22,458,3.98,647,840,938,1075
54.1,0.806,3.178,4.16,1236,2,2.22,0.22,459,5.19,596,832,1071,1001
54.25,0.807,3.16,4.145,1050,20,2.21,0.21,449,4.67,572,933,954,1041
54.2,0.805,3.219,4.195,1246,18,2.18,0.24,505,4.89,550,867,942,1141
53.77,0.799,3.264,4.222,993,3,2.13,0.27,573,4.13,474,865,1042,1119
53.79,0.802,3.242,4.212,953,0,2.16,0.23,485,4.15,520,874,1030,1076
54.81,0.864,3.24,4.27,864,18,2.11,0.23,479,4.61,458,824,924,1294
53.15,0.864,3.217,4.256,857,7,2.12,0.21,443,4.46,469,819,938,1274
53.52,0.888,3.23,4.293,1004,1,2.09,0.2,430,4.32,451,726,1061,1262
54.44,0.913,3.24,4.323,904,15,2.09,0.22,468,3.73,460,710,1007,1323
54.43,0.887,3.212,4.271,959,0,2.17,0.23,479,4.93,557,731,899,1313
54.82,0.875,3.229,4.279,1091,2,2.18,0.23,491,5.29,579,668,937,1316
55.31,0.831,3.247,4.254,1113,0,2.16,0.27,568,4.93,537,758,1001,1204
54.47,0.782,3.278,4.229,910,1,2.2,0.3,643,3.73,589,736,969,1206
54.6,0.811,3.229,4.212,1057,10,2.18,0.25,535,3.95,568,734,1010,1188
54.19,0.816,3.203,4.193,885,0,2.18,0.23,479,3.94,548,822,916,1214
54.75,0.9,3.221,4.296,1113,1,2.1,0.22,461,4.81,473,687,1024,1316
55.08,0.861,3.258,4.286,1343,14,2.18,0.26,549,6.25,584,674,951,1291
55.58,0.825,3.255,4.25,1248,0,2.12,0.24,506,4.84,481,766,1123,1130
55.4,0.823,3.282,4.276,1003,1,2.09,0.24,517,4.1,430,813,1039,1218
55.47,0.785,3.304,4.253,1149,3,2.14,0.3,628,4.07,511,714,1182,1093
55.62,0.82,3.299,4.288,991,24,2.1,0.28,595,3.69,451,765,1056,1228
55.69,0.857,3.239,4.274,828,20,2.08,0.23,490,4.52,432,772,1072,1224
56.02,0.886,3.273,4.33,1176,26,2.06,0.25,537,5.95,421,703,985,1391
55.89,0.866,3.276,4.317,1277,0,2.06,0.23,491,6.28,392,793,1015,1300
55.75,0.866,3.203,4.244,1132,14,2.1,0.22,459,5.72,437,857,1044,1162
55.05,0.88,3.218,4.271,1290,13,2.09,0.21,440,5.91,441,807,1004,1248
53.89,0.845,3.196,4.221,1212,3,2.16,0.19,407,6.02,540,749,1016,1195
53.76,0.868,3.203,4.242,1123,3,2.17,0.22,460,4.39,567,660,1023,1250
53.41,0.856,3.217,4.24,766,0,2.12,0.24,507,4.87,485,743,1015,1257
53.94,0.867,3.227,4.257,1234,9,2.09,0.24,502,4.53,444,781,1100,1175
53.6,0.836,3.273,4.27,891,18,2.1,0.25,533,4.23,462,765,1030,1243
54.58,0.811,3.276,4.25,1120,5,2.14,0.25,533,5.42,506,755,1009,1230
55.62,0.844,3.288,4.296,1142,2,2.1,0.23,488,5.02,468,678,980,1374
54.58,0.876,3.27,4.312,943,0,2.1,0.22,470,3.92,483,618,967,1432
54.23,0.89,3.212,4.27,1194,0,2.11,0.21,440,5.03,473,759,1008,1260
53.33,0.906,3.25,4.326,1031,5,2.04,0.2,419,4.54,377,781,903,1439
53.57,0.904,3.22,4.299,992,0,2.07,0.18,385,4.55,400,905,848,1347
53.94,0.904,3.225,4.303,1041,6,2.08,0.2,418,3.52,427,781,897,1395
54.44,0.904,3.231,4.309,1021,0,2.1,0.19,399,4.98,468,710,955,1367
54.1,0.899,3.182,4.26,794,0,2.17,0.19,395,4.54,572,662,980,1286
55.1,0.88,3.209,4.256,1021,0,2.14,0.21,440,5.12,527,637,1025,1311
54.86,0.836,3.257,4.255,1078,0,2.13,0.24,509,4.87,505,714,1016,1265
53.64,0.87,3.225,4.268,955,0,2.16,0.23,482,4.46,558,655,1024,1263
54.71,0.883,3.211,4.265,881,0,2.19,0.23,485,3.64,602,644,890,1364
