gpu_usage,net_latency,comput_latency,ete_latency,successful,unsuccessful,energy,hmd_energy,services_on_hmds,exec,8k,4k,1440p,1080p
55.58,1.443,3.294,4.935,333,1831,2.11,0,0,0.32,498,647,477,1878
53.93,1.516,3.323,5.04,214,1404,2.04,0,0,0.17,433,494,507,2066
52.79,1.64,3.326,5.165,137,1244,2.0,0,0,0.13,415,366,479,2240
52.82,1.828,3.33,5.352,166,1861,1.97,0,0,0.2,360,393,462,2285
52.63,1.912,3.32,5.428,123,1858,2.03,0,0,0.2,448,362,460,2230
52.19,2.082,3.332,5.611,176,1634,1.99,0,0,0.15,418,244,432,2406
51.17,2.022,3.328,5.552,148,1379,1.96,0,0,0.13,377,264,546,2313
51.33,2.168,3.322,5.694,107,1835,1.96,0,0,0.17,370,275,404,2451
49.8,2.459,3.336,5.995,168,1958,1.89,0,0,0.21,299,218,404,2579
49.69,2.419,3.338,5.957,230,1874,1.91,0,0,0.29,319,261,386,2534
49.22,2.364,3.358,5.923,171,2224,1.89,0,0,0.26,278,310,410,2502
48.47,2.419,3.377,5.995,180,1987,1.87,0,0,0.2,268,255,369,2608
48.34,2.566,3.371,6.136,112,2112,1.86,0,0,0.23,254,240,227,2779
47.72,2.585,3.367,6.147,101,1880,1.85,0,0,0.18,241,232,201,2826
47.79,2.693,3.365,6.254,125,1999,1.85,0,0,0.22,245,223,239,2793
46.96,2.721,3.362,6.281,89,1857,1.88,0,0,0.16,290,173,231,2806
47.34,2.785,3.363,6.349,65,1888,1.85,0,0,0.14,244,219,223,2814
46.9,2.809,3.366,6.386,126,2170,1.85,0,0,0.25,249,180,213,2858
46.8,2.924,3.369,6.506,54,2245,1.83,0,0,0.25,230,202,150,2918
46.72,3.078,3.369,6.661,114,1884,1.83,0,0,0.17,237,151,160,2952
46.73,2.998,3.369,6.581,78,1920,1.86,0,0,0.16,263,197,214,2826
46.26,2.956,3.372,6.541,99,1939,1.83,0,0,0.14,229,194,233,2844
45.78,3.0,3.371,6.585,67,1915,1.82,0,0,0.15,217,164,233,2886
45.3,2.956,3.358,6.515,150,2256,1.83,0,0,0.21,221,183,226,2870
44.89,2.94,3.359,6.498,72,2162,1.83,0,0,0.18,232,164,255,2849
44.87,3.018,3.354,6.568,143,2023,1.82,0,0,0.2,217,145,311,2827
44.96,3.043,3.367,6.611,93,2236,1.8,0,0,0.2,182,209,253,2856
45.2,2.883,3.372,6.455,141,2281,1.81,0,0,0.2,185,233,272,2810
45.4,2.99,3.376,6.569,84,2352,1.79,0,0,0.2,170,221,256,2853
44.19,2.801,3.375,6.371,99,2002,1.8,0,0,0.17,174,249,295,2782
43.88,2.861,3.374,6.423,120,2089,1.84,0,0,0.18,240,202,212,2846
43.38,2.713,3.375,6.281,175,2178,1.86,0,0,0.17,256,192,301,2751
43.49,2.694,3.379,6.27,97,2047,1.83,0,0,0.15,222,209,328,2741
43.79,2.751,3.386,6.34,88,2437,1.84,0,0,0.18,238,199,289,2774
43.86,2.748,3.377,6.321,125,2164,1.87,0,0,0.19,269,208,305,2718
44.03,2.811,3.368,6.378,93,2236,1.87,0,0,0.19,269,207,253,2771
43.45,2.865,3.368,6.434,83,2112,1.85,0,0,0.16,243,201,259,2797
43.55,2.832,3.366,6.404,129,2185,1.86,0,0,0.19,268,194,222,2816
42.37,2.87,3.364,6.439,139,2201,1.86,0,0,0.2,260,175,260,2805
43.1,2.733,3.364,6.301,110,2288,1.85,0,0,0.21,248,185,305,2762
42.56,2.772,3.365,6.34,68,2264,1.81,0,0,0.16,200,196,311,2793
42.65,2.756,3.365,6.323,71,2466,1.82,0,0,0.18,215,192,282,2811
42.4,2.804,3.363,6.365,135,2485,1.86,0,0,0.22,259,202,284,2755
42.77,2.837,3.36,6.392,67,2324,1.83,0,0,0.18,229,193,238,2840
42.94,2.785,3.385,6.371,175,2460,1.84,0,0,0.21,238,202,296,2764
42.94,2.78,3.38,6.363,67,2302,1.86,0,0,0.15,258,230,283,2729
42.5,2.967,3.382,6.551,68,2512,1.83,0,0,0.18,233,137,202,2928
42.39,2.86,3.381,6.446,63,2221,1.85,0,0,0.14,248,166,242,2844
42.23,2.773,3.381,6.357,59,2522,1.83,0,0,0.21,231,156,208,2905
42.29,2.841,3.387,6.433,94,2237,1.82,0,0,0.25,216,160,263,2861
42.83,2.863,3.387,6.454,141,2591,1.81,0,0,0.21,203,183,227,2887
42.52,2.772,3.387,6.357,61,2669,1.81,0,0,0.23,184,255,253,2808
41.43,2.852,3.39,6.44,113,2509,1.82,0,0,0.24,213,199,287,2801
41.61,2.848,3.385,6.429,56,2349,1.8,0,0,0.18,177,223,254,2846
41.79,2.722,3.383,6.304,66,2275,1.85,0,0,0.14,253,210,199,2838
41.59,2.856,3.385,6.432,54,2354,1.8,0,0,0.18,182,224,194,2900
41.28,3.002,3.384,6.578,39,2429,1.81,0,0,0.18,198,168,188,2946
41.81,3.005,3.384,6.581,78,2533,1.8,0,0,0.19,186,156,231,2927
41.85,2.972,3.374,6.539,91,2489,1.82,0,0,0.19,226,128,222,2924
41.7,2.774,3.382,6.351,108,2547,1.79,0,0,0.21,167,181,279,2873
41.59,2.799,3.385,6.377,88,2711,1.82,0,0,0.22,216,175,206,2903
40.83,2.857,3.386,6.438,70,2475,1.82,0,0,0.22,216,174,201,2909
40.95,2.921,3.39,6.507,54,2493,1.81,0,0,0.18,198,174,182,2946
41.24,2.871,3.392,6.454,149,2085,1.83,0,0,0.15,230,138,237,2895
41.68,2.992,3.398,6.584,61,2175,1.82,0,0,0.13,214,142,242,2902
41.49,2.944,3.393,6.535,85,2230,1.8,0,0,0.15,202,119,282,2897
41.29,2.959,3.392,6.542,78,2315,1.82,0,0,0.17,217,148,268,2867
41.33,2.828,3.391,6.407,98,2549,1.83,0,0,0.19,232,123,252,2893
40.91,2.864,3.392,6.449,72,2330,1.8,0,0,0.18,207,88,216,2989
41.43,2.895,3.39,6.483,70,2188,1.83,0,0,0.15,244,85,206,2965
