gpu_usage,net_latency,comput_latency,ete_latency,successful,unsuccessful,energy,hmd_energy,services_on_hmds,exec,8k,4k,1440p,1080p
55.02,1.451,3.286,4.935,263,1889,2.04,0,0,3.62,415,664,437,1984
52.72,1.632,3.269,5.104,167,1638,1.96,0,0,2.66,340,454,448,2258
51.83,1.737,3.264,5.199,130,1388,1.91,0,0,2.37,299,357,440,2404
51.57,1.821,3.298,5.313,198,1919,1.92,0,0,3.41,292,443,422,2343
50.69,1.847,3.305,5.348,143,1843,1.98,0,0,2.25,391,349,437,2323
49.6,1.987,3.307,5.488,132,1778,1.93,0,0,2.16,344,257,404,2495
49.12,2.021,3.312,5.535,121,1689,1.9,0,0,2.14,297,296,429,2478
49.01,2.252,3.316,5.771,118,1902,1.87,0,0,2.26,266,249,289,2696
48.25,2.409,3.315,5.92,178,2131,1.82,0,0,2.91,205,212,345,2738
47.53,2.455,3.321,5.981,89,2136,1.85,0,0,2.33,239,232,389,2640
47.47,2.396,3.316,5.913,147,2267,1.81,0,0,2.68,177,296,416,2611
46.7,2.466,3.325,5.991,167,2373,1.8,0,0,3.02,171,243,359,2727
46.04,2.624,3.332,6.153,63,2238,1.8,0,0,2.34,176,201,263,2860
45.27,2.625,3.34,6.161,116,2096,1.75,0,0,2.11,123,182,313,2882
45.3,2.724,3.344,6.265,69,1977,1.78,0,0,1.99,152,185,278,2885
44.75,2.794,3.34,6.335,68,2227,1.83,0,0,2.2,226,179,260,2835
45.08,2.856,3.337,6.396,60,1921,1.81,0,0,1.58,208,154,269,2869
44.7,2.837,3.344,6.391,77,2231,1.78,0,0,1.98,165,122,270,2943
44.55,2.987,3.346,6.547,53,2288,1.76,0,0,2.21,144,122,231,3003
44.04,3.09,3.348,6.652,60,2029,1.76,0,0,1.59,137,147,174,3042
44.39,2.982,3.343,6.54,95,1995,1.8,0,0,1.97,190,172,267,2871
43.59,2.89,3.35,6.452,98,2225,1.78,0,0,2.11,160,147,266,2927
42.56,3.008,3.356,6.575,67,1974,1.78,0,0,1.92,164,144,233,2959
42.4,2.97,3.359,6.532,74,2541,1.78,0,0,2.29,175,115,183,3027
42.75,2.9,3.357,6.456,85,2104,1.77,0,0,2.07,154,167,190,2989
42.53,2.912,3.371,6.479,137,2088,1.77,0,0,2.03,146,155,269,2930
42.52,2.939,3.375,6.513,92,2475,1.74,0,0,2.47,111,165,223,3001
42.79,2.833,3.384,6.421,83,2439,1.74,0,0,2.14,107,154,235,3004
42.32,2.895,3.384,6.481,60,2621,1.74,0,0,1.86,114,165,222,2999
41.09,2.803,3.384,6.383,94,2049,1.75,0,0,1.59,118,177,239,2966
41.08,2.789,3.393,6.368,108,2245,1.74,0,0,1.97,121,134,251,2994
41.36,2.838,3.397,6.43,62,2343,1.75,0,0,2.16,125,168,193,3014
40.74,2.873,3.398,6.471,49,2328,1.74,0,0,2.04,107,187,194,3012
40.69,2.878,3.41,6.489,111,2472,1.78,0,0,2.44,166,123,269,2942
40.82,2.817,3.416,6.429,76,2242,1.79,0,0,1.84,177,143,299,2881
41.5,2.889,3.415,6.505,42,2374,1.78,0,0,2.21,166,157,252,2925
40.72,2.999,3.416,6.618,41,2340,1.76,0,0,1.72,138,142,191,3029
40.97,2.958,3.418,6.583,64,2472,1.78,0,0,2.22,157,173,180,2990
40.46,2.961,3.425,6.594,107,2354,1.79,0,0,1.75,181,132,156,3031
40.32,2.9,3.426,6.529,45,2382,1.81,0,0,2.07,200,151,200,2949
40.43,2.903,3.425,6.532,52,2649,1.79,0,0,2.01,180,148,247,2925
39.63,2.837,3.425,6.463,55,2543,1.8,0,0,2.0,189,148,259,2904
40.68,2.879,3.426,6.504,82,2490,1.79,0,0,2.45,176,164,242,2918
40.52,2.857,3.428,6.481,91,2721,1.8,0,0,2.93,191,170,225,2914
40.99,2.943,3.435,6.579,81,2438,1.77,0,0,1.74,159,108,253,2980
41.09,2.949,3.433,6.584,72,2416,1.76,0,0,1.96,139,117,217,3027
40.57,2.864,3.433,6.5,42,2583,1.77,0,0,2.31,154,105,222,3019
40.02,2.837,3.429,6.473,71,2464,1.78,0,0,1.76,176,94,299,2931
39.97,2.839,3.435,6.477,60,2553,1.74,0,0,1.9,130,83,271,3016
39.89,2.878,3.436,6.517,96,2666,1.75,0,0,2.68,124,121,280,2975
39.89,2.903,3.437,6.542,98,2613,1.76,0,0,2.2,146,139,270,2945
39.63,2.849,3.433,6.479,45,2792,1.76,0,0,2.37,131,180,265,2924
39.61,3.012,3.434,6.649,49,2801,1.78,0,0,2.52,163,156,220,2961
39.64,2.976,3.434,6.607,17,2572,1.76,0,0,1.84,142,157,216,2985
39.58,2.873,3.436,6.504,59,2418,1.76,0,0,1.62,140,166,213,2981
39.67,2.942,3.444,6.575,67,2488,1.73,0,0,2.03,92,183,204,3021
39.47,3.014,3.445,6.648,36,2507,1.72,0,0,1.84,92,125,197,3086
39.75,2.995,3.449,6.636,46,2610,1.72,0,0,1.84,87,171,189,3053
39.63,2.98,3.462,6.635,76,2638,1.72,0,0,1.85,90,124,223,3063
39.28,2.812,3.461,6.466,38,2585,1.7,0,0,2.27,66,121,273,3040
38.94,2.893,3.459,6.547,55,2837,1.74,0,0,2.64,123,105,237,3035
38.82,2.966,3.463,6.621,54,2539,1.74,0,0,2.17,116,119,207,3058
38.95,2.942,3.469,6.606,48,2432,1.72,0,0,1.88,89,154,229,3028
38.77,3.051,3.466,6.711,74,2347,1.71,0,0,1.72,84,105,216,3095
40.19,3.049,3.485,6.727,115,2435,1.73,0,0,2.0,104,132,216,3048
39.65,3.05,3.491,6.741,44,2312,1.73,0,0,1.64,104,110,250,3036
40.2,2.988,3.491,6.669,65,2371,1.73,0,0,1.92,95,142,260,3003
40.14,2.868,3.492,6.549,58,2638,1.73,0,0,2.3,109,116,205,3070
39.4,2.829,3.491,6.519,77,2464,1.75,0,0,2.21,136,70,244,3050
40.0,2.876,3.491,6.564,57,2263,1.75,0,0,1.96,132,87,236,3045
38.5,2.879,3.491,6.568,46,2282,1.75,0,0,1.85,136,95,220,3049
38.72,2.846,3.49,6.542,47,2578,1.76,0,0,2.23,149,108,255,2988
39.55,2.98,3.495,6.682,96,2605,1.73,0,0,2.32,107,118,195,3080
38.82,3.005,3.498,6.712,48,2783,1.74,0,0,2.36,116,134,175,3075
38.25,3.032,3.5,6.741,23,2376,1.73,0,0,1.29,94,167,179,3060
37.86,3.007,3.501,6.72,61,2774,1.74,0,0,2.17,106,161,184,3049
38.08,3.027,3.498,6.724,64,2663,1.73,0,0,1.97,111,132,128,3129
37.96,3.058,3.501,6.755,63,2958,1.73,0,0,2.51,101,143,116,3140
38.18,3.176,3.507,6.887,81,2636,1.72,0,0,1.93,92,141,158,3109
38.36,3.257,3.505,6.964,34,3016,1.69,0,0,2.13,56,99,197,3148
38.73,3.166,3.505,6.874,51,2448,1.71,0,0,1.7,80,105,278,3037
38.72,3.135,3.509,6.847,70,2925,1.71,0,0,2.5,90,81,221,3108
38.22,3.212,3.51,6.917,52,2722,1.71,0,0,2.3,86,89,182,3143
