gpu_usage,net_latency,comput_latency,ete_latency,successful,unsuccessful,energy,hmd_energy,services_on_hmds,exec,8k,4k,1440p,1080p
31.85,1.096,3.194,4.507,132,683,2.08,0,0,0.71,247,449,445,859
30.8,1.233,3.218,4.668,63,555,2.04,0,0,0.4,228,393,372,1007
31.21,1.35,3.247,4.815,117,499,2.04,0,0,0.47,237,345,383,1035
31.04,1.373,3.262,4.853,129,464,2.04,0,0,0.45,242,331,387,1040
30.54,1.447,3.253,4.922,29,448,2.04,0,0,0.24,247,296,366,1091
29.94,1.575,3.253,5.048,45,637,2.0,0,0,0.44,216,299,330,1155
29.93,1.535,3.244,4.993,124,510,2.02,0,0,0.47,222,337,303,1138
29.58,1.476,3.275,4.966,82,526,2.03,0,0,0.36,236,310,321,1133
30.77,1.496,3.272,4.983,52,633,2.01,0,0,0.35,219,312,352,1117
29.63,1.593,3.268,5.083,24,608,1.98,0,0,0.37,200,297,335,1168
28.77,1.56,3.264,5.04,85,579,2.02,0,0,0.43,234,291,342,1133
29.24,1.729,3.266,5.216,55,534,2.02,0,0,0.27,234,296,298,1172
29.33,1.816,3.257,5.29,79,730,1.98,0,0,0.43,213,231,290,1266
28.71,1.805,3.246,5.266,55,639,1.99,0,0,0.35,222,227,338,1213
28.22,1.854,3.248,5.314,58,650,1.97,0,0,0.3,205,235,352,1208
28.68,1.899,3.254,5.367,53,643,1.95,0,0,0.36,194,209,358,1239
28.12,1.922,3.253,5.395,78,784,1.98,0,0,0.53,221,185,309,1285
27.88,1.858,3.259,5.335,50,641,2.0,0,0,0.31,239,177,337,1247
27.67,1.836,3.252,5.301,54,622,2.01,0,0,0.29,236,221,336,1207
27.5,1.923,3.263,5.399,64,636,2.0,0,0,0.43,233,209,351,1207
28.18,1.979,3.267,5.463,53,851,2.02,0,0,0.55,247,231,303,1219
27.11,1.946,3.263,5.424,47,860,2.06,0,0,0.4,280,213,308,1199
26.63,1.846,3.267,5.324,51,763,2.04,0,0,0.31,262,217,354,1167
26.83,1.805,3.279,5.297,78,831,2.04,0,0,0.53,265,200,348,1187
26.88,1.869,3.285,5.369,53,693,1.97,0,0,0.24,216,194,360,1230
26.7,1.913,3.289,5.422,66,803,1.98,0,0,0.41,216,212,322,1250
26.65,1.896,3.281,5.396,93,871,2.0,0,0,0.63,228,218,321,1233
26.07,1.886,3.283,5.387,63,891,2.03,0,0,0.51,257,206,322,1215
25.61,1.922,3.285,5.422,43,746,1.98,0,0,0.29,212,236,353,1199
26.43,1.949,3.293,5.456,36,632,1.95,0,0,0.21,187,234,350,1229
25.98,1.923,3.296,5.435,60,817,1.94,0,0,0.38,176,260,334,1230
25.58,1.91,3.304,5.434,31,749,1.94,0,0,0.23,182,243,321,1254
25.29,2.034,3.312,5.567,51,868,1.9,0,0,0.42,152,235,308,1305
25.19,2.142,3.297,5.656,64,656,1.91,0,0,0.2,162,226,296,1316
25.47,2.093,3.284,5.594,91,962,1.94,0,0,0.53,187,241,262,1310
25.41,2.076,3.278,5.567,54,758,1.96,0,0,0.24,203,232,282,1283
25.26,2.138,3.285,5.644,45,658,1.95,0,0,0.21,194,216,294,1296
25.28,2.104,3.292,5.616,46,841,1.97,0,0,0.3,213,207,271,1309
24.94,1.995,3.294,5.507,78,803,1.98,0,0,0.43,216,223,304,1257
24.69,1.954,3.303,5.474,82,933,1.93,0,0,0.5,173,247,316,1264
24.59,1.974,3.302,5.497,36,916,1.91,0,0,0.26,158,236,303,1303
24.76,2.025,3.316,5.561,55,849,1.9,0,0,0.31,152,246,263,1339
24.46,2.072,3.3,5.595,63,946,1.92,0,0,0.39,169,254,245,1332
24.87,2.158,3.307,5.679,66,899,1.94,0,0,0.43,175,283,221,1321
24.61,2.111,3.308,5.631,21,729,1.97,0,0,0.21,203,251,235,1311
24.16,2.103,3.309,5.622,60,992,1.97,0,0,0.5,211,224,245,1320
24.35,2.153,3.312,5.679,53,893,1.96,0,0,0.3,210,192,233,1365
23.77,2.123,3.309,5.646,32,940,1.97,0,0,0.34,219,187,236,1358
24.48,2.085,3.323,5.621,56,905,1.95,0,0,0.3,202,186,272,1340
23.99,2.007,3.329,5.546,49,758,1.96,0,0,0.19,204,207,282,1307
23.99,1.984,3.323,5.515,73,981,1.95,0,0,0.58,193,207,298,1302
23.11,2.002,3.314,5.524,46,796,1.96,0,0,0.23,205,213,290,1292
23.16,1.998,3.317,5.52,52,871,1.98,0,0,0.33,219,227,288,1266
23.27,2.165,3.313,5.687,82,1012,1.92,0,0,0.5,166,247,229,1358
22.98,2.242,3.302,5.755,49,1020,1.95,0,0,0.34,199,194,209,1398
22.81,2.148,3.292,5.653,49,940,1.94,0,0,0.31,194,199,209,1398
22.89,2.098,3.288,5.607,49,894,1.98,0,0,0.36,222,188,215,1375
22.74,2.065,3.293,5.581,39,984,1.98,0,0,0.32,229,176,209,1386
22.96,2.113,3.305,5.636,70,924,1.97,0,0,0.4,217,168,254,1361
22.68,2.124,3.306,5.649,33,978,1.94,0,0,0.34,199,154,296,1351
22.93,2.121,3.307,5.645,62,1058,1.92,0,0,0.5,175,189,280,1356
22.82,2.104,3.309,5.629,86,920,1.93,0,0,0.36,189,175,329,1307
22.57,2.134,3.33,5.68,85,1036,1.94,0,0,0.5,200,156,315,1329
22.51,2.147,3.331,5.699,51,1040,1.94,0,0,0.33,198,164,286,1352
22.22,2.16,3.325,5.705,84,974,1.95,0,0,0.3,203,163,268,1366
22.44,2.156,3.323,5.695,41,1034,1.95,0,0,0.36,202,176,248,1374
22.35,2.166,3.329,5.716,76,1059,1.95,0,0,0.48,210,160,233,1397
